gene,features_minus_altcount_heldout_spearman
C17orf97|ENSG00000187624,-0.10208154464135732
ERAP2|ENSG00000164308,-0.2371369503634007
GSTM1|ENSG00000134184,0.004141976016677179
PEX6|ENSG00000124587,0.06684450568601785
POMZP3|ENSG00000146707,0.37633689300861106
RPS26|ENSG00000197728,0.09713806365719158
SLFN5|ENSG00000166750,-0.016642969041028466
ZNF266|ENSG00000174652,-0.002243852270975344
