feature,aim1_effect_coding_minus_other,aim2_effect_sweep_minus_control,in_top200_both
2800,0.0,0.0,False
2801,0.0,0.0,False
2802,1.9132173e-08,5.974891e-07,False
2803,0.0,0.0,False
2804,-7.735991e-07,2.0166826e-07,False
2805,2.708449e-07,0.0,False
2806,0.0,0.0,False
2807,1.0528123e-06,-6.658858e-06,False
2808,0.0,0.0,False
2809,0.0,0.0,False
2810,7.4957665e-05,0.00020254822,False
2811,0.0,0.0,False
2812,0.0,0.0,False
2813,-1.4872059e-08,-2.9437356e-07,False
2814,0.0,0.0,False
2815,-9.622825e-07,-1.7407874e-06,False
2816,-5.7853504e-07,7.811582e-08,False
2817,0.0,0.0,False
2818,3.3796637e-06,9.355828e-05,False
2819,0.0,0.0,False
2820,-1.5060432e-09,0.0,False
2821,0.0,0.0,False
2822,-3.6742836e-07,-1.4788138e-05,False
2823,2.3288329e-05,-0.00014250062,False
2824,0.0,0.0,False
2825,0.0,0.0,False
2826,0.0,0.0,False
2827,0.0,0.0,False
2828,0.00015661397,0.0013127774,False
2829,-5.366819e-09,0.0,False
2830,0.0,0.0,False
2831,0.0,0.0,False
2832,0.0,0.0,False
2833,0.0,0.0,False
2834,0.0,0.0,False
2835,8.7973924e-05,0.00030065165,False
2836,0.0,0.0,False
2837,0.0,0.0,False
2838,0.0,0.0,False
2839,0.0,0.0,False
2840,3.7419927e-06,-4.3976062e-05,False
2841,-7.2751516e-07,6.1056417e-06,False
2842,2.6938883e-07,5.7498113e-09,False
2843,0.0,0.0,False
2844,1.1787329e-07,4.5279097e-07,False
2845,0.0,0.0,False
2846,2.450281e-07,1.537105e-05,False
2847,-0.0001098965,0.0021027569,False
2848,8.08225e-09,-1.6755988e-06,False
2849,1.318879e-07,-5.7470504e-07,False
2850,0.0,0.0,False
2851,-1.5317659e-07,-7.7997015e-08,False
2852,0.0,0.0,False
2853,0.0001038078,-0.001465708,False
2854,2.5056233e-05,-0.0004151021,False
2855,0.0,0.0,False
2856,0.0,0.0,False
2857,0.0,0.0,False
2858,-6.6240636e-07,5.106668e-06,False
2859,0.0,0.0,False
2860,0.0,0.0,False
2861,-1.2558368e-06,-2.4897672e-06,False
2862,0.00014199447,-0.00044331048,False
2863,0.0,0.0,False
2864,-0.0013404465,0.033989877,True
2865,0.0,2.0195615e-07,False
2866,0.0,0.0,False
2867,0.00027433963,6.1013736e-05,False
2868,0.0,0.0,False
2869,2.1303807e-05,-0.00043677166,False
2870,0.0,0.0,False
2871,5.477581e-09,0.0,False
2872,-1.8745909e-06,7.581717e-06,False
2873,0.0,0.0,False
2874,2.3649753e-07,-2.904104e-06,False
2875,0.0,0.0,False
2876,-2.3549314e-06,0.0,False
2877,0.0,0.0,False
2878,8.110039e-06,0.000119037926,False
2879,0.0,0.0,False
2880,0.0,0.0,False
2881,0.0,0.0,False
2882,4.7521002e-07,-3.0139295e-06,False
2883,0.0,0.0,False
2884,0.0,0.0,False
2885,0.0,0.0,False
2886,0.0,0.0,False
2887,1.9838949e-07,-1.8644084e-07,False
2888,6.02883e-06,9.196074e-05,False
2889,0.0,0.0,False
2890,-3.2892622e-06,-6.712251e-05,False
2891,0.00023757239,-0.00081424834,False
2892,0.0,0.0,False
2893,0.0,0.0,False
2894,0.0,1.1062e-07,False
2895,0.0002697116,0.0028742366,False
2896,7.1612206e-08,9.726179e-08,False
2897,0.0,0.0,False
2898,1.468806e-06,1.773893e-05,False
2899,0.0,0.0,False
2900,0.0,0.0,False
2901,0.0,0.0,False
2902,0.0,0.0,False
2903,0.0,0.0,False
2904,0.0,3.4458402e-08,False
2905,0.0,0.0,False
2906,0.0,0.0,False
2907,0.0,0.0,False
2908,-2.2825043e-06,6.053888e-06,False
2909,0.0,0.0,False
2910,0.0,0.0,False
2911,0.0,0.0,False
2912,0.0,0.0,False
2913,0.0,0.0,False
2914,0.0,0.0,False
2915,0.0,0.0,False
2916,6.62568e-06,-0.00019897812,False
2917,0.0,0.0,False
2918,0.0,0.0,False
2919,0.0,0.0,False
2920,-4.000679e-06,4.763362e-05,False
2921,1.3897326e-06,7.131594e-05,False
2922,0.0,0.0,False
2923,0.0,0.0,False
2924,0.0,0.0,False
2925,0.0,0.0,False
2926,4.5714952e-08,-4.2041086e-07,False
2927,0.0,0.0,False
2928,5.701161e-06,5.3547003e-05,False
2929,1.0710144e-08,0.0,False
2930,1.3513869e-05,-0.00019156601,False
2931,0.0,0.0,False
2932,0.0,0.0,False
2933,0.0,0.0,False
2934,0.0,0.0,False
2935,0.0,0.0,False
2936,0.0001288677,6.4198975e-05,False
2937,-3.8415666e-05,4.120823e-05,False
2938,1.6038771e-07,-5.4040493e-06,False
2939,0.0,0.0,False
2940,7.7317236e-10,0.0,False
2941,0.0,0.0,False
2942,0.0,0.0,False
2943,9.6726964e-08,-1.1680709e-07,False
2944,-1.5111597e-07,2.3266007e-06,False
2945,0.0,0.0,False
2946,-1.5560317e-09,6.3636835e-06,False
2947,0.0,0.0,False
2948,9.1535526e-07,0.00010939179,False
2949,0.0,0.0,False
2950,0.0,0.0,False
2951,-9.771068e-09,0.0,False
2952,0.0,0.0,False
2953,7.424846e-05,0.0012666555,False
2954,0.0,0.0,False
2955,0.0,0.0,False
2956,0.0,0.0,False
2957,0.0,0.0,False
2958,1.4305799e-05,0.00044711493,False
2959,0.0,0.0,False
2960,0.0,0.0,False
2961,0.0,0.0,False
2962,-9.1873585e-07,1.0659831e-05,False
2963,0.0,0.0,False
2964,0.0,0.0,False
2965,3.6819185e-06,1.5644226e-05,False
2966,5.834093e-08,-1.0911506e-07,False
2967,5.5230777e-07,4.271973e-06,False
2968,0.0,0.0,False
2969,0.0,-9.99459e-08,False
2970,6.7851e-07,-4.7766553e-06,False
2971,0.0,0.0,False
2972,0.0,0.0,False
2973,3.7527993e-08,-1.2795567e-07,False
2974,3.5822482e-06,1.793701e-05,False
2975,0.0,0.0,False
2976,0.0,0.0,False
2977,0.0,0.0,False
2978,0.0,0.0,False
2979,0.0,0.0,False
2980,0.0,0.0,False
2981,0.0,0.0,False
2982,0.0,0.0,False
2983,1.7797153e-07,-5.069113e-07,False
2984,1.3189339e-08,5.1052524e-07,False
2985,-7.2212515e-06,2.4190871e-05,False
2986,-4.531875e-07,3.631786e-06,False
2987,0.0,0.0,False
2988,-1.9338315e-06,0.00015338234,False
2989,-8.8982815e-06,-6.459636e-05,False
2990,0.0,0.0,False
2991,1.6031313e-06,-1.9791121e-05,False
2992,0.0,-1.2097487e-07,False
2993,0.0,-1.9819427e-07,False
2994,0.0,0.0,False
2995,0.0,0.0,False
2996,0.0,0.0,False
2997,1.6485656e-08,3.0180604e-06,False
2998,0.0,0.0,False
2999,1.6196758e-06,-1.9338904e-06,False
3000,1.968456e-08,-6.116238e-09,False
3001,0.0,0.0,False
3002,0.0,0.0,False
3003,0.0,-1.7746399e-07,False
3004,0.0,0.0,False
3005,-6.8222036e-08,7.261732e-07,False
3006,-5.8262054e-07,1.1448293e-06,False
3007,0.0,0.0,False
3008,0.0,0.0,False
3009,0.0,4.946982e-08,False
3010,0.0,-6.290225e-07,False
3011,0.0,-2.2199798e-07,False
3012,0.0,0.0,False
3013,1.4487541e-07,-1.2193661e-07,False
3014,4.1546477e-07,3.4275836e-06,False
3015,-1.9242975e-07,-3.955953e-07,False
3016,0.0,0.0,False
3017,1.16655904e-07,-4.3960046e-07,False
3018,1.4774091e-06,6.616472e-06,False
3019,0.0,0.0,False
3020,0.0,0.0,False
3021,1.7388695e-05,-3.6091194e-05,False
3022,-2.0694746e-05,0.00022789091,False
3023,3.0321667e-07,-1.1453114e-06,False
3024,0.0,0.0,False
3025,2.1343587e-07,2.0397874e-05,False
3026,0.0,0.0,False
3027,0.00010881164,0.0005755536,False
3028,0.0,0.0,False
3029,3.0430095e-07,1.3259301e-05,False
3030,1.3185685e-07,1.0645351e-07,False
3031,0.0,0.0,False
3032,0.0,0.0,False
3033,-3.1142409e-09,1.3167647e-07,False
3034,7.7307027e-07,-3.530531e-07,False
3035,3.1147435e-06,1.6774698e-05,False
3036,6.021106e-07,-1.1006423e-06,False
3037,0.0,0.0,False
3038,0.0,0.0,False
3039,0.0,0.0,False
3040,0.0,5.147129e-07,False
3041,-7.604222e-07,-8.6090404e-07,False
3042,0.0,0.0,False
3043,7.83726e-06,-2.5828824e-05,False
3044,-2.8152207e-09,0.0,False
3045,0.0,0.0,False
3046,2.1795188e-08,-1.4221269e-05,False
3047,-3.8517865e-07,-1.1930499e-06,False
3048,0.0,0.0,False
3049,0.0,0.0,False
3050,0.0,0.0,False
3051,-7.492752e-09,0.0,False
3052,0.0,0.0,False
3053,-2.613681e-07,0.00016193118,False
3054,0.0,0.0,False
3055,-7.233619e-05,7.938355e-05,False
3056,0.00011765871,0.0040150434,False
3057,-6.9915465e-08,1.5884234e-07,False
3058,-2.5271572e-07,-3.5076155e-06,False
3059,0.0,0.0,False
3060,1.07899574e-07,1.0400322e-07,False
3061,-1.3117871e-07,3.4472498e-07,False
3062,2.4408537e-05,5.6012068e-05,False
3063,0.0,0.0,False
3064,-1.022872e-07,-4.860709e-08,False
3065,-2.7332105e-06,-2.5456757e-05,False
3066,0.0,0.0,False
3067,0.0,0.0,False
3068,0.0,0.0,False
3069,0.0,0.0,False
3070,0.0,0.0,False
3071,0.0,0.0,False
3072,0.0,0.0,False
3073,-4.5366627e-07,1.0322201e-06,False
3074,0.0,0.0,False
3075,-3.0529172e-06,8.0312486e-05,False
3076,0.0,0.0,False
3077,4.027143e-08,0.0,False
3078,0.0,0.0,False
3079,0.0,0.0,False
3080,0.0,0.0,False
3081,3.0101642e-08,1.7649168e-07,False
3082,0.0,0.0,False
3083,0.0,0.0,False
3084,3.5623532e-07,-2.683372e-07,False
3085,0.0,0.0,False
3086,1.9516965e-07,-5.9908004e-08,False
3087,0.0,0.0,False
3088,0.0,0.0,False
3089,0.0,0.0,False
3090,0.0,0.0,False
3091,0.0,0.0,False
3092,0.0,0.0,False
3093,6.1786664e-06,1.7186685e-06,False
3094,2.0122861e-06,-3.1541796e-05,False
3095,0.0,0.0,False
3096,0.0,0.0,False
3097,2.0773126e-05,-1.1798227e-05,False
3098,-1.2489738e-07,-1.1664696e-08,False
3099,1.581587e-06,-1.4023077e-05,False
3100,1.6616528e-06,4.4084136e-06,False
3101,0.0,0.0,False
3102,1.884685e-06,8.804465e-06,False
3103,0.0,0.0,False
3104,0.0,0.0,False
3105,3.929872e-09,0.0,False
3106,2.550709e-06,-3.5400302e-05,False
3107,-4.779579e-07,-1.0228898e-06,False
3108,2.022312e-06,-1.578873e-05,False
3109,7.192941e-07,1.8637933e-05,False
3110,-0.00018196653,0.00036600162,False
3111,0.0,0.0,False
3112,6.936618e-06,2.6807393e-05,False
3113,-2.430527e-06,7.667406e-05,False
3114,0.0,0.0,False
3115,0.0,0.0,False
3116,0.0,0.0,False
3117,0.0,0.0,False
3118,6.405876e-08,3.1169652e-06,False
3119,0.0,0.0,False
3120,0.0,0.0,False
3121,0.0,0.0,False
3122,0.0,0.0,False
3123,0.0,0.0,False
3124,0.0,-7.0318293e-07,False
3125,0.0,0.0,False
3126,1.026317e-06,3.4717923e-06,False
3127,0.0,0.0,False
3128,0.0,0.0,False
3129,-2.3077214e-07,-7.813304e-08,False
3130,0.0,0.0,False
3131,0.0,0.0,False
3132,0.0,0.0,False
3133,0.0,0.0,False
3134,0.0,0.0,False
3135,1.4470788e-09,-2.479435e-07,False
3136,-6.463289e-07,-3.4102914e-06,False
3137,0.0,0.0,False
3138,4.3151863e-06,-7.482285e-05,False
3139,0.0,0.0,False
3140,8.811366e-06,-3.4909317e-06,False
3141,0.0,0.0,False
3142,0.0,0.0,False
3143,0.0,0.0,False
3144,0.0,1.882551e-07,False
3145,-4.183974e-09,6.150539e-08,False
3146,0.0,0.0,False
3147,3.7572346e-07,-1.6695815e-06,False
3148,0.0,0.0,False
3149,0.0,0.0,False
3150,0.0,0.0,False
3151,0.0,0.0,False
3152,1.8246937e-09,-4.3741074e-06,False
3153,0.0,0.0,False
3154,0.0,0.0,False
3155,-2.0496498e-07,-1.5133824e-06,False
3156,0.0,0.0,False
3157,0.00017378785,-0.0016017444,False
3158,0.0,0.0,False
3159,1.0402597e-05,-8.448819e-05,False
3160,0.0,0.0,False
3161,0.0,0.0,False
3162,-2.7697389e-09,0.0,False
3163,5.8846325e-08,-2.0765565e-06,False
3164,-1.4251025e-06,1.0269276e-05,False
3165,-3.6065262e-06,-8.563283e-05,False
3166,-4.391495e-08,-1.999225e-06,False
3167,6.1277115e-07,-4.3142663e-06,False
3168,-9.36918e-07,-7.428658e-06,False
3169,1.2518979e-07,1.2306913e-08,False
3170,-6.7107914e-07,-5.233401e-07,False
3171,0.0,0.0,False
3172,0.0,0.0,False
3173,2.3151637e-05,0.0010008402,False
3174,0.0,0.0,False
3175,1.7840992e-07,-5.0357817e-06,False
3176,-2.4580077e-06,4.9071386e-06,False
3177,0.0,0.0,False
3178,0.0,0.0,False
3179,5.7427627e-05,0.0014551487,False
3180,1.552354e-05,1.7484825e-05,False
3181,0.0,0.0,False
3182,0.0,0.0,False
3183,3.3794327e-05,0.0014478248,False
3184,0.0,0.0,False
3185,2.0526692e-05,-1.9646759e-05,False
3186,0.0,0.0,False
3187,0.0,0.0,False
3188,1.2751694e-07,6.2344157e-07,False
3189,8.044741e-06,-0.00010901447,False
3190,0.0,7.643098e-08,False
3191,0.0,0.0,False
3192,5.045344e-06,-2.7720118e-05,False
3193,0.0,0.0,False
3194,0.0,0.0,False
3195,1.1577843e-05,-1.4489313e-05,False
3196,0.0,0.0,False
3197,3.1263237e-08,1.12751195e-08,False
3198,-4.953376e-05,4.2382628e-05,False
3199,0.0,0.0,False
3200,8.944993e-07,6.6828725e-06,False
3201,-2.6282428e-06,1.578613e-05,False
3202,0.0,0.0,False
3203,0.0,0.0,False
3204,0.0,0.0,False
3205,0.0,0.0,False
3206,0.0,0.0,False
3207,2.2914264e-08,0.0,False
3208,0.0,0.0,False
3209,-4.5051356e-06,3.5136152e-05,False
3210,0.0,0.0,False
3211,-2.8368781e-06,2.1095697e-05,False
3212,0.0,0.0,False
3213,0.0,0.0,False
3214,0.0,0.0,False
3215,-3.5203527e-08,1.6944989e-07,False
3216,0.0,0.0,False
3217,2.6890168e-05,0.0031115003,False
3218,6.340463e-06,-1.1615353e-05,False
3219,-2.5709487e-06,-1.0504724e-05,False
3220,0.0,0.0,False
3221,-2.4731339e-08,-3.1050942e-07,False
3222,0.0,0.0,False
3223,8.056785e-07,-1.0263693e-05,False
3224,0.0,0.0,False
3225,4.086578e-09,-2.6381118e-08,False
3226,0.0,0.0,False
3227,0.0,0.0,False
3228,-1.2333629e-06,-2.2647064e-06,False
3229,-9.749168e-06,-1.6485646e-06,False
3230,0.0,0.0,False
3231,0.0,0.0,False
3232,9.76493e-08,-5.4991176e-07,False
3233,0.0,0.0,False
3234,0.0,0.0,False
3235,0.0,0.0,False
3236,0.0,0.0,False
3237,3.4251361e-06,-1.0738142e-05,False
3238,0.0,0.0,False
3239,0.0,0.0,False
3240,1.5790138e-06,-9.648906e-06,False
3241,0.0,0.0,False
3242,0.0,0.0,False
3243,0.0,0.0,False
3244,-1.9799454e-05,0.00017822231,False
3245,0.0,0.0,False
3246,-1.559822e-05,7.9383026e-05,False
3247,0.0,0.0,False
3248,0.0,0.0,False
3249,-3.432438e-07,-2.5914983e-06,False
3250,-8.512264e-06,2.93325e-05,False
3251,-1.1571874e-06,1.0035344e-06,False
3252,0.0,0.0,False
3253,0.0,0.0,False
3254,0.0,0.0,False
3255,-1.3332527e-05,7.915752e-06,False
3256,0.0,0.0,False
3257,0.0,0.0,False
3258,1.1890219e-05,-1.7532555e-05,False
3259,2.7459286e-05,5.854285e-05,False
3260,0.0,0.0,False
3261,-3.0819126e-07,-9.152145e-07,False
3262,8.566443e-08,2.7027982e-06,False
3263,9.924851e-07,3.9635624e-06,False
3264,-1.8778921e-07,-4.249278e-07,False
3265,0.0,0.0,False
3266,0.0,0.0,False
3267,0.0,0.0,False
3268,0.0,0.0,False
3269,1.8205483e-05,-0.00015793182,False
3270,5.7874204e-06,-3.7269576e-05,False
3271,0.0,0.0,False
3272,0.0,0.0,False
3273,0.0,0.0,False
3274,0.0,0.0,False
3275,0.0,0.0,False
3276,-4.698122e-06,-0.0007913483,False
3277,0.0,0.0,False
3278,-2.365363e-06,-1.3094868e-06,False
3279,7.205049e-07,-5.1882307e-05,False
3280,1.0409765e-05,-3.41844e-05,False
3281,0.0,0.0,False
3282,0.0,0.0,False
3283,0.0,0.0,False
3284,0.0,0.0,False
3285,-0.00010167301,0.0044617215,False
3286,4.8544357e-06,-2.389263e-05,False
3287,-2.072669e-06,2.4256347e-05,False
3288,-1.2957863e-09,0.0,False
3289,4.0053772e-05,0.00049425755,False
3290,0.0,0.0,False
3291,-2.945625e-06,1.1397438e-05,False
3292,0.0,0.0,False
3293,9.0805577e-07,5.0268773e-06,False
3294,0.0,0.0,False
3295,1.8722253e-07,2.0875677e-07,False
3296,-2.355324e-08,1.0920349e-07,False
3297,6.9190537e-06,3.392191e-05,False
3298,0.0,0.0,False
3299,0.0,0.0,False
3300,0.0,0.0,False
3301,0.0,0.0,False
3302,4.8315064e-06,-1.4932266e-06,False
3303,0.0,0.0,False
3304,0.0,0.0,False
3305,-1.0031727e-07,-1.3312106e-06,False
3306,0.0,0.0,False
3307,0.0,1.3476331e-08,False
3308,0.0,0.0,False
3309,0.0,-1.15123186e-07,False
3310,7.103148e-06,-6.1650935e-05,False
3311,0.0,0.0,False
3312,0.0,0.0,False
3313,0.0,0.0,False
3314,0.0,0.0,False
3315,0.0,0.0,False
3316,2.0490177e-08,-2.5938192e-08,False
3317,0.0,0.0,False
3318,0.0,0.0,False
3319,0.0,0.0,False
3320,-1.4635588e-06,-3.6819355e-08,False
3321,7.17162e-07,5.546197e-06,False
3322,0.0,0.0,False
3323,1.1084432e-05,0.0005574586,False
3324,7.1068104e-07,-1.3803401e-08,False
3325,0.0,0.0,False
3326,-9.2478996e-07,-7.4536365e-07,False
3327,-9.906385e-06,-0.00015938515,False
3328,0.0,0.0,False
3329,0.0,0.0,False
3330,0.0,0.0,False
3331,7.028456e-08,-1.4507626e-07,False
3332,0.0,0.0,False
3333,0.0,0.0,False
3334,0.0,0.0,False
3335,0.0,0.0,False
3336,0.0,0.0,False
3337,-1.0726501e-06,1.0154563e-06,False
3338,1.2246887e-06,1.0976328e-07,False
3339,2.079525e-06,-3.8040635e-05,False
3340,0.000817601,-0.0022994615,False
3341,0.0,0.0,False
3342,3.5680083e-07,-1.9172098e-06,False
3343,0.0,0.0,False
3344,3.9727715e-07,7.877823e-06,False
3345,0.0,0.0,False
3346,0.0,0.0,False
3347,0.0,0.0,False
3348,0.0,0.0,False
3349,0.0,-1.1420693e-07,False
3350,-8.6978247e-07,-7.0390506e-06,False
3351,7.771721e-07,6.7484148e-06,False
3352,7.6409414e-08,0.0,False
3353,0.0,0.0,False
3354,2.4984296e-08,7.354356e-07,False
3355,-5.768751e-06,0.0006586119,False
3356,0.0,0.0,False
3357,0.0,0.0,False
3358,7.101764e-06,-2.7719027e-05,False
3359,4.082284e-07,1.7821656e-06,False
3360,0.0,0.0,False
3361,2.2209288e-06,-8.792926e-06,False
3362,0.0,0.0,False
3363,0.0,0.0,False
3364,0.0,0.0,False
3365,0.0,0.0,False
3366,0.0,0.0,False
3367,0.0,0.0,False
3368,1.4095846e-06,3.4664317e-06,False
3369,2.5412905e-06,1.434717e-05,False
3370,0.0,0.0,False
3371,-1.2341814e-06,-4.4603676e-06,False
3372,1.9193975e-09,-1.3153993e-07,False
3373,3.8537507e-08,0.0,False
3374,0.0,0.0,False
3375,0.0,0.0,False
3376,0.0,0.0,False
3377,1.833381e-08,-4.9095377e-08,False
3378,-5.5701807e-06,-4.0424347e-06,False
3379,-1.3200457e-07,-1.6900326e-06,False
3380,0.0,0.0,False
3381,-1.927524e-06,7.6087254e-06,False
3382,3.6572892e-08,-5.7869027e-08,False
3383,3.9161097e-09,9.3620076e-07,False
3384,0.0,0.0,False
3385,0.0,0.0,False
3386,-4.8314274e-07,-8.464143e-06,False
3387,4.3617984e-08,-4.6450296e-08,False
3388,0.0,0.0,False
3389,0.0,0.0,False
3390,-9.693316e-09,-2.2174754e-07,False
3391,0.0,0.0,False
3392,-5.5931075e-08,-1.8253887e-06,False
3393,0.0,0.0,False
3394,-5.111053e-08,1.8541861e-07,False
3395,0.00029417314,0.0014564991,False
3396,3.7172042e-06,-0.0002486764,False
3397,-1.2114276e-07,1.1713564e-05,False
3398,-3.6154232e-10,0.0,False
3399,-2.7513663e-06,1.3835452e-05,False
3400,7.694767e-07,8.617542e-07,False
3401,0.0,0.0,False
3402,0.0,0.0,False
3403,0.0,0.0,False
3404,3.765145e-06,-8.512303e-06,False
3405,3.815677e-06,-1.722973e-05,False
3406,0.0,0.0,False
3407,0.0,0.0,False
3408,0.0,0.0,False
3409,1.9992482e-08,1.7860589e-07,False
3410,0.0,0.0,False
3411,0.0,-1.732646e-07,False
3412,0.0,0.0,False
3413,-2.464102e-07,0.00016322138,False
3414,0.0,0.0,False
3415,0.0,0.0,False
3416,-3.915842e-06,-2.408649e-05,False
3417,0.0,0.0,False
3418,-1.16335656e-07,-3.5189987e-07,False
3419,0.0,0.0,False
3420,0.0,0.0,False
3421,0.0,0.0,False
3422,0.0,0.0,False
3423,3.1660544e-05,0.001851519,False
3424,5.4298416e-06,1.7056926e-05,False
3425,9.713928e-08,-2.854682e-07,False
3426,-4.7173817e-06,4.65092e-05,False
3427,0.0,0.0,False
3428,0.0,0.0,False
3429,0.0,0.0,False
3430,1.8995712e-06,-2.2382928e-05,False
3431,5.7879763e-08,-2.3009187e-07,False
3432,-5.2308224e-06,0.0003695588,False
3433,0.0,0.0,False
3434,-2.1314345e-07,2.0690131e-06,False
3435,0.0,0.0,False
3436,-5.423456e-07,-1.0254025e-06,False
3437,0.0,0.0,False
3438,8.970641e-07,1.5473906e-06,False
3439,0.0,0.0,False
3440,0.0,0.0,False
3441,-6.3378475e-06,-5.3344265e-05,False
3442,0.0,0.0,False
3443,0.0,0.0,False
3444,0.0,0.0,False
3445,0.0,0.0,False
3446,2.146673e-06,-4.999725e-06,False
3447,0.0,0.0,False
3448,0.0,0.0,False
3449,2.2863482e-05,-0.0004391661,False
3450,-2.8964889e-05,7.943032e-05,False
3451,-1.6743981e-05,4.4121232e-05,False
3452,-4.5853667e-06,0.00040331576,False
3453,0.0,0.0,False
3454,0.0,0.0,False
3455,2.3864295e-06,-5.364875e-05,False
3456,9.8736145e-06,-7.737207e-05,False
3457,-1.3887804e-06,1.7292064e-07,False
3458,0.0,0.0,False
3459,0.000108432876,0.00083821476,False
3460,0.0,0.0,False
3461,0.0,0.0,False
3462,0.0,0.0,False
3463,-6.45992e-07,-7.638355e-07,False
3464,0.0,0.0,False
3465,0.0,0.0,False
3466,0.0,0.0,False
3467,2.137352e-07,-9.7094016e-08,False
3468,0.0,0.0,False
3469,-2.7426613e-06,-1.2537113e-05,False
3470,0.0,0.0,False
3471,0.0,0.0,False
3472,-1.4771434e-06,4.1657736e-06,False
3473,6.7771344e-07,6.599391e-05,False
3474,0.0,0.0,False
3475,1.4555565e-07,-1.0682521e-06,False
3476,0.0,0.0,False
3477,0.0,0.0,False
3478,0.0,0.0,False
3479,-9.817604e-05,1.4531543e-05,False
3480,0.0,0.0,False
3481,0.0,0.0,False
3482,0.0,0.0,False
3483,0.0,0.0,False
3484,0.0,0.0,False
3485,0.0,0.0,False
3486,0.0,0.0,False
3487,-7.1728664e-07,2.5805311e-06,False
3488,5.950993e-07,6.5415816e-07,False
3489,0.0,0.0,False
3490,0.0,0.0,False
3491,-2.0041787e-07,-3.2792784e-06,False
3492,0.0,0.0,False
3493,0.0,0.0,False
3494,-1.8782588e-07,-2.690318e-06,False
3495,-4.4644976e-06,0.00014745502,False
3496,0.0,0.0,False
3497,-4.814054e-06,-1.6839476e-05,False
3498,1.4045898e-07,1.5061519e-06,False
3499,0.0,0.0,False
3500,0.0,0.0,False
3501,0.0,0.0,False
3502,-3.9112024e-08,4.0518626e-07,False
3503,0.0,0.0,False
3504,0.0,0.0,False
3505,0.0,0.0,False
3506,0.0,0.0,False
3507,-1.8726278e-06,3.289849e-05,False
3508,1.9776959e-08,-7.278487e-08,False
3509,-3.2878143e-06,-4.346679e-05,False
3510,5.553041e-07,1.4018191e-05,False
3511,0.0,0.0,False
3512,5.4502692e-05,-5.322392e-06,False
3513,-9.231109e-05,-0.00034728646,False
3514,3.1355776e-05,-0.00024770587,False
3515,0.0,0.0,False
3516,-4.289815e-08,-4.1779344e-07,False
3517,3.9113393e-06,5.3249387e-05,False
3518,2.2676672e-05,0.00015307125,False
3519,0.0,0.0,False
3520,0.0,0.0,False
3521,0.0,0.0,False
3522,-6.159845e-08,-1.0233302e-06,False
3523,0.0,0.0,False
3524,0.0,0.0,False
3525,9.403913e-09,-5.2557743e-07,False
3526,-1.2555418e-08,-3.825204e-08,False
3527,1.7406601e-06,2.6975363e-07,False
3528,-2.933997e-09,-6.107303e-08,False
3529,0.0,0.0,False
3530,3.354892e-05,4.708185e-05,False
3531,0.0,0.0,False
3532,-9.693967e-09,6.5037945e-08,False
3533,3.201098e-07,-2.3344e-08,False
3534,-1.16233764e-07,4.835079e-05,False
3535,1.3707295e-05,-1.1549797e-05,False
3536,0.0,0.0,False
3537,3.062075e-06,3.0619878e-05,False
3538,0.0,0.0,False
3539,0.0,0.0,False
3540,0.0,0.0,False
3541,-2.1448695e-06,4.0149666e-06,False
3542,0.0,0.0,False
3543,-3.4957911e-06,3.6729383e-05,False
3544,1.3906187e-05,-9.134179e-06,False
3545,-6.085127e-07,-4.679534e-06,False
3546,0.0,0.0,False
3547,5.4962463e-08,-7.6041886e-07,False
3548,0.0,0.0,False
3549,-1.2752794e-06,1.4857504e-05,False
3550,-1.3067647e-07,1.01932336e-07,False
3551,0.0,0.0,False
3552,2.0153354e-07,2.0410857e-07,False
3553,1.1867997e-10,0.0,False
3554,0.0,0.0,False
3555,0.0,0.0,False
3556,0.0,0.0,False
3557,0.0,0.0,False
3558,0.0,0.0,False
3559,0.0,0.0,False
3560,0.0,0.0,False
3561,-4.5861526e-08,3.4967053e-07,False
3562,7.977172e-08,-9.9463705e-08,False
3563,0.0,0.0,False
3564,-1.8748151e-06,3.0040937e-06,False
3565,0.0,0.0,False
3566,0.0,0.0,False
3567,1.886423e-09,-1.4438314e-08,False
3568,0.0,0.0,False
3569,4.3118604e-07,6.744768e-06,False
3570,0.0,0.0,False
3571,-7.148292e-06,-1.7652274e-06,False
3572,-4.3923324e-06,9.983221e-06,False
3573,0.0,0.0,False
3574,1.2960123e-06,-1.961632e-05,False
3575,2.2431926e-05,9.322204e-06,False
3576,1.8908267e-08,0.0,False
3577,0.0,0.0,False
3578,5.0348245e-08,1.8862578e-07,False
3579,0.0,0.0,False
3580,-1.911137e-06,8.757546e-06,False
3581,0.0,0.0,False
3582,0.0,0.0,False
3583,4.350846e-07,2.3719895e-07,False
3584,0.0,0.0,False
3585,0.0,0.0,False
3586,0.0,0.0,False
3587,0.0,0.0,False
3588,0.0,0.0,False
3589,0.0,0.0,False
3590,0.0,0.0,False
3591,-2.1897422e-06,-1.7445782e-05,False
3592,8.598688e-08,-2.1099811e-07,False
3593,0.0,0.0,False
3594,0.0,0.0,False
3595,-1.9084325e-06,5.5283563e-06,False
3596,-5.3648027e-06,9.342772e-05,False
3597,9.1785e-07,-7.843846e-08,False
3598,0.0,0.0,False
3599,-2.3593939e-06,-2.7459751e-05,False
3600,0.0,0.0,False
3601,0.0,0.0,False
3602,-4.011716e-09,0.0,False
