feature,stat_mannwhitney_u,effect_mean_diff,p_value,p_adj_bh,direction
f5814,61330.0,0.0026932552233338352,2.7654699682347013e-06,0.002974513756457385,up
f6730,61287.5,1.94651283291023e-05,2.99557354623699e-06,0.002974513756457385,up
f8547,61312.0,2.942470738889824e-05,2.7966871703159247e-06,0.002974513756457385,up
f12146,61350.0,2.7407589985159574e-05,2.60891189847465e-06,0.002974513756457385,up
f16976,56931.0,3.5107449111819733e-06,2.969054715241781e-06,0.002974513756457385,up
f20548,61307.0,0.00031421777680589,2.8968964477842916e-06,0.002974513756457385,up
f28213,57665.0,4.372584488010034e-06,2.5456570455904133e-06,0.002974513756457385,up
f2291,61186.0,3.769538821234164e-05,3.6881935488914217e-06,0.0033654661161920505,up
f10029,60949.0,7.0833007957844525e-06,3.697411504605524e-06,0.0033654661161920505,up
f25604,56721.0,1.3868249843653757e-06,3.6684755396593372e-06,0.0033654661161920505,up
f16419,57266.5,3.838360513327643e-06,4.026514588952948e-06,0.003565968379751627,up
f13830,58279.0,5.215480283368379e-06,4.151493401477841e-06,0.0035798983099901553,up
f6745,58141.0,3.2889840367715804e-06,4.425531731167751e-06,0.003718354455561663,up
f31908,58863.5,5.229869046161184e-06,4.560896697351613e-06,0.003736286574470441,up
f5270,57187.5,5.991855226966437e-06,5.118128689177495e-06,0.004090508314316297,up
f11501,58314.0,3.117267158813775e-06,5.549458887982179e-06,0.004228945787009304,up
f26774,60917.5,1.3378312802160508e-05,5.490980451714056e-06,0.004228945787009304,up
f25630,57708.0,5.415097795776091e-06,5.978929370127073e-06,0.004425626954007849,up
f29600,60934.0,0.0005381897379847942,6.077673734446814e-06,0.004425626954007849,up
f8746,60585.0,3.4505435576647866e-05,6.925121759844665e-06,0.004778385869475659,up
f9627,60859.5,2.6227937827570713e-05,6.976427540265496e-06,0.004778385869475659,up
f26170,57494.0,5.604275473160669e-06,7.145413440072854e-06,0.004778385869475659,up
f29745,60542.0,8.720126854314004e-06,7.046522574344537e-06,0.004778385869475659,up
f26189,60797.0,0.0004480991693171745,7.932927418520985e-06,0.005198923313001913,up
f17950,60756.0,2.1842473026481458e-05,8.25557838395377e-06,0.005304290048733277,up
f14666,60618.0,9.90960971921595e-06,8.882986375455964e-06,0.00559764802982579,up
f14920,57427.0,4.152229201281443e-06,9.152945072045747e-06,0.005658937813599906,up
f12124,59012.0,7.91534862946719e-06,9.739110111682784e-06,0.005909836298881878,up
f14078,60592.5,5.59955254830129e-05,1.1720357219319178e-05,0.006982775733866378,up
f692,60415.0,1.0397393645689591e-05,1.3491500641946836e-05,0.007894455232773464,up
f32548,57837.0,2.00295907779946e-06,1.3735150535609124e-05,0.007896024785102452,up
f6348,60484.5,0.0001764131166237348,1.4398520667474572e-05,0.008134667676410462,up
f3093,57597.0,6.178666437335778e-06,1.5238726066313796e-05,0.008463433487135092,up
f780,59859.0,5.102438180074387e-06,1.5749552259507376e-05,0.008601355473992295,up
f18827,60358.0,1.2386984562908765e-05,1.6610793765768272e-05,0.00892299164125729,up
f8973,58063.0,7.881010958953993e-06,1.7714859265652927e-05,0.009362588845434115,up
f16406,59856.0,7.060143677335872e-06,1.823438983211725e-05,0.009483800314229442,up
f32216,60344.0,2.778274927914026e-05,1.8523047488729378e-05,0.009483800314229442,up
f3297,57930.0,6.919054041645722e-06,1.9461570224708478e-05,0.009618435664867662,up
f6531,59951.0,5.1419143683233416e-06,1.999313502280381e-05,0.009618435664867662,up
f23113,57677.0,2.0576045390043873e-06,2.0508877377043635e-05,0.009618435664867662,up
f24576,57156.0,3.3254050831601492e-06,2.0250194518789406e-05,0.009618435664867662,up
f26626,60281.5,2.362500118033495e-05,2.0547195329001964e-05,0.009618435664867662,up
f28110,55114.0,1.0096696769323899e-06,2.026923168676485e-05,0.009618435664867662,up
f25100,57584.5,4.669689853471936e-06,2.171270157306646e-05,0.009881691738142247,up
f30042,60264.5,1.6265350825051428e-05,2.1592361472348828e-05,0.009881691738142247,up
f11280,39761.0,-0.0006833893726579845,2.2741828995219325e-05,0.010079230925465286,down
f17664,60087.0,1.6429208779300097e-05,2.2761935073377416e-05,0.010079230925465286,up
f26515,57167.5,1.3420821051113306e-07,2.4296175796911234e-05,0.01061516118017583,up
f3717,57685.0,5.113350052852184e-06,2.679161662371886e-05,0.011504105280799629,up
f6549,60097.0,0.0003733863404704607,2.949050425986233e-05,0.011504105280799629,up
f14764,60086.0,1.5152821059018605e-05,2.9267156489560086e-05,0.011504105280799629,up
f16290,60114.0,7.304633967032714e-05,2.8591988187326643e-05,0.011504105280799629,up
f26330,57926.0,1.3073258596705272e-06,2.9205076268920015e-05,0.011504105280799629,up
f26898,60101.0,0.0004091922371881083,2.9276747789071464e-05,0.011504105280799629,up
f27274,60104.0,2.0649985268391903e-05,2.904639274942469e-05,0.011504105280799629,up
f28341,60063.0,1.0776414035717608e-05,2.8380974389252172e-05,0.011504105280799629,up
f29711,59969.0,8.841128117182962e-06,2.9306518149312678e-05,0.011504105280799629,up
f6196,59845.0,9.299774144892581e-06,3.0088164301557938e-05,0.011572844101853047,up
f8414,56642.0,4.611949778336566e-06,3.037306496458014e-05,0.011572844101853047,up
f15134,60072.0,2.5305189897153465e-05,3.07383554680792e-05,0.011577407264115165,up
f20170,60058.0,2.9340207282075422e-05,3.1643684885006606e-05,0.011782957571726095,up
f26830,57733.0,3.1225565981003453e-06,3.348915490222607e-05,0.012330029526248806,up
f8567,58779.0,2.5218950158887313e-06,3.47908239720975e-05,0.012666952443529899,up
f16429,57370.0,3.2907777203945445e-06,3.533790262069832e-05,0.012724751572253215,up
f16013,57259.0,4.498146236073808e-06,3.745349531347778e-05,0.013339957982956957,up
f16787,59877.0,1.3420953393506351e-05,3.8017685392879745e-05,0.01339530661240735,up
f29394,56818.0,4.510219539952231e-06,3.9833303126934106e-05,0.013885719966631668,up
f22712,56692.0,4.432046083820751e-06,4.233278596911372e-05,0.014438907511872047,up
f27549,59891.0,0.0001834064318827586,4.2742127339220845e-05,0.014438907511872047,up
f27838,59887.0,1.5216556098494037e-05,4.201643166058067e-05,0.014438907511872047,up
f3925,59820.5,2.8584522237906636e-05,4.4741557269293405e-05,0.014831684013881293,up
f18962,59554.0,6.938976042874856e-06,4.481008048627466e-05,0.014831684013881293,up
f17356,59853.0,6.20593716048461e-05,4.572179303553265e-05,0.014982117141883338,up
f20833,59733.0,2.8613877209863855e-05,4.708667977941159e-05,0.015276597257542168,up
f3269,59775.0,1.8205487072918913e-05,4.844676128936521e-05,0.015377917435202068,up
f9178,59791.0,2.578130034271453e-05,4.965880060268496e-05,0.015377917435202068,up
f10609,59806.0,0.00014642906054541526,4.966493972920772e-05,0.015377917435202068,up
f18370,59803.0,4.8437333502079127e-05,4.974546045322935e-05,0.015377917435202068,up
f19888,59790.0,3.779332292106119e-05,4.889525511633801e-05,0.015377917435202068,up
f23785,59791.0,0.0001451150208922627,5.1049393027224805e-05,0.015633518791739274,up
f27159,57168.0,3.3337879212922415e-06,5.307325807956958e-05,0.016102819636586444,up
f7528,59733.0,0.0002127298589384736,5.654990697214585e-05,0.017000250932690596,up
f3035,56581.5,3.114744426056859e-06,5.96286813338685e-05,0.01776284209043821,up
f968,56294.0,5.137536438269308e-06,6.149491924263192e-05,0.018153743367050112,up
f31082,59667.0,3.942333175473323e-05,6.334606598925441e-05,0.01853324902085615,up
f19991,57033.5,1.5436056737598845e-06,6.48107650122573e-05,0.01879397476036856,up
f2854,59629.0,2.5056229871552205e-05,6.619804337044702e-05,0.018898061819132277,up
f29590,56792.0,5.893965604627738e-06,6.632315396729162e-05,0.018898061819132277,up
f20681,59600.0,6.847026361356256e-06,6.778433795966076e-05,0.0191479067781221,up
f6101,59596.0,0.00037313575902953744,7.184859838773415e-05,0.020122520273241646,up
f22698,59563.0,1.765597936537233e-05,7.255797898858264e-05,0.020148981826253187,up
f11069,59522.0,1.5585514291160508e-05,7.409126744310449e-05,0.020231855429797066,up
f32701,59399.0,4.990449720935431e-06,7.39205465827926e-05,0.020231855429797066,up
f26313,59541.0,1.7389100004947976e-05,7.555639630314108e-05,0.020461421438523364,up
f8949,59525.0,2.2630995096733386e-05,7.839919957843171e-05,0.02068471720768336,up
f25470,58600.5,5.177703365006891e-06,7.747099012629516e-05,0.02068471720768336,up
f26621,59388.5,9.907377625495429e-06,7.89059341723761e-05,0.02068471720768336,up
f28820,59547.0,5.4544825148695965e-05,7.78667581896824e-05,0.02068471720768336,up
f4526,56241.0,2.8720643640554043e-06,7.957699604074095e-05,0.020695071478277774,up
f5745,59500.5,1.2174180024885572e-05,8.355523071335213e-05,0.021061060000116327,up
f10519,59514.0,4.6502379540470426e-05,8.243260907452146e-05,0.021061060000116327,up
f15063,59464.0,7.068961502227466e-06,8.239844941810221e-05,0.021061060000116327,up
f15388,55197.0,1.8368918445048621e-06,8.293538019069981e-05,0.021061060000116327,up
f768,59150.0,0.0001396492104213394,8.739661997105556e-05,0.021383033909480494,up
f11875,56263.0,3.5757228579313963e-06,8.874794347196494e-05,0.021383033909480494,up
f14344,56992.0,3.932057494239416e-06,8.713606609932535e-05,0.021383033909480494,up
f16238,59417.0,1.718966703992919e-05,8.857153984056097e-05,0.021383033909480494,up
f21180,59477.0,0.0001316431459163141,8.823228308449968e-05,0.021383033909480494,up
f29551,55848.0,3.0808369410806336e-06,8.619800303218354e-05,0.021383033909480494,up
f27013,59456.0,1.542513112508459e-05,9.130438359966973e-05,0.02183840906418962,up
f2696,59451.0,0.00015904953459539684,9.226138620391645e-05,0.021907399298043,up
f9058,59345.0,8.405592352573877e-06,9.500236950407385e-05,0.022149603810548316,up
f10386,59432.0,7.825398583008792e-05,9.530926932639504e-05,0.022149603810548316,up
f19537,59365.0,2.870889446057845e-05,9.458340647701569e-05,0.022149603810548316,up
f20821,58998.5,-1.0562332045083169e-06,9.638738518681568e-05,0.022242407308461803,down
f31202,55608.0,2.208252175478265e-06,9.727954436188424e-05,0.022291301466085475,up
f31302,59259.0,1.2509579664765625e-05,9.926517789993269e-05,0.02258834270434024,up
f23694,58636.0,7.553950425062794e-06,0.00010160192217996609,0.022960633006849165,up
f9900,57972.0,1.5507751049881335e-06,0.00010350101211262232,0.023229597019906904,up
f2965,56670.0,3.681917954963865e-06,0.00010636849029981466,0.023259022576338717,up
f4873,59375.0,0.00036444638227112593,0.00010504108340360162,0.023259022576338717,up
f8161,40628.0,-0.0002689005529973656,0.000105578244639823,0.023259022576338717,down
f24959,59312.0,6.434028872808995e-05,0.00010647135578768334,0.023259022576338717,up
f1325,59344.0,1.4708687454003666e-05,0.00011029366147365438,0.023531672063341082,up
f15011,58656.0,5.071496299024148e-06,0.00010960706182906853,0.023531672063341082,up
f23301,59348.0,0.00024343254607083506,0.00010996127361160778,0.023531672063341082,up
f24095,56258.0,3.7761058229079934e-06,0.00011093705311410832,0.023531672063341082,up
f24375,56507.0,6.01690817711642e-06,0.00011131009429375818,0.023531672063341082,up
f11833,59337.0,0.00011507181165507064,0.000112039701264325,0.023534082891214114,up
f20844,59324.0,5.089800564019243e-05,0.00011338156949948295,0.023664250123306096,up
f28612,59326.0,2.6849228592254805e-05,0.00011412833868672651,0.023669350646118064,up
f10251,59214.0,7.785047626384767e-06,0.00011686235996676517,0.024018652982885177,up
f11459,57435.0,7.125805563191534e-06,0.00011727857901799403,0.024018652982885177,up
f7341,56652.0,2.9369456424319647e-06,0.00012056898475860245,0.024090271296157834,up
f17323,59298.0,0.0033371295742690562,0.00011967838925589945,0.024090271296157834,up
f29235,58672.5,8.772844576014904e-06,0.00012042725404291654,0.024090271296157834,up
f29445,59231.0,1.1407657901145284e-05,0.00011898022591361198,0.024090271296157834,up
f4982,40736.0,-0.0003908738444442861,0.00012673587108106356,0.024719529902287447,down
f19531,59265.0,6.103034531042795e-05,0.000126045308015,0.024719529902287447,up
f25296,59233.0,1.5833883750019595e-05,0.0001255986467079042,0.024719529902287447,up
f32488,59107.0,9.208041738020258e-07,0.00012577274138149243,0.024719529902287447,up
f6272,56503.0,2.9275863926159216e-06,0.00012821556957589623,0.024795961727914987,up
f9223,58498.0,2.6720120267782477e-06,0.0001294877481154717,0.024795961727914987,up
f11275,58080.0,2.8925109167175833e-05,0.00013015458426517877,0.024795961727914987,up
f21101,58944.0,5.071377414424205e-06,0.00012867150995628522,0.024795961727914987,up
f26978,56798.5,2.567039970017504e-06,0.00013117447736068423,0.02484581083326532,up
f9463,59227.0,0.00028626427717972546,0.00013486095055076038,0.024966800156199526,up
f14466,56723.5,3.6033216274518053e-06,0.00013426493868463836,0.024966800156199526,up
f19684,59220.0,1.1386924228645512e-05,0.0001339981158099347,0.024966800156199526,up
f32551,55980.5,4.44863053780864e-06,0.0001329688829984469,0.024966800156199526,up
f31643,55796.5,1.2065220180375035e-06,0.00013617309693460462,0.025068090114343394,up
f25250,56437.5,1.1695882021740547e-06,0.00013759218883176492,0.025187825942118842,up
f21116,54567.0,1.8497625351301394e-06,0.00014123186467363634,0.025710476342365087,up
f1578,56787.0,2.0234407838870538e-06,0.00014471659510979795,0.02592010453648891,up
f14433,59131.5,7.332263130592765e-06,0.00014529436068585246,0.02592010453648891,up
f21514,56686.0,1.8747892827377656e-06,0.00014633848081208644,0.02592010453648891,up
f22013,59149.0,2.4357810121728108e-05,0.0001459329717455398,0.02592010453648891,up
f30235,58849.0,4.011247545349761e-06,0.00014377524269454936,0.02592010453648891,up
f10179,56824.0,4.122466296394123e-06,0.00014792402974446824,0.02592071982174725,up
f28901,59161.0,3.828839417474228e-05,0.0001478233698054196,0.02592071982174725,up
f13156,59116.0,4.986276160707348e-06,0.00015007910964288688,0.026158469493500622,up
f9670,59108.0,3.688562055685907e-05,0.00015088362948200923,0.02615954905220359,up
f8467,54163.0,1.7925458814715968e-07,0.00015190330300094267,0.02619772333018363,up
f28078,59152.0,0.0007501586900907568,0.00015285946655060423,0.02622460209387539,up
f16215,55746.5,2.32855350986938e-06,0.0001555064523600843,0.02653976786945439,up
f17047,58289.0,5.6459075931343245e-06,0.00016666219753170647,0.028296305122896152,up
f21851,58639.0,1.7903642528835915e-06,0.0001686305934129094,0.028482924149248533,up
f6536,59088.5,6.001192784242448e-05,0.00016963832363962102,0.02850619789242616,up
f10052,58788.0,1.2795327194908168e-05,0.00017220496514602256,0.028697446950526395,up
f13597,59079.0,7.212183910451132e-05,0.00017252798612224426,0.028697446950526395,up
f236,58953.0,3.5945053856266894e-05,0.00017728323576992507,0.029013048092555654,up
f7406,58948.0,1.3409067598331604e-05,0.00017973781624721673,0.029013048092555654,up
f16606,56257.0,3.4110098858946004e-06,0.00017808609252535236,0.029013048092555654,up
f30399,58865.0,9.242442687536823e-06,0.00017762698034617778,0.029013048092555654,up
f31749,59053.0,7.196105492766947e-05,0.00017968842505595788,0.029013048092555654,up
f32353,59046.0,1.4871927996864544e-05,0.00017848818001409088,0.029013048092555654,up
f2262,57457.0,8.320319522681529e-06,0.00018230731927149595,0.029055974241217176,up
f26784,57005.0,7.425864874676336e-06,0.000181763801614033,0.029055974241217176,up
f27421,58971.0,3.70275311252044e-05,0.00018266390056429255,0.029055974241217176,up
f4887,56013.0,2.2224853819352575e-06,0.00018536575529136637,0.029343309513949242,up
f25767,59009.0,2.022882948313054e-05,0.00019087686076082303,0.030070446987551198,up
f9299,58793.0,7.458363851583272e-06,0.0001938602869781784,0.03039432480239689,up
f4611,56889.5,2.2169152871356345e-06,0.00019487660733970744,0.03040817461575016,up
f52,55599.0,4.075035962159745e-06,0.00020397307029178228,0.03060778769148201,up
f1212,56570.0,3.971226804424078e-06,0.00020456254591169924,0.03060778769148201,up
f1600,58981.5,7.78371215928928e-05,0.00020249985712798399,0.03060778769148201,up
f3106,58150.0,2.550709190472844e-06,0.00020431460117475728,0.03060778769148201,up
f10604,56058.0,1.1142814328195527e-06,0.00020075187991707536,0.03060778769148201,up
f17890,56898.5,-2.859319902199786e-06,0.00020288684186104715,0.03060778769148201,down
f18264,56552.5,6.9790197921975054e-06,0.00019813911360274446,0.03060778769148201,up
f21994,57051.0,6.446911720559001e-06,0.00020069555460995762,0.03060778769148201,up
f26615,58974.0,8.765527219657088e-05,0.00020451947718737014,0.03060778769148201,up
f18612,54547.0,2.8159801513538697e-07,0.0002069367541706819,0.0308222889121132,up
f24408,58960.0,0.00013683234417112544,0.0002097798106377329,0.031104365769127746,up
f16066,58956.5,6.792183084326097e-05,0.00021098204826238673,0.031141710619197696,up
f14204,57787.0,4.380584439786617e-06,0.00021954459936498167,0.03197349969774098,up
f27679,58877.0,1.4052140682906612e-05,0.00021901941150245495,0.03197349969774098,up
f30448,58826.0,1.3092922134092078e-05,0.00021828655803507582,0.03197349969774098,up
f2823,58895.0,2.328832839157258e-05,0.00023218695663393047,0.033224027052317175,up
f4732,56823.0,5.968095865682699e-06,0.00023129379463539558,0.033224027052317175,up
f15554,58804.0,6.618446551328816e-06,0.00023103610911769714,0.033224027052317175,up
f18186,58824.0,1.6474098429171137e-05,0.00023083124177819463,0.033224027052317175,up
f24080,56599.5,2.4996736010507447e-06,0.00023504510511073912,0.03348677393160304,up
f5907,58849.0,3.2217096801105075e-05,0.0002388565835676653,0.033660002131086476,up
f17739,57524.0,4.804599744602456e-06,0.00023934266652048185,0.033660002131086476,up
f31044,58881.0,0.0007158523362013512,0.0002385464740610694,0.033660002131086476,up
f3180,58845.0,1.552354088926222e-05,0.0002449360841952768,0.034229700829467774,up
f3456,58804.0,9.873614781099604e-06,0.0002454827787757851,0.034229700829467774,up
f16150,58808.0,1.2251200482751303e-05,0.00024978857671123695,0.03468250882065175,up
f2308,58840.5,0.00011955755962844705,0.00025469104035586094,0.03477381670992021,up
f3518,58840.5,2.2676673557725733e-05,0.00025451773973691246,0.03477381670992021,up
f3535,58826.5,1.3707297508517512e-05,0.0002537675832344641,0.03477381670992021,up
f11240,58846.0,3.808366684097564e-05,0.0002524398765806951,0.03477381670992021,up
f5354,58287.0,3.7320967385312545e-06,0.00025798858935591906,0.03478917734985496,up
f12545,58833.5,7.737874270424072e-05,0.0002575832665512438,0.03478917734985496,up
f28878,56759.0,5.39867931365734e-06,0.00025718922354131773,0.03478917734985496,up
f6103,57879.0,5.775775742222322e-06,0.00026924399942333474,0.03492738212968317,up
f8172,58742.0,1.0677650054276456e-05,0.00026755845017230296,0.03492738212968317,up
f9602,56482.0,2.4039992968027947e-06,0.00026615240640774,0.03492738212968317,up
f12584,58825.5,6.828166275590775e-05,0.00026092104765081326,0.03492738212968317,up
f16934,58810.5,9.694927293458022e-05,0.00026718357568025444,0.03492738212968317,up
f19980,58207.0,3.585874175769277e-06,0.00027142682475590855,0.03492738212968317,up
f21465,55511.0,3.218558671505889e-06,0.0002712932116118158,0.03492738212968317,up
f22657,58137.0,1.5721455147286177e-05,0.0002685700716664169,0.03492738212968317,up
f22869,55963.0,3.5101162211503834e-06,0.00026397376303580146,0.03492738212968317,up
f23240,58800.0,6.338533237430965e-05,0.0002718042737753054,0.03492738212968317,up
f28542,55898.0,4.037830018205568e-06,0.0002695227400126304,0.03492738212968317,up
f29294,57123.0,5.084829550469294e-06,0.00026494134310618315,0.03492738212968317,up
f912,58314.0,-1.0133459669305013e-05,0.0002775816728476236,0.035142277576872195,down
f13985,58790.0,0.00014182826374599242,0.00027621283102669675,0.035142277576872195,up
f19565,58765.0,2.8605070008779876e-05,0.0002777664151736419,0.035142277576872195,up
f31380,58033.0,5.747254159359727e-06,0.0002756803335827412,0.035142277576872195,up
f475,58693.0,1.4491802156044287e-05,0.0002808040861621573,0.03538995498215988,up
f12382,58426.0,3.4232256621180567e-06,0.00028643003537782454,0.035960687353488716,up
f4068,58763.0,0.000541514940559864,0.00028847990712155936,0.03607980762045518,up
f3695,56531.0,2.0419026477611623e-06,0.0002999538309753813,0.03673477007819296,up
f6425,58718.0,1.6036601298765164e-05,0.00029953151521857295,0.03673477007819296,up
f11734,58738.0,2.809848586730368e-05,0.0003000975442951951,0.03673477007819296,up
f11799,58722.0,3.442918170185294e-05,0.0003006396131777149,0.03673477007819296,up
f15651,58739.0,4.002667708937224e-05,0.0002997664063994879,0.03673477007819296,up
f16994,58589.0,9.35242340710829e-06,0.00030156412204082963,0.03673477007819296,up
f28623,58723.5,1.0741332003817661e-05,0.000298611307493006,0.03673477007819296,up
f3270,58405.5,5.787422622233862e-06,0.0003117609866583512,0.03778786383827351,up
f7475,58711.0,3.00511091008957e-05,0.0003125155975394324,0.03778786383827351,up
f2289,58672.0,2.17611080597635e-05,0.00032000749002361275,0.03779016251828311,up
f6499,58701.0,8.506524567746965e-05,0.0003174202344373875,0.03779016251828311,up
f7580,58617.5,1.2352736079265014e-05,0.00032060745788826614,0.03779016251828311,up
f9341,58649.0,1.3077884663289297e-05,0.00031639160089182096,0.03779016251828311,up
f17880,57637.0,2.963036801702401e-06,0.0003168989897560056,0.03779016251828311,up
f28439,57525.5,2.9132955241948366e-06,0.00031910518396753297,0.03779016251828311,up
f30403,58632.0,6.7433425347189775e-06,0.0003188772141747523,0.03779016251828311,up
f22581,58693.0,0.00028717255428637145,0.00032252164033428173,0.03787953086191306,up
f6673,56861.0,6.626500995480455e-06,0.00032840421132140755,0.038336366839275764,up
f21515,58668.0,1.2792105921107577e-05,0.0003287511926829983,0.038336366839275764,up
f14011,58661.0,6.361773786193225e-05,0.00033917066042949307,0.03941114964877173,up
f3455,56922.5,2.3864295981184115e-06,0.00034342445338330057,0.039436753869784354,up
f4984,58649.0,3.479586657431355e-05,0.000345408580341434,0.039436753869784354,up
f10874,57823.0,2.1085338103148386e-06,0.000344360472935197,0.039436753869784354,up
f20834,58650.0,3.045282404855243e-05,0.00034112324959612175,0.039436753869784354,up
f31110,52988.0,1.0852116683963686e-06,0.0003435529837514493,0.039436753869784354,up
f9024,57992.0,8.472196735965555e-06,0.00034829927555736435,0.03962871757452679,up
f14927,57192.5,1.0311220885341754e-06,0.0003523913314770468,0.0399555679925255,up
f24978,55927.5,4.6962370979599655e-06,0.0003545354065310896,0.04006005586624395,up
f20332,58620.5,8.503585119615309e-05,0.0003612877789126147,0.04054341760071424,up
f31369,58618.5,5.7962347917055014e-05,0.0003607058253914145,0.04054341760071424,up
f11342,58435.0,1.1913297957107716e-05,0.0003637332089728167,0.04067853171201794,up
f7034,58605.0,2.7294516305119033e-05,0.00036703333973571857,0.040907988015170156,up
f4619,55592.0,3.979058419645298e-06,0.00037079212706917316,0.04118683532136497,up
f6641,58598.0,0.00016634381384574227,0.00037488118471195285,0.041500360340004296,up
f10028,58570.0,2.3682951887167292e-05,0.0003762398209313106,0.04151052677534406,up
f9915,56251.5,4.804267391591565e-06,0.00038462195367683415,0.04229292677208893,up
f16997,58551.0,1.025000746085425e-05,0.000391118337966899,0.042481999996753346,up
f19857,58551.0,1.6190546566576814e-05,0.0003891236646164679,0.042481999996753346,up
f20174,58417.0,2.534420435949869e-06,0.00039152722164976535,0.042481999996753346,up
f20522,58575.5,2.7228403943809097e-05,0.00038833907174483227,0.042481999996753346,up
f10425,58336.0,5.2931939117115695e-06,0.0003940718566039824,0.042616985469304605,up
f21108,58562.0,8.544648518727627e-05,0.00039663951195376655,0.042753564235858625,up
f29440,58554.0,0.00010643962577887577,0.00040169180692275466,0.04315618730899943,up
f99,55064.0,1.6987333037832286e-06,0.00040743099363059487,0.0432209039531708,up
f1954,57433.0,4.466864833375439e-06,0.00040757016972441947,0.0432209039531708,up
f20374,56667.0,3.0813016383035574e-06,0.0004072719542199514,0.0432209039531708,up
f23270,57715.0,3.7811378333572065e-06,0.00040624025120595175,0.0432209039531708,up
f22865,58536.0,2.0912858792144107e-05,0.0004127158698820012,0.043345748795812225,up
f29511,58505.0,1.8232266706036173e-05,0.00041251014435663607,0.043345748795812225,up
f31868,58416.0,2.6358685205195796e-05,0.00041247495396454226,0.043345748795812225,up
f9262,56955.0,5.4897400186746374e-06,0.00041935984636452746,0.04376300460405362,up
f20787,55211.0,2.194735519879032e-06,0.000418819895484589,0.04376300460405362,up
f24656,58520.5,3.354512553414679e-05,0.0004218860188630599,0.043886860527316655,up
f12490,57964.0,7.248996989801526e-07,0.0004242739050879908,0.043995592790896466,up
f14640,58513.0,0.00028433416242478415,0.0004283121707841187,0.04413501010142768,up
f31750,58476.5,2.3375669326924254e-05,0.00042788802620814565,0.04413501010142768,up
f7363,54282.0,2.481336352502694e-06,0.00043430285296723104,0.04461202472109789,up
f31201,58483.0,1.1608292648816131e-05,0.0004364745094783921,0.04469498977058735,up
f21785,57695.0,1.8739898587227804e-07,0.00043982704706163584,0.044897983420921134,up
f28977,58357.0,5.746084481143043e-05,0.0004453588260814086,0.04532148451253291,up
f31917,57306.0,9.823861484619556e-06,0.00044725996670285766,0.04537403897498217,up
f17576,58478.0,4.095273076200101e-05,0.00044921169272470115,0.045431385022231506,up
f31925,58470.0,2.686754379828926e-05,0.0004545662841395264,0.04583147076518154,up
f11196,55320.5,3.242296756070573e-06,0.0004622873670791518,0.0461451584682243,up
f13534,56343.0,5.006928940929356e-07,0.00045920064248847024,0.0461451584682243,up
f20244,57427.0,2.8952144748473074e-06,0.0004616906977810094,0.0461451584682243,up
f23203,58461.0,2.0215237917000197e-05,0.0004633104594740538,0.0461451584682243,up
f14094,56237.0,3.7975875893607734e-06,0.0004650099276873432,0.046174076698360184,up
f7448,57722.5,3.7578027086055954e-06,0.0004713227563162386,0.04665952893948794,up
f5608,58143.5,4.599569651873025e-06,0.0004777314569126624,0.0470756547435522,up
