feature	effect_mean_diff	p_value	p_adj_bh	direction
f5608	4.599569651873025e-06	0.0004777314569126	0.0470756547435522	up
f8414	4.611949778336566e-06	3.037306496458014e-05	0.011572844101853	up
f25100	4.669689853471936e-06	2.171270157306646e-05	0.0098816917381422	up
f10303	4.692598125984659e-06	0.00051108985201	0.0479867973371539	up
f24978	4.6962370979599655e-06	0.000354535406531	0.0400600558662439	up
f9915	4.804267391591565e-06	0.0003846219536768	0.0422929267720889	up
f17739	4.804599744602456e-06	0.0002393426665204	0.0336600021310864	up
f460	4.917313570331317e-06	7.590355364572932e-07	0.0016235190016707	up
f13156	4.986276160707348e-06	0.0001500791096428	0.0261584694935006	up
f32701	4.990449720935431e-06	7.39205465827926e-05	0.020231855429797	up
f21101	5.071377414424205e-06	0.0001286715099562	0.0247959617279149	up
f15011	5.071496299024148e-06	0.000109607061829	0.023531672063341	up
f29294	5.084829550469294e-06	0.0002649413431061	0.0349273821296831	up
f780	5.102438180074387e-06	1.5749552259507376e-05	0.0086013554739922	up
f3717	5.113350052852184e-06	2.679161662371886e-05	0.0115041052807996	up
f968	5.137536438269308e-06	6.149491924263192e-05	0.0181537433670501	up
f6531	5.1419143683233416e-06	1.999313502280381e-05	0.0096184356648676	up
f25470	5.177703365006891e-06	7.747099012629516e-05	0.0206847172076833	up
f13830	5.215480283368379e-06	4.151493401477841e-06	0.0035798983099901	up
f31908	5.229869046161184e-06	4.560896697351613e-06	0.0037362865744704	up
f10425	5.2931939117115695e-06	0.0003940718566039	0.0426169854693046	up
f13176	5.34154727938585e-06	1.951834723297206e-06	0.0026649050088751	up
f28878	5.39867931365734e-06	0.0002571892235413	0.0347891773498549	up
f25630	5.415097795776091e-06	5.978929370127073e-06	0.0044256269540078	up
f8270	5.450393601677206e-06	8.422797555054589e-07	0.0016235190016707	up
f9262	5.4897400186746374e-06	0.0004193598463645	0.0437630046040536	up
f26170	5.604275473160669e-06	7.145413440072854e-06	0.0047783858694756	up
f17047	5.6459075931343245e-06	0.0001666621975317	0.0282963051228961	up
f10149	5.73991218698211e-06	3.5553747664717295e-08	0.0001664321719253	up
f31380	5.747254159359727e-06	0.0002756803335827	0.0351422775768721	up
f6103	5.775775742222322e-06	0.0002692439994233	0.0349273821296831	up
f3270	5.787422622233862e-06	0.0003117609866583	0.0377878638382735	up
f29590	5.893965604627738e-06	6.632315396729162e-05	0.0188980618191322	up
f4732	5.968095865682699e-06	0.0002312937946353	0.0332240270523171	up
f5270	5.991855226966437e-06	5.118128689177495e-06	0.0040905083143162	up
f24375	6.01690817711642e-06	0.0001113100942937	0.023531672063341	up
f23105	6.06879007864336e-06	0.0005256555573181	0.048657291814123	up
f3093	6.178666437335778e-06	1.5238726066313796e-05	0.008463433487135	up
f4670	6.223682146355713e-06	3.020312546107574e-09	1.97939203021706e-05	up
f24788	6.277117561694467e-06	0.0004863948780685	0.0472943245238907	up
f10379	6.316777521533367e-06	8.460854023098133e-08	0.0002772452646288	up
f4529	6.372843610733981e-06	2.8105389087447805e-06	0.0029745137564573	up
f21994	6.446911720559001e-06	0.0002006955546099	0.030607787691482	up
f15554	6.618446551328816e-06	0.0002310361091176	0.0332240270523171	up
f6673	6.626500995480455e-06	0.0003284042113214	0.0383363668392757	up
f30403	6.7433425347189775e-06	0.0003188772141747	0.0377901625182831	up
f20681	6.847026361356256e-06	6.778433795966076e-05	0.0191479067781221	up
f3297	6.919054041645722e-06	1.946157022470848e-05	0.0096184356648676	up
f18962	6.938976042874856e-06	4.481008048627466e-05	0.0148316840138812	up
f18264	6.9790197921975054e-06	0.0001981391136027	0.030607787691482	up
f16406	7.060143677335872e-06	1.823438983211725e-05	0.0094838003142294	up
f15063	7.068961502227466e-06	8.239844941810221e-05	0.0210610600001163	up
f10029	7.0833007957844525e-06	3.697411504605524e-06	0.003365466116192	up
f11459	7.125805563191534e-06	0.0001172785790179	0.0240186529828851	up
f14433	7.332263130592765e-06	0.0001452943606858	0.0259201045364889	up
f26784	7.425864874676336e-06	0.000181763801614	0.0290559742412171	up
f9299	7.458363851583272e-06	0.0001938602869781	0.0303943248023968	up
f23694	7.553950425062794e-06	0.0001016019221799	0.0229606330068491	up
f10251	7.785047626384767e-06	0.0001168623599667	0.0240186529828851	up
f8973	7.881010958953993e-06	1.7714859265652927e-05	0.0093625888454341	up
f12124	7.91534862946719e-06	9.739110111682784e-06	0.0059098362988818	up
f2262	8.320319522681529e-06	0.0001823073192714	0.0290559742412171	up
f9058	8.405592352573877e-06	9.500236950407385e-05	0.0221496038105483	up
f9024	8.472196735965555e-06	0.0003482992755573	0.0396287175745267	up
f29745	8.720126854314004e-06	7.046522574344537e-06	0.0047783858694756	up
f29235	8.772844576014904e-06	0.0001204272540429	0.0240902712961578	up
f29711	8.841128117182962e-06	2.930651814931268e-05	0.0115041052807996	up
f28514	9.158929135992369e-06	0.0004839694090656	0.0472833782537596	up
f30399	9.242442687536824e-06	0.0001776269803461	0.0290130480925556	up
f6196	9.29977414489258e-06	3.0088164301557935e-05	0.011572844101853	up
f17673	9.324388312961676e-06	0.0005500358807238	0.0497888832584533	up
f16994	9.35242340710829e-06	0.0003015641220408	0.0367347700781929	up
f31917	9.823861484619556e-06	0.0004472599667028	0.0453740389749821	up
f3456	9.873614781099604e-06	0.0002454827787757	0.0342297008294677	up
f26621	9.907377625495429e-06	7.89059341723761e-05	0.0206847172076833	up
f14666	9.90960971921595e-06	8.882986375455964e-06	0.0055976480298257	up
f16997	1.025000746085425e-05	0.0003911183379668	0.0424819999967533	up
f692	1.0397393645689593e-05	1.3491500641946836e-05	0.0078944552327734	up
f8172	1.0677650054276456e-05	0.0002675584501723	0.0349273821296831	up
f28623	1.074133200381766e-05	0.000298611307493	0.0367347700781929	up
f28341	1.0776414035717608e-05	2.8380974389252172e-05	0.0115041052807996	up
f19684	1.1386924228645512e-05	0.0001339981158099	0.0249668001561995	up
f29445	1.1407657901145284e-05	0.0001189802259136	0.0240902712961578	up
f31201	1.1608292648816131e-05	0.0004364745094783	0.0446949897705873	up
f11342	1.1913297957107716e-05	0.0003637332089728	0.0406785317120179	up
f26635	1.206817948332173e-05	0.0005382702019372	0.0489967697163605	up
f5745	1.2174180024885572e-05	8.355523071335213e-05	0.0210610600001163	up
f16150	1.2251200482751304e-05	0.0002497885767112	0.0346825088206517	up
f31540	1.2313796141825152e-05	0.0005105441900476	0.0479867973371539	up
f7580	1.2352736079265014e-05	0.0003206074578882	0.0377901625182831	up
f18827	1.2386984562908764e-05	1.6610793765768272e-05	0.0089229916412572	up
f20631	1.2441341550584183e-05	1.1831904834150913e-06	0.0018462278933593	up
f31302	1.2509579664765623e-05	9.926517789993268e-05	0.0225883427043402	up
f21515	1.2792105921107575e-05	0.0003287511926829	0.0383363668392757	up
f10052	1.2795327194908168e-05	0.000172204965146	0.0286974469505263	up
f9341	1.3077884663289295e-05	0.0003163916008918	0.0377901625182831	up
f30448	1.3092922134092078e-05	0.000218286558035	0.0319734996977409	up
f26774	1.3378312802160508e-05	5.490980451714056e-06	0.0042289457870093	up
f7406	1.3409067598331604e-05	0.0001797378162472	0.0290130480925556	up
f16787	1.3420953393506353e-05	3.8017685392879745e-05	0.0133953066124073	up
f3535	1.3707297508517512e-05	0.0002537675832344	0.0347738167099202	up
f27679	1.4052140682906612e-05	0.0002190194115024	0.0319734996977409	up
f4745	1.436805707999156e-05	0.0005382945891689	0.0489967697163605	up
f475	1.4491802156044288e-05	0.0002808040861621	0.0353899549821598	up
f1325	1.4708687454003666e-05	0.0001102936614736	0.023531672063341	up
f32353	1.4871927996864544e-05	0.000178488180014	0.0290130480925556	up
f14764	1.5152821059018604e-05	2.926715648956009e-05	0.0115041052807996	up
f27838	1.5216556098494035e-05	4.201643166058067e-05	0.014438907511872	up
f27013	1.542513112508459e-05	9.130438359966972e-05	0.0218384090641896	up
f3180	1.552354088926222e-05	0.0002449360841952	0.0342297008294677	up
f11069	1.5585514291160508e-05	7.409126744310449e-05	0.020231855429797	up
f22657	1.5721455147286177e-05	0.0002685700716664	0.0349273821296831	up
f25296	1.5833883750019595e-05	0.0001255986467079	0.0247195299022874	up
f21801	1.5923063689115224e-05	1.3670848673684414e-06	0.002036210769724	up
f6425	1.6036601298765164e-05	0.0002995315152185	0.0367347700781929	up
f19857	1.6190546566576814e-05	0.0003891236646164	0.0424819999967533	up
f30042	1.6265350825051428e-05	2.1592361472348828e-05	0.0098816917381422	up
f17664	1.6429208779300097e-05	2.2761935073377416e-05	0.0100792309254652	up
f18186	1.6474098429171137e-05	0.0002308312417781	0.0332240270523171	up
f16238	1.718966703992919e-05	8.857153984056097e-05	0.0213830339094804	up
f26313	1.7389100004947976e-05	7.555639630314108e-05	0.0204614214385233	up
f22698	1.765597936537233e-05	7.255797898858264e-05	0.0201489818262531	up
f27328	1.7988620089454344e-05	0.0004901350891828	0.047396430069928	up
f23930	1.8204115072876447e-05	0.0005294782267843	0.0488730775641371	up
f3269	1.8205487072918913e-05	4.844676128936521e-05	0.015377917435202	up
f29511	1.8232266706036173e-05	0.0004125101443566	0.0433457487958122	up
f6730	1.94651283291023e-05	2.99557354623699e-06	0.0029745137564573	up
f23203	2.0215237917000197e-05	0.000463310459474	0.0461451584682243	up
f25767	2.022882948313054e-05	0.0001908768607608	0.0300704469875511	up
f27274	2.0649985268391903e-05	2.904639274942469e-05	0.0115041052807996	up
f22865	2.0912858792144107e-05	0.000412715869882	0.0433457487958122	up
f2289	2.17611080597635e-05	0.0003200074900236	0.0377901625182831	up
f17950	2.1842473026481458e-05	8.25557838395377e-06	0.0053042900487332	up
f8949	2.2630995096733386e-05	7.839919957843171e-05	0.0206847172076833	up
f3518	2.2676673557725733e-05	0.0002545177397369	0.0347738167099202	up
f2823	2.328832839157258e-05	0.0002321869566339	0.0332240270523171	up
f31750	2.3375669326924257e-05	0.0004278880262081	0.0441350101014276	up
f26626	2.362500118033495e-05	2.0547195329001964e-05	0.0096184356648676	up
f10028	2.3682951887167292e-05	0.0003762398209313	0.041510526775344	up
f22013	2.4357810121728108e-05	0.0001459329717455	0.0259201045364889	up
f2854	2.5056229871552205e-05	6.619804337044702e-05	0.0188980618191322	up
f15134	2.5305189897153465e-05	3.07383554680792e-05	0.0115774072641151	up
f9178	2.578130034271453e-05	4.965880060268496e-05	0.015377917435202	up
f31928	2.620555254543433e-05	1.548746568698993e-07	0.0004613575233011	up
f9627	2.6227937827570713e-05	6.976427540265496e-06	0.0047783858694756	up
f31868	2.6358685205195796e-05	0.0004124749539645	0.0433457487958122	up
f28612	2.6849228592254805e-05	0.0001141283386867	0.023669350646118	up
f31925	2.686754379828926e-05	0.0004545662841395	0.0458314707651815	up
f31876	2.692842198484869e-05	0.000494351850395	0.047396430069928	up
f31103	2.7027057360101028e-05	0.0004975699445817	0.047396430069928	up
f32137	2.7089394516224273e-05	4.5144655134877104e-08	0.0001849125074324	up
f20522	2.7228403943809097e-05	0.0003883390717448	0.0424819999967533	up
f7034	2.7294516305119033e-05	0.0003670333397357	0.0409079880151701	up
f2456	2.7366256703317052e-05	5.897427578621061e-07	0.0013803350492589	up
f15491	2.740390862163622e-05	1.1221122424921347e-13	1.838468698099113e-09	up
f12146	2.7407589985159577e-05	2.60891189847465e-06	0.0029745137564573	up
f32216	2.778274927914026e-05	1.8523047488729375e-05	0.0094838003142294	up
f11734	2.809848586730368e-05	0.0003000975442951	0.0367347700781929	up
f3925	2.8584522237906636e-05	4.4741557269293405e-05	0.0148316840138812	up
f19565	2.8605070008779876e-05	0.0002777664151736	0.0351422775768721	up
f20833	2.8613877209863855e-05	4.708667977941159e-05	0.0152765972575421	up
f19537	2.870889446057845e-05	9.458340647701567e-05	0.0221496038105483	up
f11275	2.8925109167175833e-05	0.0001301545842651	0.0247959617279149	up
f20170	2.9340207282075426e-05	3.1643684885006606e-05	0.011782957571726	up
f8547	2.942470738889824e-05	2.7966871703159247e-06	0.0029745137564573	up
f7475	3.00511091008957e-05	0.0003125155975394	0.0377878638382735	up
f20834	3.045282404855243e-05	0.0003411232495961	0.0394367538697843	up
f10937	3.073325507830304e-05	5.991084018610489e-08	0.0002181287123575	up
f5907	3.2217096801105075e-05	0.0002388565835676	0.0336600021310864	up
f14812	3.269925480344682e-05	1.5426708388413243e-06	0.0021978364368327	up
f24656	3.354512553414679e-05	0.000421886018863	0.0438868605273166	up
f11799	3.442918170185294e-05	0.0003006396131777	0.0367347700781929	up
f8746	3.4505435576647866e-05	6.925121759844665e-06	0.0047783858694756	up
f4984	3.479586657431355e-05	0.0003454085803414	0.0394367538697843	up
f25021	3.491237558773719e-05	2.0796000577494925e-06	0.0027257733876934	up
f236	3.5945053856266894e-05	0.0001772832357699	0.0290130480925556	up
f9670	3.688562055685907e-05	0.000150883629482	0.0261595490522035	up
f27421	3.70275311252044e-05	0.0001826639005642	0.0290559742412171	up
f2291	3.769538821234164e-05	3.6881935488914217e-06	0.003365466116192	up
f19888	3.779332292106119e-05	4.889525511633801e-05	0.015377917435202	up
f11240	3.808366684097564e-05	0.0002524398765806	0.0347738167099202	up
f28901	3.828839417474228e-05	0.0001478233698054	0.0259207198217472	up
f31082	3.942333175473323e-05	6.334606598925441e-05	0.0185332490208561	up
f15651	4.002667708937224e-05	0.0002997664063994	0.0367347700781929	up
f17576	4.095273076200101e-05	0.0004492116927247	0.0454313850222315	up
f17823	4.495430909628339e-05	0.0005317784796138	0.048947520280857	up
f10519	4.6502379540470426e-05	8.243260907452146e-05	0.0210610600001163	up
f18370	4.8437333502079127e-05	4.974546045322935e-05	0.015377917435202	up
f20844	5.089800564019243e-05	0.0001133815694994	0.023664250123306	up
f9452	5.142590071773156e-05	2.462700278831133e-09	1.97939203021706e-05	up
f18382	5.285306647419929e-05	6.022557537539392e-14	1.838468698099113e-09	up
f13838	5.408100450767961e-05	4.06550043953954e-07	0.0011101526533569	up
f28820	5.4544825148695965e-05	7.78667581896824e-05	0.0206847172076833	up
f14078	5.59955254830129e-05	1.1720357219319178e-05	0.0069827757338663	up
f28977	5.746084481143043e-05	0.0004453588260814	0.0453214845125329	up
f31369	5.7962347917055014e-05	0.0003607058253914	0.0405434176007142	up
f6536	6.001192784242448e-05	0.0001696383236396	0.0285061978924261	up
f19531	6.103034531042795e-05	0.000126045308015	0.0247195299022874	up
f17356	6.20593716048461e-05	4.572179303553265e-05	0.0149821171418833	up
f23240	6.338533237430965e-05	0.0002718042737753	0.0349273821296831	up
f14011	6.361773786193225e-05	0.0003391706604294	0.0394111496487717	up
f24959	6.434028872808995e-05	0.0001064713557876	0.0232590225763387	up
f16066	6.792183084326097e-05	0.0002109820482623	0.0311417106191976	up
f12584	6.828166275590775e-05	0.0002609210476508	0.0349273821296831	up
f31749	7.196105492766947e-05	0.0001796884250559	0.0290130480925556	up
f13597	7.212183910451132e-05	0.0001725279861222	0.0286974469505263	up
f16290	7.304633967032714e-05	2.8591988187326643e-05	0.0115041052807996	up
f12545	7.737874270424072e-05	0.0002575832665512	0.0347891773498549	up
f1600	7.78371215928928e-05	0.0002024998571279	0.030607787691482	up
f10386	7.825398583008792e-05	9.530926932639504e-05	0.0221496038105483	up
f701	8.284318830192205e-05	9.760640036467658e-07	0.0017313611186894	up
f8619	8.383458697062451e-05	0.000533705379852	0.0489872769943775	up
f20332	8.503585119615309e-05	0.0003612877789126	0.0405434176007142	up
f6499	8.506524567746965e-05	0.0003174202344373	0.0377901625182831	up
f21108	8.544648518727627e-05	0.0003966395119537	0.0427535642358586	up
f18892	8.609995740698651e-05	0.0004927989256966	0.047396430069928	up
f11669	8.612111053298577e-05	0.0004848393277973	0.0472833782537596	up
f26615	8.765527219657088e-05	0.0002045194771873	0.030607787691482	up
f16934	9.694927293458022e-05	0.0002671835756802	0.0349273821296831	up
f21296	0.0001000883898796	1.119503163787651e-06	0.0018341939835496	up
f29440	0.0001064396257788	0.0004016918069227	0.0431561873089994	up
f11833	0.000115071811655	0.0001120397012643	0.0235340828912141	up
f2308	0.0001195575596284	0.0002546910403558	0.0347738167099202	up
f21180	0.0001316431459163	8.823228308449968e-05	0.0213830339094804	up
f24408	0.0001368323441711	0.0002097798106377	0.0311043657691277	up
f768	0.0001396492104213	8.739661997105556e-05	0.0213830339094804	up
f13985	0.0001418282637459	0.0002762128310266	0.0351422775768721	up
f27384	0.0001418848210814	1.0039020158416492e-06	0.0017313611186894	up
f2331	0.0001448281535722	0.000484158616305	0.0472833782537596	up
f23785	0.0001451150208922	5.1049393027224805e-05	0.0156335187917392	up
f10609	0.0001464290605454	4.966493972920772e-05	0.015377917435202	up
f1252	0.0001516020132858	0.0005158916872005	0.048161649020482	up
f2696	0.0001590495345953	9.226138620391644e-05	0.021907399298043	up
f6641	0.0001663438138457	0.0003748811847119	0.0415003603400042	up
f6348	0.0001764131166237	1.4398520667474572e-05	0.0081346676764104	up
f27549	0.0001834064318827	4.2742127339220845e-05	0.014438907511872	up
f7528	0.0002127298589384	5.654990697214585e-05	0.0170002509326905	up
f23301	0.0002434325460708	0.0001099612736116	0.023531672063341	up
f18459	0.0002763471666439	0.0005018010459226	0.0475231695745494	up
f14640	0.0002843341624247	0.0004283121707841	0.0441350101014276	up
f9463	0.0002862642771797	0.0001348609505507	0.0249668001561995	up
f22581	0.0002871725542863	0.0003225216403342	0.037879530861913	up
f9204	0.0002967549725435	0.000492582178429	0.047396430069928	up
f20548	0.0003142177768058	2.8968964477842916e-06	0.0029745137564573	up
f4873	0.0003644463822711	0.0001050410834036	0.0232590225763387	up
f6101	0.0003731357590295	7.184859838773415e-05	0.0201225202732416	up
f6549	0.0003733863404704	2.949050425986233e-05	0.0115041052807996	up
f26898	0.0004091922371881	2.9276747789071464e-05	0.0115041052807996	up
f4661	0.0004342275697163	2.1819480026707272e-09	1.97939203021706e-05	up
f26189	0.0004480991693171	7.932927418520985e-06	0.0051989233130019	up
f29600	0.0005381897379847	6.077673734446814e-06	0.0044256269540078	up
f4068	0.0005415149405598	0.0002884799071215	0.0360798076204551	up
f31044	0.0007158523362013	0.000238546474061	0.0336600021310864	up
f28078	0.0007501586900907	0.0001528594665506	0.0262246020938753	up
f15532	0.0022383147267319	5.218548138260525e-07	0.0013153952722655	up
f5814	0.0026932552233338	2.7654699682347013e-06	0.0029745137564573	up
f17323	0.003337129574269	0.0001196783892558	0.0240902712961578	up
f26395	0.0039090394452214	0.0005010267058659	0.0475231695745494	up
