feature	effect_mean_diff	std_effect	p_value	p_adj_bh	direction
f29422	8.88581598701421e-08	0.0351300564927826	0.1527422654593248	0.9648538027328182	up
f29995	4.593722042045556e-08	0.0247311658666667	0.1528195567682899	0.9648538027328182	up
f15621	-3.780054394155741e-07	-0.0606336316267956	0.1528195567682899	0.9648538027328182	down
f18780	3.298024457762949e-07	0.0694911750626439	0.1528195567682899	0.9648538027328182	up
f3350	-8.697824669070542e-07	-0.0609135478232917	0.1529001398223823	0.9649570014796632	down
f26977	-2.046928035269957e-05	-0.0972694693880633	0.1529242464808316	0.9649570014796632	down
f29751	-7.746718434646027e-06	-0.1625959967842207	0.1529143303482581	0.9649570014796632	down
f32306	1.1289354351902149e-05	0.0999191944720582	0.1530277998708577	0.9654245179376718	up
f11434	-1.874938170658425e-07	-0.0074575651296229	0.1532007824522606	0.9663297862166847	down
f3005	-6.822202703915537e-08	-0.016470772814336	0.153282046914308	0.9665477504639248	down
f25055	-3.7434531695907937e-06	-0.0331179891155186	0.1532943316394353	0.9665477504639248	down
f31530	4.0635787081555466e-07	0.0562254184487238	0.1533441462188699	0.9666758336475432	up
f23748	1.3369013386181903e-06	0.0331518382475941	0.153568565281255	0.9670562684674991	up
f21784	1.3793237521895205e-06	0.0234650116612604	0.1535301465024195	0.9670562684674991	up
f31245	4.993240973817592e-06	0.1556704610427202	0.1534500194763317	0.9670562684674991	up
f11800	7.555245720141102e-07	0.0689838041503379	0.1535427638968494	0.9670562684674991	up
f4841	-2.2444219684985e-06	-0.0520056430908972	0.1535815680268819	0.9670562684674991	down
f16859	5.6406166550004865e-08	0.0676585042724075	0.1535101277625236	0.9670562684674991	up
f18432	1.35248688638967e-06	0.0563989350796921	0.1537629151429929	0.967826201192008	up
f11597	1.5374719587271105e-06	0.2290892140955377	0.1537389575344062	0.967826201192008	up
f6662	4.025856330372335e-06	0.1588960362898273	0.1538529931585644	0.9682071979680889	up
f1726	4.791476640093606e-07	0.0882798118922752	0.1539734598913367	0.9684073577196394	up
f25411	1.0677365153242137e-06	0.0640626084678243	0.1539242620250931	0.9684073577196394	up
f27535	9.4422329129884e-07	0.0718997423500658	0.1539542373524083	0.9684073577196394	up
f8929	-3.603776871386799e-06	-0.1153735531787744	0.1540683296162698	0.9688180819163176	down
f1893	9.98204825009452e-07	0.0716122841480603	0.1541295611675519	0.9690171643012936	up
f15195	1.4400725322047949e-06	0.083590841389383	0.1542276524353213	0.9694478639939788	up
f31163	4.289492755560786e-06	0.0210401659298394	0.1542980371411791	0.9697042733107324	up
f29954	-2.899984829127789e-07	-0.059428784325892	0.1543724545595432	0.9699859234912968	down
f6603	-8.137689765135291e-07	-0.0634792490219448	0.1544610601035174	0.9703565984417292	down
f32494	-3.531306310833315e-06	-0.1182788054988471	0.1546638319769331	0.9714442105079828	down
f28077	-4.3959386985079615e-06	-0.0631935702824303	0.1547964029726757	0.9720905581848672	down
f32635	-1.0817037464221356e-06	-0.0512999649348825	0.1548580108005967	0.972092246826785	down
f561	-3.066967642007512e-05	-0.1552509222638849	0.1548856695764967	0.972092246826785	down
f20395	5.007439813198289e-07	0.0877621890277111	0.1548591301696952	0.972092246826785	up
f22165	-4.769502655108226e-06	-0.0799556662673429	0.1549236648162132	0.9721445133469312	down
f31142	2.4438589025521653e-07	0.1441517459553894	0.1556074693423035	0.9744835624110352	up
f29832	5.545522799366154e-08	0.1466318549038767	0.1556074693423035	0.9744835624110352	up
f28827	-3.126295050606131e-07	-0.1398107811063571	0.1556074693423035	0.9744835624110352	down
f23567	6.235050568648148e-08	0.1829751165758562	0.1556074693423035	0.9744835624110352	up
f22081	4.984462164429716e-06	0.0591728765457231	0.1556112577116742	0.9744835624110352	up
f20429	1.4015818778716493e-06	0.1466246246565241	0.1553692720604568	0.9744835624110352	up
f27139	3.569936038729793e-06	0.1099683269000916	0.1553960657759416	0.9744835624110352	up
f16113	-1.1758892942452804e-06	-0.0245972530214164	0.1556390140407334	0.9744835624110352	down
f14457	1.0609056644170778e-06	0.0071516837299876	0.1556769154184248	0.9744835624110352	up
f11334	-1.7035172289979526e-05	-0.0970877586146713	0.1554886893268156	0.9744835624110352	down
f4621	-1.0337763160350725e-06	-0.0141040020744487	0.1553363410406722	0.9744835624110352	down
f2626	-0.0002293933505425	-0.183071070486074	0.1554360705153113	0.9744835624110352	down
f16875	-7.293597724856227e-05	-0.1030414067073132	0.155683027625176	0.9744835624110352	down
f6695	2.279404943692498e-07	0.0565531768960342	0.1557417705259785	0.9746650757439388	up
f30450	-3.14023861210444e-06	-0.0316960545619099	0.1557974440293242	0.974827314484036	down
f2967	5.523073068616213e-07	0.0266486920443236	0.1558634881114699	0.975054367780956	up
f7561	-2.598183888039785e-05	-0.1744765955174633	0.1559180289669513	0.9751213033667896	down
f20842	1.1732840539480094e-06	0.0157437968954283	0.1559337045178826	0.9751213033667896	up
f23956	0.0003523582572815	0.1429863117971236	0.1565221032442929	0.9751866081125848	up
f20296	-8.464641741738887e-06	-0.2019211837875774	0.1564059302275867	0.9751866081125848	down
f21617	1.4178188605001194e-05	0.0419438045337114	0.1563406956184372	0.9751866081125848	up
f26123	-2.181365525757428e-06	-0.08139915293054	0.1560735281293422	0.9751866081125848	down
f19737	7.785090492689051e-07	0.0710294359652427	0.1563833105379531	0.9751866081125848	up
f29212	2.6714135310612617e-07	0.1047454049956718	0.1560210901322987	0.9751866081125848	up
f29919	1.960734223757754e-06	0.0349842833548137	0.1564915944849128	0.9751866081125848	up
f32363	-3.19851567837759e-07	-0.0165902398922126	0.1563499106889173	0.9751866081125848	down
f27336	3.0767031385039447e-06	0.1780130364937579	0.1564300076324088	0.9751866081125848	up
f18965	1.7117728566518053e-07	0.0763845593593393	0.1565275256562123	0.9751866081125848	up
f4078	-1.593903892171511e-05	-0.1113009286293491	0.1560941255927743	0.9751866081125848	down
f15539	-6.006355943100062e-08	-0.0271509682200612	0.1565263577513551	0.9751866081125848	down
f3195	1.1577844582461694e-05	0.1407942626209252	0.1562195476807789	0.9751866081125848	up
f3885	9.915934788296e-08	0.0648211195973324	0.1565275256562123	0.9751866081125848	up
f17138	-3.6232057027518755e-08	-0.0996202507372843	0.1565275256562123	0.9751866081125848	down
f2797	-1.143562258221209e-08	-0.1094167886431909	0.1565275256562123	0.9751866081125848	down
f10652	-8.142193228195538e-07	-0.0662084383563948	0.1565393542075255	0.9751866081125848	down
f12396	-1.5454505046363923e-08	-0.0775561782223988	0.1565275256562123	0.9751866081125848	down
f13425	-9.597719654266257e-07	-0.0136880442413931	0.1560834444345951	0.9751866081125848	down
f8022	6.083387206308544e-05	0.0750066783346406	0.1562802666904477	0.9751866081125848	up
f31829	-3.143866742902901e-07	-0.0783717021014786	0.156571087441509	0.975198896271311	down
f28092	-4.743378529383335e-06	-0.0964025097286895	0.1566166287438231	0.9752971666053966	down
f8525	3.81927939815796e-06	0.1334219229528803	0.1567011310822703	0.9755598772126456	up
f24725	9.91022189191426e-06	0.0645966584265532	0.156718359181133	0.9755598772126456	up
f10162	-1.4018788227076585e-05	-0.0494931578883801	0.1567872261161579	0.975617893158804	down
f16911	-2.1188976546909544e-05	-0.1420897657613573	0.1567852216519736	0.975617893158804	down
f12759	-3.5124314308632176e-08	-0.0252090518566007	0.1569976952418452	0.9767420690497028	down
f8761	-2.049259335763054e-06	-0.1749415498640331	0.1570455254474817	0.9768541719557862	down
f26745	1.1271026960457677e-07	0.1464448688826382	0.1571217939087237	0.9768761689214666	up
f12321	4.909046620014124e-07	0.0481565520604752	0.1571384975093094	0.9768761689214666	up
f4264	-9.158019995084032e-05	-0.2489238807673698	0.1571279362030228	0.9768761689214666	down
f15272	-3.6627161935030015e-06	-0.0773776402497871	0.1571834914067001	0.9769705323244972	down
f443	4.183684133386123e-05	0.0510367311538624	0.1573800653294558	0.9780068235758786	up
f19938	1.3367978573114669e-05	0.1919876924682908	0.1575211881274297	0.97851266209661	up
f28090	1.8009682062256613e-06	0.0452967390278377	0.1575211860130554	0.97851266209661	up
f17873	-0.000347860916343	-0.2703275059855787	0.1578572799854676	0.9803893297411987	down
f25312	5.90584910241887e-07	0.1044762548085119	0.1578831327222993	0.9803893297411987	up
f30460	0.000116470412584	0.122184750130805	0.1580400123659771	0.9811775530898706	up
f81	-4.718905409390573e-06	-0.1292134087711454	0.1581720323731733	0.981811168176576	down
f15742	-4.9539507344888995e-06	-0.1348694062269242	0.1585093666222787	0.9835570892856582	down
f2066	-6.891346582051483e-06	-0.0426468023945684	0.1585133358312244	0.9835570892856582	down
f22279	-1.0132879106095073e-07	-0.0028756546590901	0.1586377432073419	0.9837701683228957	down
f26478	-3.446065751631977e-06	-0.0648062134250079	0.158602760470859	0.9837701683228957	down
f29543	7.93225579400314e-07	0.0417300133445004	0.1586165512279639	0.9837701683228957	up
f13005	-3.119999139016727e-06	-0.0630322890392267	0.1586695024649137	0.9837809378940952	down
f31705	-4.29453388278489e-07	-0.021889061296227	0.1587374941722916	0.9840163089363704	down
f24551	6.028613497619517e-07	0.0979175854876016	0.1587698994119569	0.9840310315738616	up
f32639	1.9785682707151865e-07	0.0468234285310213	0.1590322746139213	0.9849120345017908	up
f20225	-9.577847780019512e-05	-0.106601234690563	0.1589561000200238	0.9849120345017908	down
f10899	-3.43081759638153e-07	-0.0078533231857772	0.1590215781097163	0.9849120345017908	down
f19433	-3.290963522886159e-07	-0.0226365807504109	0.1590111066788927	0.9849120345017908	down
f1126	1.863594661517709e-05	0.0891672893605962	0.1590785475653814	0.9850124426724148	up
f3107	-4.779578812303953e-07	-0.0967618532409226	0.1591597121005689	0.9853288203497906	down
f15216	8.522359530616087e-07	0.0367026820936214	0.1592317335024587	0.9855884857213012	up
f3140	8.811365893052424e-06	0.1451952739981015	0.1595813822357038	0.9873796701471949	up
f18333	-6.392959767254069e-06	-0.1025934289477962	0.1595541206516749	0.9873796701471949	down
f13353	-2.033584445598535e-06	-0.089123557904438	0.1596397104012885	0.9875540929638328	down
f32474	1.1947809580306056e-05	0.0599909075339	0.1596831269145384	0.987636221731898	up
f16433	-4.346775329031516e-05	-0.1432058265816627	0.1598147321552835	0.987765920209523	down
f15891	1.375612737319898e-07	0.0483036887749835	0.1598185052739478	0.987765920209523	up
f17206	-0.0002464887865116	-0.1955621692137799	0.1597369258564599	0.987765920209523	down
f23231	2.5450823159189705e-08	0.0006771217334842	0.1598246737350735	0.987765920209523	up
f1422	-1.590240717632696e-07	-0.0116855619752008	0.1599044792439674	0.988072784436418	down
f16843	4.938228865285054e-06	0.1065672811312642	0.1600498100939801	0.9885979598792723	up
f21294	-6.786433905290322e-07	-0.028878837064705	0.1600305319439436	0.9885979598792723	down
f13098	2.1158398030820536e-06	0.0813505725203029	0.1601289337822686	0.9889002831091932	up
f9105	2.2660749164060693e-07	0.0108064030248109	0.1603057066452837	0.9893009536008296	up
f22328	-1.8092288883053698e-07	-0.0810935336027914	0.1603447682059938	0.9893009536008296	down
f21970	6.879952813324053e-05	0.1703030120096395	0.1603069513115265	0.9893009536008296	up
f7488	-4.489485745580169e-06	-0.0842933252691331	0.1603297740022968	0.9893009536008296	down
f18239	7.67215751693584e-08	0.1678574870714036	0.1603127783396253	0.9893009536008296	up
f841	3.876416703860741e-07	0.082028075329545	0.1604433167143514	0.9897226284066016	up
f20600	-9.940567833837125e-07	-0.0207052486790337	0.160715976908795	0.9912179806789752	down
f32010	-5.329215326128179e-06	-0.0672015845894033	0.1608307615372533	0.9917392536794722	down
f5040	-7.820899446960539e-05	-0.1712722227580709	0.1609238356728999	0.9917532908274562	down
f6130	-5.3045134336571234e-08	-0.0032674723451637	0.1609033895721898	0.9917532908274562	down
f20545	-2.015963982557878e-07	-0.0455347766422838	0.1608723399449803	0.9917532908274562	down
f18734	6.260348491196055e-07	0.0426499947943747	0.1610379747646243	0.9922700934725855	up
f12597	2.6783930043166036e-06	0.259206618892806	0.1610688513004532	0.9922737581149184	up
f19029	3.928092664864379e-07	0.0132804186214278	0.161118715798734	0.9923943758069392	up
f13072	-4.123164580960293e-06	-0.1009559388435306	0.1612591745748295	0.9930728495523424	down
f2988	-1.933831506903516e-06	-0.0280192837653746	0.1613997804481094	0.9937519740179726	down
f12642	9.906212417263305e-07	0.0350406706757648	0.1614390798772725	0.993807208231912	up
f12378	2.724516307353042e-07	0.0788659750238358	0.161514958392232	0.993900874478246	up
f13905	1.050603859766852e-07	0.0479176894832932	0.161514958392232	0.993900874478246	up
f19808	2.0726317998196464e-06	0.124247047414441	0.1615535983879267	0.9939519924850888	up
f592	9.344839905679692e-06	0.0406883462151604	0.1616044743573054	0.9940783585020057	up
f14083	1.992452405829681e-06	0.1066430640625192	0.1616923268248995	0.994432088100283	up
f4868	1.469549858484243e-06	0.0651720797376181	0.1617568726303091	0.9946037511255668	up
f26686	-5.7632289384855536e-05	-0.1943370036196932	0.1617809446258322	0.9946037511255668	down
f2908	-2.2825044034107125e-06	-0.0911081530503661	0.1620976105759807	0.9961189070178864	down
f22788	1.1850746523123237e-07	0.047766885974066	0.1621185953102535	0.9961189070178864	up
f27954	6.634898818447254e-08	0.0773096564488496	0.1621185953102535	0.9961189070178864	up
f16019	-2.1126272693436477e-05	-0.1001851880149257	0.1621864843408206	0.9963492161379846	down
f19869	-3.047804597372305e-06	-0.1928287695618002	0.1623752310302412	0.996761253353118	down
f29435	-2.8273583438931386e-05	-0.2020655806160584	0.1623491649375833	0.996761253353118	down
f7062	1.720593707432272e-06	0.1372168895767891	0.1623372396140096	0.996761253353118	up
f13639	-3.995999864855548e-06	-0.1301689308710094	0.1622848528007812	0.996761253353118	down
f3776	1.665142226556782e-07	0.0176454916341341	0.1626745187027167	0.9982244623315774	up
f32193	-2.3207983977044933e-06	-0.0587949147876855	0.1626460780657659	0.9982244623315774	down
f7575	-4.289324133424089e-07	-0.055706739821626	0.1627239332799473	0.9983407312707948	down
f1206	6.833607112639583e-07	0.0418000697114627	0.1628665115390305	0.9988616110957188	up
f3155	-2.049650065600872e-07	-0.0329847326575998	0.1629046868977103	0.9988616110957188	down
f26133	5.670086648024153e-07	0.0875354444499188	0.1629046868977103	0.9988616110957188	up
f28814	-2.06573849391134e-06	-0.0959972648470914	0.1629307651155583	0.9988616110957188	down
f29273	-3.3951488367165437e-06	-0.1105462200124102	0.1630281514460748	0.9989121703198084	down
f2450	-2.3748949752189233e-07	-0.0040816797455876	0.163001427626351	0.9989121703198084	down
f28717	4.883778310613705e-07	0.0043975869482909	0.1630304652975566	0.9989121703198084	up
f24851	7.189620046119672e-07	0.1313469904369677	0.1630933134977236	0.9991104312382516	up
f10461	-5.621660297947528e-07	-0.0134195091602401	0.1632408543411508	0.999827348607632	down
f21844	0.0	0.0	1.0	1.0	up
f21868	0.0	0.0	1.0	1.0	up
f21867	0.0	0.0	1.0	1.0	up
f21866	0.0	0.0	1.0	1.0	up
f21865	1.0826284415088593e-07	0.0251278215066262	0.8635864376947653	1.0	up
f21863	0.0	0.0	1.0	1.0	up
f21862	0.0	0.0	1.0	1.0	up
f21861	0.0	0.0	1.0	1.0	up
f21860	2.223106366727734e-07	0.0998336989999844	0.2820110073700481	1.0	up
f21858	-8.829072976368478e-07	-0.0488303499835208	0.3356430182816626	1.0	down
f21857	1.4627021409978623e-06	0.0432434624264889	0.1883455387609565	1.0	up
f21856	0.0	0.0	1.0	1.0	up
f21855	5.989926612528506e-07	0.1866419854967188	0.2992926925217647	1.0	up
f21854	0.0	0.0	1.0	1.0	up
f21853	0.0	0.0	1.0	1.0	up
f21852	0.0	0.0	1.0	1.0	up
f21850	-1.0479104093974457e-07	-0.052892298025145	0.5291570867513564	1.0	down
f21848	0.0	0.0	1.0	1.0	up
f21847	2.606761336210184e-07	0.1028848119358448	0.8860968177988524	1.0	up
f21898	0.0	0.0	1.0	1.0	up
f21846	0.0	0.0	1.0	1.0	up
f21845	0.0	0.0	1.0	1.0	up
f21869	0.0	0.0	1.0	1.0	up
f21870	0.0	0.0	1.0	1.0	up
f21882	4.139028851568582e-06	0.0955780517627027	0.1980216902866937	1.0	up
f21872	0.0	0.0	1.0	1.0	up
f21897	8.285064777737717e-07	0.0769261508425141	0.2463124100072173	1.0	up
f21896	0.0	0.0	1.0	1.0	up
f21895	0.0	0.0	1.0	1.0	up
f21894	6.520050374092534e-08	0.0528922980251448	0.5291570867513564	1.0	up
f21893	0.0	0.0	1.0	1.0	up
f21892	-7.441120596922702e-07	-0.0965125612166681	0.3738235341748191	1.0	down
f21891	0.0	0.0	1.0	1.0	up
f21889	0.0	0.0	1.0	1.0	up
f21888	-1.6811782570584911e-06	-0.0464846521176235	0.871971472254401	1.0	down
f21886	-2.178453840315342e-06	-0.1260068573015496	0.5479902900584798	1.0	down
f21885	0.0	0.0	1.0	1.0	up
f21884	3.1969796800694893e-06	0.1027409726964546	0.6074900844112991	1.0	up
f21883	0.0	0.0	1.0	1.0	up
f21843	0.0	0.0	1.0	1.0	up
f21881	0.0	0.0	1.0	1.0	up
f21880	0.0	0.0	1.0	1.0	up
f21879	0.0	0.0	1.0	1.0	up
f21878	0.0	0.0	1.0	1.0	up
f21877	2.650116084623733e-07	0.0406199745738562	0.2793581490935758	1.0	up
f21876	0.0	0.0	1.0	1.0	up
f21875	0.0	0.0	1.0	1.0	up
f21874	0.0	0.0	1.0	1.0	up
f21873	2.066052147711162e-07	0.0185597495826365	0.5104648963288551	1.0	up
f21871	6.01506071689073e-08	0.0192687178105218	0.7099902684999988	1.0	up
f21842	0.0	0.0	1.0	1.0	up
f21778	0.0	0.0	1.0	1.0	up
f21840	0.0	0.0	1.0	1.0	up
f21805	1.3516843318939209e-07	0.0418979331996473	0.9257837993014848	1.0	up
f21803	0.0	0.0	1.0	1.0	up
f21800	-3.2069722510641444e-07	-0.100348332562819	0.3819150255853509	1.0	down
f21798	0.0	0.0	1.0	1.0	up
f21796	0.0	0.0	1.0	1.0	up
f21795	-2.1977268261252905e-07	-0.0238368815988406	0.970431429416468	1.0	down
f21793	0.0	0.0	1.0	1.0	up
f21792	0.0	0.0	1.0	1.0	up
f21791	8.801801250228891e-07	0.021989714671948	0.2188512700384419	1.0	up
f21790	0.0	0.0	1.0	1.0	up
f21806	-4.782270571013215e-07	-0.1560752019277594	0.9959898339733634	1.0	down
f21789	0.0	0.0	1.0	1.0	up
f21787	0.0	0.0	1.0	1.0	up
f21783	0.0	0.0	1.0	1.0	up
f21782	-4.654594904422993e-07	-0.1050306202532114	0.4277505904455725	1.0	down
f21781	-9.021810692502184e-06	-0.1576925634302862	0.7387959747151644	1.0	down
f21780	0.0	0.0	1.0	1.0	up
f21779	-5.5698612413834785e-08	-0.032290800434889	0.8112032942604175	1.0	down
f21899	0.0	0.0	1.0	1.0	up
f21777	-9.88811178103788e-07	-0.1502170204388154	0.7887865473030704	1.0	down
f21776	-5.050540785305201e-07	-0.0857720551442003	0.3714476067834866	1.0	down
f21775	0.0	0.0	1.0	1.0	up
f21788	0.0	0.0	1.0	1.0	up
f21807	0.0	0.0	1.0	1.0	up
f21808	0.0	0.0	1.0	1.0	up
f21809	-4.501930204241944e-06	-0.0662093772740707	0.879799263286739	1.0	down
f21839	5.780843639513477e-08	0.0084410225937617	0.1901478559973031	1.0	up
f21838	0.0	0.0	1.0	1.0	up
f21837	0.0	0.0	1.0	1.0	up
f21836	-3.49656544130994e-07	-0.0193685668307171	0.5391974390231598	1.0	down
f21834	1.461168885725783e-07	0.0415768264736911	0.6066868181399647	1.0	up
f21833	-2.2198106271389405e-06	-0.1007881824404545	0.4361993142286369	1.0	down
f21832	0.0	0.0	1.0	1.0	up
f21830	-2.0397780808707465e-06	-0.1598910473126664	0.4947283827835175	1.0	down
f21825	-1.5346058680734132e-06	-0.1707003150790007	0.4079019604296244	1.0	down
f21824	0.0	0.0	1.0	1.0	up
f21823	0.0	0.0	1.0	1.0	up
f21822	0.0	0.0	1.0	1.0	up
f21820	0.0	0.0	1.0	1.0	up
f21819	0.0	0.0	1.0	1.0	up
f21818	0.0	0.0	1.0	1.0	up
f21817	2.752711479843129e-07	0.0506678017838703	0.9640412010203728	1.0	up
f21816	0.0	0.0	1.0	1.0	up
f21815	0.0	0.0	1.0	1.0	up
f21814	0.0	0.0	1.0	1.0	up
f21813	0.0	0.0	1.0	1.0	up
f21812	-1.281772236325196e-06	-0.0659951358138612	0.1903452845434414	1.0	down
f21811	0.0	0.0	1.0	1.0	up
f21810	1.5450308783329094e-06	0.0593574640989545	0.2166137737124572	1.0	up
f21841	0.0	0.0	1.0	1.0	up
f21901	0.0	0.0	1.0	1.0	up
f21957	0.0	0.0	1.0	1.0	up
f21903	0.0	0.0	1.0	1.0	up
f21991	0.0	0.0	1.0	1.0	up
f21990	0.0	0.0	1.0	1.0	up
f21989	0.0	0.0	1.0	1.0	up
f21988	-0.0003819624963216	-0.2065675227712585	0.8981064446512649	1.0	down
f21987	0.0	0.0	1.0	1.0	up
f21986	0.0	0.0	1.0	1.0	up
f21985	0.0	0.0	1.0	1.0	up
f21984	0.0	0.0	1.0	1.0	up
f21982	0.0	0.0	1.0	1.0	up
f21981	0.0	0.0	1.0	1.0	up
f21992	0.0	0.0	1.0	1.0	up
f21980	0.0	0.0	1.0	1.0	up
f21978	0.0	0.0	1.0	1.0	up
f21976	0.0	0.0	1.0	1.0	up
f21975	0.0	0.0	1.0	1.0	up
f21974	-3.4811087280104404e-06	-0.1876516678384458	0.4323955843928271	1.0	down
f21973	1.14091452996945e-06	0.0867113140776838	0.4289162628817691	1.0	up
f21972	0.0	0.0	1.0	1.0	up
f21971	-1.6462390100059564e-05	-0.1050634353915119	0.8845213055529383	1.0	down
f21969	-2.102405451296363e-07	-0.0913995881244593	0.2500892566936253	1.0	down
f21967	0.0	0.0	1.0	1.0	up
f21965	-7.421723939478397e-05	-0.0466026039982268	0.3479474178850168	1.0	down
f21979	0.0	0.0	1.0	1.0	up
f21993	-6.0376615758286786e-05	-0.0839910201185797	0.2773530827236943	1.0	down
f21995	1.140851350828598e-05	0.1005620778513136	0.2912982731070668	1.0	up
f21996	0.0	0.0	1.0	1.0	up
f22025	7.934527129691559e-07	0.0183116025028509	0.605474691584055	1.0	up
f22022	1.3178623194107787e-06	0.0270845066889102	0.7907333984892454	1.0	up
f22021	-1.6591293388046322e-09	-0.0528922980251452	0.5291570867513564	1.0	down
f22020	0.0	0.0	1.0	1.0	up
f22019	0.0	0.0	1.0	1.0	up
f22018	0.0	0.0	1.0	1.0	up
f22017	0.0	0.0	1.0	1.0	up
f22016	0.0	0.0	1.0	1.0	up
f22015	0.0	0.0	1.0	1.0	up
f22014	0.0	0.0	1.0	1.0	up
f22011	0.0	0.0	1.0	1.0	up
f22010	-3.1213892652885987e-06	-0.0983717045080409	0.3997298924673339	1.0	down
f22009	0.0	0.0	1.0	1.0	up
f22008	-3.315874928375706e-07	-0.0855908039241897	0.5840232101007781	1.0	down
f22006	0.0	0.0	1.0	1.0	up
f22005	0.0	0.0	1.0	1.0	up
f22004	0.0	0.0	1.0	1.0	up
f22003	1.2069404181602296e-05	0.1505866311394162	0.4444273526589251	1.0	up
f22002	0.0	0.0	1.0	1.0	up
f22001	0.0	0.0	1.0	1.0	up
f22000	0.0	0.0	1.0	1.0	up
f21998	5.935643675911706e-07	0.0854933548272219	0.1651287618997936	1.0	up
f21997	0.0	0.0	1.0	1.0	up
f21964	0.0	0.0	1.0	1.0	up
f21963	0.0	0.0	1.0	1.0	up
f21962	6.607983232242986e-08	0.1477971248375947	0.281599334732707	1.0	up
f21960	1.525927655166015e-08	0.052892298025145	0.5291570867513564	1.0	up
f21927	7.790767995174975e-10	0.052892298025145	0.5291570867513564	1.0	up
f21926	0.0	0.0	1.0	1.0	up
f21924	0.0	0.0	1.0	1.0	up
f21923	0.0	0.0	1.0	1.0	up
f21922	0.0	0.0	1.0	1.0	up
f21921	0.0	0.0	1.0	1.0	up
f21920	-5.625113608402899e-07	-0.160195754302753	0.2687242712412864	1.0	down
f21919	0.0	0.0	1.0	1.0	up
f21918	1.828071821364574e-06	0.0682208474868322	0.4586742058959745	1.0	up
f21917	0.0	0.0	1.0	1.0	up
f21916	2.0010081636428367e-05	0.0884409335411738	0.7965902380327938	1.0	up
f21915	0.0	0.0	1.0	1.0	up
f21914	0.000147616374219	0.1173571958375568	0.3866222614174501	1.0	up
f21913	-3.9430960896424944e-10	-0.0528922980251451	0.5291570867513564	1.0	down
f21912	0.0	0.0	1.0	1.0	up
f21911	0.0	0.0	1.0	1.0	up
f21910	0.0	0.0	1.0	1.0	up
f21909	1.0301360744051637e-06	0.1050243410785766	0.630327954072707	1.0	up
f21908	0.0	0.0	1.0	1.0	up
f21906	0.0	0.0	1.0	1.0	up
f22519	3.135581431706669e-06	0.0966182856243445	0.1683278032189574	1.0	up
f21905	0.0	0.0	1.0	1.0	up
f21904	0.0	0.0	1.0	1.0	up
f21930	0.0	0.0	1.0	1.0	up
f21902	0.0	0.0	1.0	1.0	up
f21931	0.0	0.0	1.0	1.0	up
f21933	-2.46072158915922e-09	-0.0528922980251448	0.5291570867513564	1.0	down
f21959	0.0	0.0	1.0	1.0	up
f21958	0.0	0.0	1.0	1.0	up
f21774	0.0	0.0	1.0	1.0	up
f21956	0.0	0.0	1.0	1.0	up
f21955	0.0	0.0	1.0	1.0	up
f21953	0.0	0.0	1.0	1.0	up
f21952	0.0	0.0	1.0	1.0	up
f21951	0.0	0.0	1.0	1.0	up
f21950	0.0	0.0	1.0	1.0	up
f21949	0.0	0.0	1.0	1.0	up
f21948	0.0	0.0	1.0	1.0	up
f21947	0.0	0.0	1.0	1.0	up
f21946	3.6812083781114777e-06	0.0763829410961627	0.8609467728409799	1.0	up
f21945	0.0	0.0	1.0	1.0	up
f21943	0.0	0.0	1.0	1.0	up
f21941	0.0	0.0	1.0	1.0	up
f21940	7.47008016332984e-09	0.0528922980251456	0.5291570867513564	1.0	up
f21939	0.0	0.0	1.0	1.0	up
f21938	0.0	0.0	1.0	1.0	up
f21937	0.0	0.0	1.0	1.0	up
f21936	0.0	0.0	1.0	1.0	up
f21935	0.0	0.0	1.0	1.0	up
f21934	0.0	0.0	1.0	1.0	up
f21932	-1.6257097686320776e-06	-0.0492737292292537	0.432872310905648	1.0	down
f21773	-1.0379149844084168e-06	-0.1011401507394889	0.928087258734636	1.0	down
f21718	0.0	0.0	1.0	1.0	up
f21771	-1.6291307329083792e-06	-0.137144601393451	0.6737146709466899	1.0	down
f21614	0.0	0.0	1.0	1.0	up
f21613	0.0	0.0	1.0	1.0	up
f21612	0.0	0.0	1.0	1.0	up
f21611	0.0	0.0	1.0	1.0	up
f21610	0.0	0.0	1.0	1.0	up
f21609	0.0	0.0	1.0	1.0	up
f21608	-8.444287546808483e-06	-0.1570868806985567	0.7281797922117885	1.0	down
f21607	-1.5821442502783612e-08	-0.0031429125990873	0.1964491961535558	1.0	down
f21605	-1.3023159735894295e-06	-0.0131931965976361	0.1936491435334403	1.0	down
f21604	0.0	0.0	1.0	1.0	up
f21615	0.0	0.0	1.0	1.0	up
f21603	0.0	0.0	1.0	1.0	up
f21601	-3.766435838770121e-09	-0.0528922980251444	0.5291570867513564	1.0	down
f21599	0.0	0.0	1.0	1.0	up
f21596	9.980649447243196e-07	0.0156284268314471	0.8176320835798834	1.0	up
f21594	0.0	0.0	1.0	1.0	up
f21593	-1.2914897524751724e-08	-0.0326298875663465	0.2700983372019945	1.0	down
f21592	0.0	0.0	1.0	1.0	up
f21591	0.0	0.0	1.0	1.0	up
f21590	0.0	0.0	1.0	1.0	up
f21588	0.0	0.0	1.0	1.0	up
f21587	-4.438876203494144e-09	-0.0082990852698367	0.7528650376817954	1.0	down
f21602	0.0	0.0	1.0	1.0	up
f21616	0.0	0.0	1.0	1.0	up
f21618	0.0	0.0	1.0	1.0	up
