feature	std_effect	effect_mean_diff	p_value	p_adj_bh	direction
f3664	-0.014219553669453043	-1.5352362039266155e-05	0.0109102770553238	0.2493564508603471	down
f13069	0.036320894722920334	1.063038649590453e-06	0.0109930006136205	0.2493564508603471	up
f29420	0.10156111953924317	4.571534307615366e-06	0.0110301811013935	0.2496111701177241	up
f29285	0.07223121241361737	1.5052088683660258e-06	0.0110563729244887	0.2500312132433719	up
f7081	0.1934845320523979	2.3955929797011777e-05	0.0110724893027873	0.2502229858439563	up
f5923	-0.11361239542864597	-1.1368447016138817e-05	0.0110926202782887	0.2505051559469096	down
f13892	0.1978160245827916	0.0002422396986803	0.0111189048443425	0.2509258084982199	up
f31651	0.03255528881070004	4.169006060692483e-07	0.0111430669003694	0.2511739445427778	up
f22217	0.2924184033808945	0.0007024099864065	0.0111452305714477	0.2511739445427778	up
f1864	0.1898456962479154	2.972502005832211e-06	0.0111757754128868	0.2516892156216336	up
f18147	-0.17300788689206584	-0.0001693313758587	0.0112112872555846	0.2521423890123529	down
f18194	0.04077227839733674	7.165447932493408e-06	0.0112074130944464	0.2521423890123529	up
f30095	0.053320230125078624	1.9829654847853817e-06	0.0112449932554024	0.2527269814766998	up
f14876	0.13305058034973177	1.28759304061532e-07	0.01125760125656	0.2527635578791645	up
f24976	0.23996202766403898	7.138602792292658e-05	0.0112620481721063	0.2527635578791645	up
f9574	0.13616434757004328	3.2356718274968443e-06	0.0113112727993436	0.253394547625185	up
f28139	-0.17368059162815466	-1.595967211324023e-05	0.0113133613029677	0.253394547625185	down
f32665	0.15038533784093044	8.270497462217463e-05	0.0113043364136822	0.253394547625185	up
f14928	0.15338823552674494	4.149388561927481e-06	0.0113219482690523	0.2534136618034897	up
f29324	0.01700817038215576	3.816150638158433e-07	0.0113297488863048	0.253415161437842	up
f22920	0.20366860535319695	7.752997014904395e-05	0.0113645316321722	0.2536430926821559	up
f24207	0.24878402887012277	2.881373564923706e-05	0.0113617403887451	0.2536430926821559	up
f2553	-0.03499113279274547	-3.451014861639123e-06	0.0113709015853908	0.2536430926821559	down
f10730	0.1848655694929366	8.329004464030732e-06	0.0113628792146192	0.2536430926821559	up
f25397	0.030623265727530147	5.655436683809966e-06	0.0113966699116006	0.2536997823799805	up
f32088	0.14556705767266367	6.315776565315901e-06	0.0113921523881751	0.2536997823799805	up
f16930	0.10057591171517942	4.488051237785839e-06	0.0113894027463868	0.2536997823799805	up
f16085	0.1947861888818295	2.329391031707928e-05	0.0114382258771395	0.2544519929002771	up
f19056	0.03603377745535589	1.3187797394493826e-06	0.0114665786015554	0.2549096659537106	up
f12908	0.048669295494476246	7.827881090634037e-07	0.0114875765942102	0.2552033287044617	up
f3258	0.1644889180967348	1.1890219335327856e-05	0.0115171281144636	0.2556864864869548	up
f7294	0.16608466549313503	3.893566805345472e-06	0.0115762024426348	0.2567043728227687	up
f21494	0.16049965712086545	6.253845367609756e-06	0.0115786457224137	0.2567043728227687	up
f19170	0.02986968607805478	6.620184298299137e-06	0.0116074768033941	0.2571695739645845	up
f32337	0.08227786299828348	1.491364419052843e-06	0.0116200353288356	0.257273863280599	up
f9939	0.11320071533746982	2.187684069212992e-06	0.011631842886455	0.2573613961535174	up
f704	0.15469391506480637	1.665673262323253e-06	0.0116881218087539	0.2581386394762562	up
f9450	-0.008887172992166842	-4.306402988731861e-07	0.0116799974978706	0.2581386394762562	down
f12531	0.07137683587522865	1.934662890562322e-06	0.01169060488839	0.2581386394762562	up
f18312	0.0013234742694303713	1.5663168596802282e-08	0.0117077092184741	0.2583422327750583	up
f27062	0.06256962014657547	2.692176641176047e-06	0.0117268689243798	0.25859087544689	up
f30094	0.08914419204814908	2.3299232225326703e-06	0.0117477961045965	0.2587588572530848	up
f21483	0.04556446588131292	5.310667088269838e-05	0.011750280138934	0.2587588572530848	up
f27892	0.13910746492812595	5.419112560048234e-06	0.0117866961408752	0.2593864735689715	up
f23140	0.12782858600398944	0.0002043060313444	0.0118772716845127	0.2602788031828744	up
f5908	0.011822411928885114	1.3874224896426314e-07	0.0118461367877231	0.2602788031828744	up
f8346	0.2469786828558073	2.58155873780197e-05	0.0118818112933982	0.2602788031828744	up
f8481	0.13348754541842772	6.795318367949221e-07	0.0118828457507806	0.2602788031828744	up
f14342	0.009500076454138409	5.18471311806934e-07	0.0118725340987107	0.2602788031828744	up
f15940	0.2437776482361246	8.717853077178005e-05	0.0118355101485855	0.2602788031828744	up
f16522	0.059449807491980415	6.022245834174101e-07	0.0118666480754895	0.2602788031828744	up
f19675	-0.20378899648653406	-8.12828236594214e-05	0.0119051847544066	0.2605939171893098	down
f1063	0.17942081110802208	2.8614487053346236e-05	0.011930045111082	0.2609637638183822	up
f24657	0.1896320257002582	1.034448445352609e-06	0.0119447381884639	0.2611108612138678	up
f8837	0.1212308072348434	2.659311716342927e-06	0.0119570440046569	0.2612056119630648	up
f8928	0.0015703839362118796	1.3585984561359512e-08	0.0119929785806274	0.261816070706197	up
f14022	-0.011070028738695342	-2.6371624335297394e-07	0.0120371122599493	0.2626045902357002	down
f3783	0.04633163042730251	2.181337204092415e-06	0.0120837126279247	0.2634458385840569	up
f27851	-0.07748463245460749	-3.0537781876773808e-06	0.0121115716562751	0.2637023123141682	down
f25260	-0.16525149422334567	-0.0001121953697074	0.0121081824902705	0.2637023123141682	down
f4519	0.09654822428464198	9.232160955434666e-07	0.0121468689065113	0.2642932162967066	up
f24916	0.07359529870595094	2.201200717536267e-06	0.012154842436497	0.2642932162967066	up
f12252	0.03703100205637591	5.2649388380814344e-06	0.0121740882367757	0.2645361560627779	up
f9756	0.17193183988624444	2.4377843261390806e-05	0.0121926828284219	0.264635453165891	up
f29636	0.026168848985460888	3.0809130294073836e-06	0.0121948100061186	0.264635453165891	up
f5340	0.15170979007779808	1.7394426868122536e-06	0.0122260874864001	0.2651386067202923	up
f6245	0.1695475401406392	4.166356251516845e-06	0.0122786789016711	0.2654008906662012	up
f11323	-0.34262957757615997	-8.558757227729075e-05	0.0122590376149057	0.2654008906662012	down
f12540	0.010658054288448737	4.7228717448888344e-08	0.0122778813047887	0.2654008906662012	up
f22710	0.25473706420465647	0.0003250902015715	0.0122590376149057	0.2654008906662012	up
f25251	0.12712222961984937	1.6924854133321785e-05	0.0122730045041118	0.2654008906662012	up
f24424	0.1470762827179198	1.5441205141542011e-06	0.0122914192317255	0.2655011373666331	up
f7518	0.13011876198730432	6.447772873798385e-06	0.0123352680190987	0.2662727684122724	up
f29063	0.14829861920534942	3.385283607349265e-05	0.0123565096547542	0.266275480433689	up
f32713	-0.2329338425362643	-0.0027701734304428	0.0123597719036755	0.266275480433689	down
f20781	0.08644734149620155	4.538315050922392e-06	0.0123591765074336	0.266275480433689	up
f17864	0.24863729397764958	0.0002879876092774	0.0123886874775629	0.2667230691621438	up
f8015	-0.0747510473516033	-4.1178686478815507e-07	0.0124037350549098	0.2668716942083306	down
f14743	0.19211012967918298	0.0001541518179583	0.0124466984328673	0.2672696030460017	up
f19015	0.11988157360912245	4.184651229479641e-05	0.0124437728952114	0.2672696030460017	up
f31889	0.13375073742941657	3.1460306854569356e-06	0.0124360367414898	0.2672696030460017	up
f19600	0.23643637150021832	0.0002606195157859	0.012504949826937	0.268344594583544	up
f24124	0.05068516770536252	1.0021520720329137e-06	0.0125378935520542	0.2688754554409122	up
f13402	-0.13736477944414777	-2.2725356851879044e-05	0.0125502498832244	0.2689644134555258	down
f3310	0.08558089229367384	7.103148289388628e-06	0.0125849132010656	0.2695310037728889	up
f2008	0.10388856279114335	1.3725152857659849e-06	0.012596202059061	0.269557787450718	up
f17514	0.0692405096663281	5.9889929507335185e-06	0.0126026162834014	0.269557787450718	up
f17260	0.07755539714516756	5.474840265378589e-06	0.0126253113154936	0.2698003655353745	up
f28765	0.09237884264503712	1.4279184142651505e-07	0.0126304248270039	0.2698003655353745	up
f17436	0.20944702827682313	6.036831137316768e-05	0.0126590090623244	0.2700311779700413	up
f4566	0.16091146954825572	3.06118761363905e-06	0.012655062577993	0.2700311779700413	up
f30053	0.16156180288210767	1.9005066751560664e-05	0.0126659521649155	0.2700311779700413	up
f11915	0.27724712199373636	3.0247884660639105e-06	0.01267507511469	0.2700499748752693	up
f13798	0.12853172881403116	1.8944501716759984e-06	0.0126925556238062	0.2702466943995341	up
f15369	0.08099740137124943	1.2452849150577094e-06	0.0127204729468921	0.2706652321582874	up
f22324	0.10275559908309867	5.24161848170479e-06	0.0127488281830136	0.2708901981388167	up
f26861	0.01455141935435838	1.1638742216746324e-07	0.012755846427252	0.2708901981388167	up
f27742	-0.006430178308894139	-2.85718716440897e-07	0.0127509536678394	0.2708901981388167	down
f11921	0.07821511834559454	9.123885211010928e-07	0.0128527756686414	0.2725953094563386	up
f20255	0.06441211962918313	2.646692231792258e-06	0.0128506790528519	0.2725953094563386	up
f1538	-0.08030529736624907	-3.154906738927821e-06	0.0128876321617495	0.2728207177214901	down
f6584	0.2585870454838519	3.5423041917965748e-06	0.0128834883768665	0.2728207177214901	up
f14032	-0.02681107874864064	-1.3136769757693402e-06	0.012888381074001	0.2728207177214901	down
f28394	0.1684567519606741	0.0001295683218922	0.0129195116040077	0.2733031350807783	up
f14258	0.21935607753179076	7.245757629607396e-05	0.0129494535689665	0.2737598029341263	up
f10380	0.2067632606818981	8.265090150416654e-06	0.012982731707317	0.2742863653032646	up
f2573	0.09278201302874331	1.3599697776953692e-06	0.013010618120385	0.2745215290204615	up
f32376	0.0746064136691717	6.211000290932134e-07	0.0130078928037404	0.2745215290204615	up
f23749	0.01802822945106857	1.0410196409793569e-07	0.0130721106193056	0.2756415191592059	up
f27629	-0.12363955188508893	-2.365830646158429e-05	0.0130856740408163	0.2757500752215238	down
f8134	0.10244059605166092	4.318381652865355e-06	0.013099629068635	0.275866738638196	up
f8377	0.25577082731833584	3.444728815520648e-05	0.0131171840515988	0.2760590154160498	up
f681	0.17233182879464404	4.744671401931555e-05	0.013173501716105	0.2768952311022642	up
f3583	0.08847369520754185	4.3508461749297563e-07	0.0131842139195888	0.2768952311022642	up
f3592	0.1796629262329295	8.59868832776556e-08	0.0131907182541087	0.2768952311022642	up
f29101	-0.2284224024481346	-8.749239052121994e-06	0.0131907182541087	0.2768952311022642	down
f13634	0.2220427598585079	1.7280240539548685e-05	0.013225687794213	0.2773530609021403	up
f19538	0.03155844889624148	1.8308966209588103e-06	0.0132294566098036	0.2773530609021403	up
f7659	0.22790852409843465	2.4253551346191673e-06	0.0132825397566498	0.2782878917812674	up
f5129	-0.2055217383769292	-0.0002338418810395	0.0133153029066715	0.2787960675053125	down
f6061	0.16788671653516513	3.5909659682147324e-06	0.013351661038944	0.2791392704733624	up
f8065	0.22396892566886528	7.787096708852915e-06	0.0133515288829155	0.2791392704733624	up
f28595	0.06696263225556717	4.592159211824764e-06	0.0133572502472605	0.2791392704733624	up
f17505	0.2396601398209088	3.7925681917840847e-06	0.0133760406730728	0.2791758603664015	up
f27423	0.16693951132844673	5.282333028753783e-05	0.0133741183688808	0.2791758603664015	up
f27206	-0.06256483581661608	-3.061699135287199e-06	0.013401083836988	0.2795205061555855	down
f492	0.07169026869842472	2.127158368239179e-07	0.0134157243890708	0.2796003644592854	up
f8516	-0.1351255588773342	-0.0001015988135295	0.0134390433967094	0.2796003644592854	down
f21156	0.19840582308643456	7.223169866847457e-06	0.0134331414478863	0.2796003644592854	up
f29161	0.08169818456134287	1.2815999471058603e-06	0.0134266538690652	0.2796003644592854	up
f21299	0.029588366498275516	2.3911803145892917e-07	0.0134580790633247	0.2798187403217161	up
f10684	0.22975233461048264	1.0624609327351208e-05	0.0135189559267475	0.2807282305498511	up
f29963	0.06111704817596679	3.91992484946968e-06	0.0135175140316779	0.2807282305498511	up
f6925	0.11272928220932849	1.800237678253325e-05	0.0135437930323766	0.2810658708580872	up
f16195	0.18477566179130636	1.1519977952048063e-06	0.0135866709022211	0.2817772355215077	up
f23840	-0.1640900494649529	-4.221556810080074e-06	0.0135987109804185	0.2818485524391881	down
f9786	0.21651185209323612	0.0001481980921234	0.0136270121747016	0.282256596043377	up
f23135	0.09949982220119091	3.739305721865094e-06	0.0136408507130346	0.2823647480509904	up
f14943	0.07847316832117372	8.069961768342181e-07	0.0136547294031282	0.2824735941172392	up
f1709	0.2286067998271554	3.236368658690481e-06	0.0137199251943009	0.2834643813157972	up
f25936	0.06390275698791358	3.3189953646797224e-06	0.0137189344452731	0.2834643813157972	up
f24503	-0.21905063308485356	-4.453282945178216e-07	0.013789563285225	0.284007799956163	down
f22588	0.16592073228970505	2.560788987466367e-06	0.0137847258179392	0.284007799956163	up
f5018	0.07821234729145338	2.4280673633256808e-06	0.0137558619399327	0.284007799956163	up
f5089	0.11224188874737734	0.0001839440090807	0.0137769852070021	0.284007799956163	up
f12917	-0.11554800951527577	-5.058006971012219e-06	0.0137803683492182	0.284007799956163	down
f28083	0.05310003204869216	4.447250183147844e-06	0.0138135847282285	0.2843238344061508	up
f12045	0.10946544140632136	2.397021180513548e-06	0.0138261213011216	0.284367520799708	up
f30622	0.14092908528052106	5.636405061522963e-05	0.0138330636033549	0.284367520799708	up
f12375	0.1405882785912276	8.078722370555625e-06	0.0138626142735661	0.2847963288502911	up
f2631	0.12396855256152847	3.951056864025304e-06	0.013908488344444	0.2850239812825149	up
f8810	0.30614367427884237	2.118843469361309e-06	0.013894547708139	0.2850239812825149	up
f16592	0.21463962211051005	7.315449005545815e-06	0.0139082322724513	0.2850239812825149	up
f25734	-0.1250546006718007	-1.0126629423211852e-05	0.013892755990104	0.2850239812825149	down
f12192	0.17096181590673706	0.0004007225738314	0.0139210558255179	0.2851032233066076	up
f5596	0.17056584592242482	3.4280842573934936e-06	0.0139513749343228	0.285545692597058	up
f1405	0.15031665082017798	2.370603991221287e-05	0.0139823440379409	0.2858224887306599	up
f15969	0.16546368686950655	7.905909576948033e-06	0.0139773608764514	0.2858224887306599	up
f1665	-0.2079706607136904	-0.0001465493342839	0.0139934318596662	0.2858708074672973	down
f32537	-0.08468539276374029	-6.573104543349473e-06	0.0140289382251964	0.2860611373760027	down
f26057	0.04964609095853344	5.727168390876614e-07	0.014014583350799	0.2860611373760027	up
f13626	0.09280677981856085	4.031061140267411e-06	0.0140263684679945	0.2860611373760027	up
f8800	0.1396435942122087	5.785923840448959e-06	0.014064718904807	0.286546150153642	up
f24723	0.16106363852268538	1.71611118275905e-07	0.0140702134886843	0.286546150153642	up
f7728	0.07799722147137451	1.3263167638797314e-06	0.0140812704867442	0.2865932119935626	up
f846	0.2397651251040059	0.0002606947813401	0.0141066470832981	0.2869314783522743	up
f8236	0.016951628829731336	8.570503450755498e-08	0.0141661099503307	0.2877836893071541	up
f22364	-0.09470406521972027	-2.9339836910367015e-06	0.0141644309232359	0.2877836893071541	down
f27885	-0.05175318661972671	-3.703223334014183e-06	0.0141782232659334	0.2878513134932515	down
f4149	-0.10775874734022213	-1.1616576321102912e-05	0.0141994491407972	0.2879304779736318	down
f12183	0.13483325789554013	8.217034697736381e-06	0.0141996964235043	0.2879304779736318	up
f12397	0.0358813632170757	3.965389085351489e-06	0.0142344530619091	0.2884567457839449	up
f12604	0.11831002427665008	7.125488507881528e-06	0.0142553149290172	0.2887009639023715	up
f20701	0.10978356916199784	2.3293574231502136e-06	0.0142902746014547	0.2891417214593874	up
f25059	0.1445930974810558	1.0309325170965167e-06	0.0142947262196108	0.2891417214593874	up
f11885	0.017042005072200654	4.829805402550846e-08	0.0143047775897493	0.2891665342756988	up
f2479	0.14759664581196155	1.0173872869927436e-06	0.0143168926318222	0.2892330072500317	up
f3626	0.07865434073339579	1.0335714260236272e-05	0.0143365545683441	0.2894517683890946	up
f19359	0.10451703266155639	3.1930811128404456e-06	0.0143689851947243	0.2898946020206773	up
f23662	0.10322095835082128	8.501392516336636e-05	0.0143850287745856	0.2898946020206773	up
f30072	0.17507250314269351	0.0001524149051401	0.0143850279200674	0.2898946020206773	up
f12655	0.12177586973959201	1.1993518928647972e-06	0.0144001183340175	0.2899916838381448	up
f18769	-0.10402583878302159	-6.532690009044017e-05	0.0144252455034233	0.2899916838381448	down
f23639	0.01346764424151037	6.813741274527275e-07	0.0144193194010225	0.2899916838381448	up
f30127	0.05286748810249581	4.099433608644176e-07	0.0144079068084144	0.2899916838381448	up
f16483	0.09245955415038627	1.0518733542994596e-06	0.0144435048490238	0.2901807277086539	up
f17788	0.16014355047511444	1.6150458141055424e-06	0.0144706524490951	0.2901923742055995	up
f29277	0.06678895791075376	5.670855171047151e-07	0.0144622742241257	0.2901923742055995	up
f32417	0.03856251485557786	4.224324547976722e-07	0.0144538194773228	0.2901923742055995	up
f31546	0.007677326199241128	3.223945568606723e-07	0.0145387294021389	0.2913792569108802	up
f19925	0.048674509584509563	1.9319595376146024e-06	0.0146050096995818	0.2918843570441672	up
f10067	0.22097679154672387	1.3024526779190638e-06	0.0145988401786127	0.2918843570441672	up
f10366	0.18582516913175826	1.3350722279938054e-05	0.0145927583150831	0.2918843570441672	up
f1098	0.02347311846473345	3.815273357758997e-07	0.0146084700180796	0.2918843570441672	up
f2150	0.08982797257665014	2.498676074537798e-06	0.0146023726186158	0.2918843570441672	up
f13995	0.13891942906535865	1.516602762421826e-06	0.0146214514694205	0.2919657049055294	up
f13515	0.03278793112806751	2.009206287038978e-05	0.0146346565121854	0.2920514157072418	up
f4361	-0.020593730741507065	-3.588968538679183e-07	0.0146966915421025	0.2931108876759686	down
f12988	-0.09262277619429726	-4.215890974592185e-06	0.0147421153429624	0.2938357288945634	down
f24225	-0.03537567243010727	-3.977785672759638e-07	0.0147509696664903	0.2938357288945634	down
f12558	0.0562378934414899	1.2522114629973658e-06	0.0147626677389354	0.2938900950604102	up
f20693	0.0718919727134756	3.364020789922506e-05	0.0147851132869933	0.2941582223364886	up
f10424	0.14486812248267678	5.483813596583786e-06	0.0148125227146458	0.2945247234912113	up
f25783	0.10211842619650834	7.422019916702993e-07	0.0148338304109739	0.2947695299616706	up
f11491	0.04538612773036285	7.452404624928022e-07	0.0148659061274681	0.2952278860514412	up
f6738	0.09388681724312699	1.9380205994821153e-06	0.01489565266766	0.2954605003716001	up
f8497	0.20706688400185105	2.325710984223406e-06	0.0148920368804673	0.2954605003716001	up
f21579	0.012636449430536451	2.453291162964888e-07	0.0149220487113492	0.2956261742282297	up
f5	0.08449301042861322	2.302735512785148e-06	0.0149197623110375	0.2956261742282297	up
f6056	0.15975190138294995	2.128434534824919e-06	0.0149699369968257	0.2963957072579972	up
f2273	0.08220712579285178	4.620179643097799e-07	0.0150182100733886	0.2971685795436813	up
f3018	0.08778537521586362	1.4774091760045849e-06	0.0150271098725549	0.2971685795436813	up
f24940	-0.011052988533616836	-2.413620877632638e-07	0.0150442195630985	0.2973274949599588	down
f13094	0.21834117228947408	0.0003468435336835	0.0150764001510945	0.2976392676053122	up
f31129	0.1332760736819902	7.3021326952584785e-06	0.0150781611396734	0.2976392676053122	up
f23313	0.18932542747683423	0.0001329434867366	0.0150936223595607	0.2977471478800559	up
f31035	-0.03963278952911376	-3.6501529611996378e-06	0.0151017993095902	0.2977471478800559	down
f4648	0.04668742454253584	1.7524344075354749e-06	0.0151130390131781	0.2977895744941803	up
f326	0.053684871023978224	5.753582980105421e-06	0.0151233205881373	0.2978130823510127	up
f8473	0.18193436634609095	5.17459012735344e-06	0.015153341361153	0.2980460322462563	up
f11623	0.12473317035119519	4.4255365912249545e-05	0.0151507389603805	0.2980460322462563	up
f20152	0.04847700060438424	1.94484245730564e-06	0.0151999878872159	0.298784165019972	up
f8384	0.26297287351375914	1.1068283729400718e-06	0.0152142997586664	0.2988861957385976	up
f22494	-0.016132243537277165	-4.574333124764962e-07	0.0152366606583998	0.2991461332860672	down
f7411	0.19807772698006265	9.651205155751084e-05	0.0152493857518629	0.2992166900102065	up
f32421	0.096354283872845	2.5655304852989503e-06	0.015260047837812	0.2992467070912181	up
f19959	0.09060757434479588	2.0637950372474737e-05	0.0153219651349421	0.2999224334180319	up
f104	0.059262519629839465	1.7479203452239744e-06	0.0153150981588644	0.2999224334180319	up
f16082	0.1261531962455783	5.897754872421502e-07	0.0153088202543393	0.2999224334180319	up
f10976	0.15115801347924376	2.9205716755313915e-06	0.0153376430627758	0.2999431412315151	up
f17889	0.12102840291013243	9.255465920432472e-07	0.0153413300996099	0.2999431412315151	up
f10463	0.0675568466092934	6.489131144917337e-06	0.0153615948107878	0.3001353813566514	up
f14700	0.1391310441161634	5.408706396337948e-06	0.0153694815037982	0.3001353813566514	up
f7899	0.16953535541839063	5.879452364752069e-06	0.0154220538718141	0.3004753526075759	up
f9196	0.13544476674419637	1.597028815012891e-06	0.0154207170880288	0.3004753526075759	up
f9696	0.1084292764830066	1.8163579698011744e-06	0.0154146704187611	0.3004753526075759	up
f30772	0.146557718135395	1.7015920748235657e-06	0.0154235700404645	0.3004753526075759	up
f5763	0.08705356818773703	1.0357351638958789e-06	0.0154461538373608	0.3007365234359123	up
f10777	0.03853051205944966	4.07050123612862e-07	0.0154767063620344	0.301152443035122	up
f31100	-0.2531827960046309	-1.2300319745008893e-05	0.0155851730011325	0.3018832708675204	down
f30233	-0.07411009000208447	-3.317775992400129e-06	0.0155254955499511	0.3018832708675204	down
f24524	0.15534482392552673	3.3697346225380897e-06	0.0155936508739907	0.3018832708675204	up
f17413	0.18911173278596577	8.687335575814359e-07	0.0155521908817353	0.3018832708675204	up
f14858	0.11951058223105133	7.416813999952865e-06	0.015598261978309	0.3018832708675204	up
f12741	0.11965203947621628	3.4472368206479586e-06	0.0156013513319256	0.3018832708675204	up
f4882	0.08845545804469832	9.01612740562996e-07	0.0155816930480097	0.3018832708675204	up
f4702	0.17583960187612888	3.268942272188724e-05	0.0156063922378411	0.3018832708675204	up
f1890	0.11280314187387026	1.557053913529671e-05	0.0156003316026067	0.3018832708675204	up
f750	0.20626688490903627	6.914093319210225e-07	0.0155653504829845	0.3018832708675204	up
f28710	0.277189615037372	3.4603993299242573e-06	0.0156220077646025	0.3020070504014734	up
f14655	0.17278691325664136	4.750701253215084e-05	0.0156578968370335	0.302522384172119	up
f5379	0.1959226414637898	4.512832101681852e-05	0.0156716522662847	0.3026097239019548	up
f31552	0.14767038549490602	2.772683586954372e-06	0.015762941431559	0.3041932066132669	up
f8631	0.1827060058525357	7.159889729155112e-05	0.0158313674963774	0.3051892015885756	up
f12543	0.08081937211784755	3.952693259634543e-06	0.0158331800140557	0.3051892015885756	up
f333	0.05334916788304149	2.0764857526955893e-06	0.0158562714520874	0.3052751486145728	up
f2144	0.07432411954026198	1.0593699371383991e-06	0.0158479320897048	0.3052751486145728	up
f1433	0.06561986039601668	3.1679764651926234e-06	0.0158691612334602	0.3053439079847486	up
f30082	-0.08084471018648992	-2.108315384248272e-07	0.0158899488544209	0.3055644624775023	down
f28086	0.1777974278956913	1.4355805611558024e-05	0.0159478898161274	0.3064987997037324	up
f17760	0.22087030339948316	3.82219128732686e-06	0.0160175441920525	0.3076570270135861	up
f21507	0.011129747603174088	3.775484947254881e-07	0.0160290726306914	0.3076980972246608	up
f24276	0.15016758326502413	7.891217266660532e-06	0.016116463668107	0.3091945441900062	up
f10131	0.22474329883078856	2.404227812803583e-06	0.0161587508188915	0.3093325820546564	up
f11821	-0.2936064542700776	-0.0006248674211092	0.016140896999039	0.3093325820546564	down
f20941	0.17695374521618096	3.3144314911623952e-06	0.0161614190819571	0.3093325820546564	up
f21324	0.0545682572065181	4.5405229793686885e-06	0.0161456542795586	0.3093325820546564	up
f840	-0.04292533800499596	-5.954682492301799e-07	0.0162236454205274	0.3101017291040792	down
f14147	0.23985383161828133	0.0007736250180751	0.0162325172769995	0.3101017291040792	up
f27000	0.05428805655733408	8.486105507472531e-07	0.0162489217795319	0.3101017291040792	up
f28698	-0.1493198955658455	-4.735014172183582e-06	0.0162400381551545	0.3101017291040792	down
f30516	0.04505763769603847	4.943350795656442e-07	0.0162275109716386	0.3101017291040792	up
f16789	0.26395258830195734	2.6790489646373316e-06	0.016357418137051	0.3118091201366424	up
f17446	0.1072224068195545	6.140102887002285e-07	0.0163490863665414	0.3118091201366424	up
f31775	0.2170401620003818	2.0511926159088036e-06	0.0163715475845662	0.3118970181692254	up
f219	-0.12974531163838363	-2.381436363066314e-06	0.0164004857928983	0.3122667742368936	down
f10689	0.19888368025474237	0.0004829540774226	0.0164356921675814	0.3125738600971026	up
f26193	0.24857172543503017	7.595677373501531e-06	0.0164340273052226	0.3125738600971026	up
f24382	0.07291409220877193	1.7873141769086944e-07	0.0164664664383922	0.3129774781051263	up
f31346	0.043462589854301334	6.634479441345321e-07	0.0164781783334392	0.313018520365296	up
f27899	0.11361226099914072	1.397447875206126e-06	0.0164897474406013	0.3130568042489139	up
f539	0.13395896842443028	2.8042497833666857e-06	0.0165114300317466	0.3131056361575663	up
f20060	0.19979759350071077	2.4668068035680335e-06	0.0165022934716484	0.3131056361575663	up
f28973	0.05571675167969028	2.903867316490505e-06	0.0165516921248237	0.3136875925657739	up
f1537	-0.4363837270374598	-0.0007475154143758	0.0165848555871325	0.3139536728543778	down
f7485	0.00416216866629146	8.7809954493423e-08	0.0165848940341469	0.3139536728543778	up
f4135	0.20970310601837333	2.2014360074535943e-06	0.0166127025446044	0.3141171592507787	up
f14456	0.13557066786810237	3.4439427363395223e-06	0.0166056140456468	0.3141171592507787	up
f6952	0.20748086980206576	0.000318474914995	0.0166975070601636	0.3155385878589636	up
f17586	0.16667533588467232	2.6278417128196453e-05	0.0167642462357374	0.3166171876960481	up
f10675	-0.305064540588627	-0.0006369768834629	0.0168118294095555	0.3173329643388919	down
f31293	0.1684554541682721	0.0001333777753534	0.0168297824412677	0.3174889528125854	up
f31392	0.11188441836716194	1.4514945905830245e-06	0.0168827967558464	0.3180143636847983	up
f25118	-0.007146436446612079	-1.0740199795691294e-06	0.016886749048204	0.3180143636847983	down
f18595	0.03557543539189232	2.3125377629185097e-07	0.0168863018424704	0.3180143636847983	up
f1334	0.13793752708944645	2.1863639940420395e-06	0.0169739296831681	0.3190420503841479	up
f1508	0.10299368610938454	1.6611887986073274e-07	0.0169615783462417	0.3190420503841479	up
f7828	-0.06269603968335412	-2.333199910935946e-06	0.0169900017675884	0.3190420503841479	down
f12117	0.1480503082532114	4.900092506431974e-06	0.0169525297557829	0.3190420503841479	up
f20486	0.07495993940501133	4.160343648982234e-05	0.0169819988220789	0.3190420503841479	up
f11145	0.14452616247405575	1.586536036484176e-06	0.0170106810489262	0.319064680372763	up
f20445	0.1422593022316375	2.0769457587448415e-06	0.0170087384481699	0.319064680372763	up
f15330	0.12730482782060817	2.499077844731801e-06	0.0170345889973585	0.3191980204471051	up
f5094	0.09193721822810709	6.208911348949186e-06	0.0170372722705684	0.3191980204471051	up
f17564	0.17525732077164488	5.133485035912599e-06	0.0170488044263563	0.3192315562530541	up
f4551	0.1242262542121823	3.050719685779768e-05	0.0170590104524761	0.3192402367257211	up
f23846	0.24776463412406222	0.0006519821882247	0.0171163308019407	0.3197699708676881	up
f24129	-0.09429560156195778	-1.0688254151318689e-06	0.0171218560615826	0.3197699708676881	down
f31723	0.06833051857044402	1.7597857977307289e-06	0.0171263518943113	0.3197699708676881	up
f32552	0.12237627626564748	7.16761260991916e-06	0.0171156979971717	0.3197699708676881	up
f25965	0.04341683235519424	1.9212126426282337e-07	0.017210779922945	0.3204458789498993	up
f29368	0.1010971109012554	1.3574659351434094e-06	0.0172330281212621	0.3204458789498993	up
f28292	0.1478842814076679	1.3577073248598026e-05	0.0172090049250498	0.3204458789498993	up
f22331	0.05000855241876865	1.3322718177732895e-06	0.0172212437390102	0.3204458789498993	up
f11723	0.27495676301416616	2.5521083698549775e-06	0.017235086301799	0.3204458789498993	up
