feature	feature_idx	inv_vs_indel_mean_diff_raw	inv_vs_indel_cohen_d	p	q
f28341	28341	8.838284865435397e-05	0.3145424070516165	6.0739916577188484e-09	1.3947621488446477e-07
f3297	3297	3.2788634515392395e-05	0.3144288034280434	6.165061548863116e-09	1.4127044533786476e-07
f1377	1377	6.018111373123247e-05	0.314415331464501	6.162300000065666e-09	1.4127044533786476e-07
f25798	25798	6.734242277681395e-06	0.3142435573587814	6.158555723122326e-09	1.4127044533786476e-07
f1575	1575	-0.001020187446847558	-0.3141617720062507	6.2264279612495676e-09	1.4257693321748835e-07
f16368	16368	2.8331524733532986e-05	0.3141399277535197	6.2334868090817904e-09	1.4263889368714533e-07
f27511	27511	-2.9722484967870904e-06	-0.31444873228491677	6.254546766815052e-09	1.430209270446585e-07
f26167	26167	-1.625162065985413e-06	-0.31436480046677345	6.311435748445207e-09	1.442211482601482e-07
f29168	29168	-2.6158242170432847e-06	-0.3143392543815451	6.328826541179989e-09	1.4431662359177863e-07
f27882	27882	-4.1020189071007604e-06	-0.31433925438154897	6.3288265411773306e-09	1.4431662359177863e-07
f30696	30696	-4.5152114970343456e-06	-0.3143392543815525	6.328826541174862e-09	1.4431662359177863e-07
f14216	14216	0.0002185589799617966	0.3140604163144341	6.350482591133995e-09	1.4470974516431069e-07
f13660	13660	-0.00010126148739800556	-0.314248280500451	6.35653746763702e-09	1.447470602776441e-07
f14781	14781	-5.3508250908375236e-05	-0.31413243054491485	6.403061166134667e-09	1.4570521409159777e-07
f11246	11246	-4.024775385395125e-05	-0.3140117266912715	6.438247830296971e-09	1.4640423657402579e-07
f14430	14430	4.332637164614945e-06	0.3140775988679215	6.4946609928957054e-09	1.4758464037115567e-07
f9714	9714	0.0003579595595303025	0.3137612093208857	6.5135007752804594e-09	1.4770546256359176e-07
f11365	11365	-1.6538985725804065e-05	-0.31368632520010487	6.509713295510599e-09	1.4770546256359176e-07
f7995	7995	-0.00335913224012724	-0.3138876394758936	6.507358806064793e-09	1.4770546256359176e-07
f23967	23967	-7.715016147683075e-06	-0.3139602175660575	6.5520613031798405e-09	1.484771402369274e-07
f1512	1512	5.2162684057423444e-05	0.31380744533499366	6.601455968646051e-09	1.4949309549453614e-07
f27478	27478	0.0007588224199051703	0.31364162809206264	6.624220658771947e-09	1.4989244760705357e-07
f20412	20412	-1.1594030386601975e-05	-0.31386326458165936	6.628239641803608e-09	1.4989244760705357e-07
f28984	28984	-0.00031090275018608995	-0.3135421991776772	6.710280071180353e-09	1.516430740499571e-07
f18132	18132	-3.695118560114809e-06	-0.31371989710791515	6.731526090262705e-09	1.5201836452496784e-07
f28919	28919	-0.0019204172465418067	-0.31346228920249913	6.759818185875249e-09	1.52552150354518e-07
f13030	13030	-1.2374006905052478e-05	-0.3136828602353159	6.788366405607819e-09	1.5309097754917895e-07
f21672	21672	2.5410450611421504e-05	0.31353921347987534	6.794013772680008e-09	1.5311295963079678e-07
f13069	13069	5.285769816899638e-05	0.3135254964802848	6.822262710549829e-09	1.536439206180734e-07
f31961	31961	0.0001198444517259694	0.3135476384428671	6.83569191608893e-09	1.5384062685879262e-07
f4137	4137	-4.1484065786789874e-06	-0.31342528335332276	6.852551420521371e-09	1.5411421067099813e-07
f5278	5278	1.596231764259366e-05	0.3134901954791938	6.858306506283574e-09	1.541378515760632e-07
f23355	23355	-1.0730859799618234e-05	-0.3133623495552468	6.945498440179238e-09	1.5599046805194878e-07
f6687	6687	-9.976838721611005e-06	-0.3132867380200274	7.01402515452011e-09	1.5742162757761298e-07
f18105	18105	0.0002879973400350926	0.3130676959900786	7.199342183181977e-09	1.6147025643977207e-07
f32225	32225	-6.418376408743955e-05	-0.31291860993195403	7.22491797458271e-09	1.6193304527436816e-07
f17693	17693	-5.189661118752805e-05	-0.31256029629768967	7.2691744229396e-09	1.6281360730750842e-07
f24014	24014	4.138914293434937e-05	0.31260885904783176	7.409104081919732e-09	1.6583437333083728e-07
f16482	16482	2.97106316065765e-05	0.3127640897086182	7.455794498448487e-09	1.667655113482321e-07
f27456	27456	-0.005290189753286541	-0.3122432126965941	7.562876289361723e-09	1.6904524573656543e-07
f29558	29558	-4.809174423566479e-05	-0.312264971554252	7.626293038534292e-09	1.7034653734607476e-07
f30511	30511	-6.580360930846446e-05	-0.31234454265459977	7.693891614723725e-09	1.7173940083873776e-07
f27593	27593	0.003000389071447509	0.3123570930467069	7.734144923311073e-09	1.725203954030342e-07
f22918	22918	2.1150028036832478e-05	0.3122749777396373	7.829536987533003e-09	1.7452943401869486e-07
f22329	22329	7.461521620695878e-06	0.31224745215769206	7.838539139412048e-09	1.7461131918440108e-07
f9822	9822	4.51264327888826e-05	0.31208416628300506	7.850247865243704e-09	1.7475334378281637e-07
f15889	15889	8.392238768075393e-06	0.3121587071776322	7.894833708087201e-09	1.756265518985753e-07
f5561	5561	-6.606854562310868e-06	-0.3117820388772777	7.927336439723342e-09	1.7622995960437889e-07
f29328	29328	0.00035413026766556346	0.31214393285472825	8.010301266145862e-09	1.7795359450106278e-07
f1725	1725	-0.00010397137617733929	-0.31210301932154527	8.01812652433161e-09	1.7800675470819662e-07
f31392	31392	2.011869427535982e-05	0.3119651405744028	8.033319551618627e-09	1.7822330065500282e-07
f780	780	3.065489356751121e-05	0.3118149537825313	8.044531628688266e-09	1.7835129391668276e-07
f19920	19920	0.004264555295230821	0.3117932101727563	8.10757068260559e-09	1.7962736722624746e-07
f31286	31286	-1.5253820474754321e-05	-0.311401245481974	8.136804472315909e-09	1.8015324928976197e-07
f18166	18166	-4.406843646782883e-05	-0.31174871912978935	8.270171663253275e-09	1.829824342076187e-07
f15235	15235	0.00029416829866542164	0.311505739344326	8.292753527260234e-09	1.8335826422487406e-07
f29471	29471	-1.5467208426603714e-05	-0.3111118922479402	8.346406292863314e-09	1.8442012232268715e-07
f7548	7548	-9.310367131547537e-06	-0.31167061686441805	8.418895657686016e-09	1.858964777028675e-07
f5898	5898	1.3840320529457781e-05	0.311311157180082	8.545350635614062e-09	1.8856164958101117e-07
f19180	19180	-4.636566622398926e-06	-0.31139557001128476	8.55258516354513e-09	1.8859428710568428e-07
f2864	2864	-0.02146124179075871	-0.311448356858669	8.574744276062713e-09	1.8895576357634364e-07
f27735	27735	8.223033733624366e-06	0.31027567486114677	8.646660401470556e-09	1.9041247851840535e-07
f21762	21762	-1.725192036766592e-05	-0.3113475266390222	8.697081560455266e-09	1.913942032055058e-07
f16214	16214	-1.3579486933719766e-05	-0.310683579376387	8.707242301721837e-09	1.9148920519652427e-07
f10060	10060	7.842391097385968e-05	0.3112081363535905	8.720173386990904e-09	1.9151651578077612e-07
f4703	4703	-6.34332021010258e-05	-0.31125421001081727	8.717516101107994e-09	1.9151651578077612e-07
f32132	32132	6.958734799029895e-05	0.3112117820491599	8.815248523236122e-09	1.934749253914275e-07
f4211	4211	-2.9353469419999916e-05	-0.3109951883771683	8.897941426502935e-09	1.9515913297432944e-07
f31801	31801	0.000234695346542659	0.3110635364292419	8.910408274626e-09	1.9530184504544798e-07
f9409	9409	0.0001218987871444759	0.31104849426427417	8.982168251319718e-09	1.9674310779361264e-07
f12196	12196	-0.0004445502444806542	-0.31064247675234913	8.992834594664118e-09	1.9684515965127176e-07
f28698	28698	3.7893814031641734e-05	0.31077406110907707	9.029847141595912e-09	1.9752338527090444e-07
f25237	25237	7.834656075179478e-06	0.3106545609985179	9.144313739809619e-09	1.998938443135968e-07
f20423	20423	0.00010852597404924122	0.31055719073745625	9.303660476931807e-09	2.032415643387343e-07
f10166	10166	1.8498248602034955e-05	0.30990281865794095	9.526022752329132e-09	2.079605020308601e-07
f17823	17823	0.00020543518509449704	0.31003412354762794	9.601982565080819e-09	2.0947920418945956e-07
f19875	19875	3.839527901228783e-05	0.31023232702390213	9.611076352860774e-09	2.0953809043948227e-07
f689	689	-1.2411819620215932e-05	-0.31017786314751544	9.714457244728968e-09	2.1165115358728645e-07
f61	61	7.293859863109122e-05	0.31013249411250743	9.722782013618523e-09	2.1169177476561578e-07
f10535	10535	-0.00043022220163298436	-0.31026918444990625	9.739704037904585e-09	2.1191940366139272e-07
f10893	10893	5.982792582861813e-06	0.31003267919576466	9.862206292173502e-09	2.1444245241004733e-07
f4178	4178	-6.196190913864745e-05	-0.31007665517290445	9.897806696956027e-09	2.1507382615772883e-07
f31179	31179	3.579917283786926e-05	0.31011475815521994	9.911205444854274e-09	2.1507972186555288e-07
f19066	19066	5.183087526217735e-06	0.30966082677355294	9.910934907912288e-09	2.1507972186555288e-07
f23989	23989	-0.00031532599456373387	-0.3097242646836894	9.989964795725547e-09	2.166453781775875e-07
f28103	28103	-1.6801056924253184e-05	-0.309862941434921	1.0005607334422179e-08	2.168410986338267e-07
f4675	4675	5.1075913200163215e-05	0.30998396242555826	1.0082017424576553e-08	2.183526417505119e-07
f5745	5745	0.00010151895894718369	0.3097707510616237	1.0175753788415803e-08	2.2023718635324241e-07
f12361	12361	2.7252905188756164e-05	0.3097076725816337	1.0266061985264769e-08	2.2204509513739666e-07
f13228	13228	6.179879037777677e-05	0.3094586088965295	1.0487262092097928e-08	2.2667981809621695e-07
f19974	19974	1.3289289732451184e-05	0.3088621041403604	1.0597263965354952e-08	2.289064901890251e-07
f28787	28787	-2.3137874309863293e-05	-0.30922225388865865	1.0688244596454416e-08	2.307196303930292e-07
f28276	28276	0.0007645174505783611	0.3092589176486947	1.076706506079339e-08	2.322680631415917e-07
f7997	7997	1.625545224149911e-05	0.30854154917674126	1.0784251715814937e-08	2.3248576330514727e-07
f18137	18137	7.5873918831348424e-06	0.30906428467724284	1.080227135626019e-08	2.3256821800389875e-07
f22364	22364	-3.44583509234196e-05	-0.30906476016094364	1.0799263902783408e-08	2.3256821800389875e-07
f20415	20415	1.0621652184324506e-05	0.30917692331704516	1.0824133465598054e-08	2.328858866715148e-07
f24120	24120	6.00262642105268e-05	0.3088304220984924	1.1195888208723e-08	2.4072628925422264e-07
f12683	12683	-1.9579484100436926e-05	-0.3089034584026839	1.1260970973757235e-08	2.419668831921817e-07
f18432	18432	-3.5346909367685195e-05	-0.3087118162879333	1.1353655994532189e-08	2.4379855807918134e-07
f5565	5565	4.622717374201914e-05	0.30823897367873704	1.1519670464361185e-08	2.470396346702797e-07
f13178	13178	-0.0014360152094325582	-0.3086076180365496	1.151547687658954e-08	2.470396346702797e-07
f22677	22677	-4.05756236432353e-06	-0.3086045296317741	1.1590009297335952e-08	2.483854968313306e-07
f630	630	1.503804422619786e-06	0.30827741314182167	1.1861498203157571e-08	2.5403762949089365e-07
f11509	11509	-7.800042383418518e-05	-0.30828590313177384	1.194441520898946e-08	2.5564637332995863e-07
f14795	14795	3.0522639644914304e-06	0.3079154471202703	1.204334295339771e-08	2.5759547121209934e-07
f29931	29931	-2.358790115977172e-06	-0.3082422063657845	1.2051546090596383e-08	2.5760278036311953e-07
f18632	18632	-1.1254376529125563e-05	-0.30702262941201097	1.2274386665303685e-08	2.6219498190917283e-07
f32642	32642	-0.00011200232326310859	-0.30800689428463424	1.2332669162397308e-08	2.632683407905114e-07
f8348	8348	-7.381420846286346e-06	-0.3077258685412983	1.2358049521341152e-08	2.6363838978861126e-07
f9223	9223	-2.365079316405172e-05	-0.3078710099559861	1.2371268670482591e-08	2.637486869189158e-07
f8824	8824	-1.7251885787378083e-05	-0.3077586980616027	1.2553516251435241e-08	2.674600913699805e-07
f19532	19532	-3.7075159520359846e-05	-0.30756876326526006	1.2615916213154936e-08	2.6861490738964324e-07
f10131	10131	-1.45210991987759e-05	-0.30762253219938507	1.2706669692133911e-08	2.703715275791195e-07
f1631	1631	1.2755892733236708e-05	0.30760807599053996	1.2735025924513801e-08	2.7079904574592357e-07
f24870	24870	-1.1197067345035196e-05	-0.30741034716400906	1.2907040625471165e-08	2.7427879845359215e-07
f28530	28530	5.2609245955993955e-06	0.30730694982354734	1.2988230712935025e-08	2.7582523914546657e-07
f31548	31548	2.7179368355843635e-06	0.30729819247685014	1.302591390504192e-08	2.764463386272109e-07
f2683	2683	6.71595333031811e-05	0.3072477791911529	1.3081058461839814e-08	2.774369732540887e-07
f14457	14457	-0.00015421780803080766	-0.3071685252272986	1.3162316736504408e-08	2.789798155380184e-07
f24845	24845	-2.235084214459805e-06	-0.307174067278594	1.3291673774064038e-08	2.8153947396802225e-07
f15634	15634	9.02294478042417e-05	0.3072622894668869	1.3302393453426264e-08	2.81584514652372e-07
f11204	11204	-1.1221074450336995e-05	-0.30541044769258696	1.3700069272152772e-08	2.898152807681743e-07
f511	511	0.00010363723287550134	0.3068720538808363	1.3764733584389683e-08	2.9099534844727814e-07
f30878	30878	-1.9141779770766984e-05	-0.306968357597118	1.3793967807395277e-08	2.9142536241955413e-07
f743	743	8.545879393620583e-06	0.306729818714215	1.406882702582322e-08	2.9704080153490677e-07
f13441	13441	-5.473532940543789e-05	-0.3065939550830516	1.4170002049847212e-08	2.989843059687015e-07
f14385	14385	-3.90310107858178e-05	-0.30661675174173136	1.4407312313384748e-08	3.0379588795687995e-07
f7009	7009	-0.00039127734229103746	-0.30631887239962025	1.4445805144654176e-08	3.04411667511272e-07
f9307	9307	7.986972273751496e-06	0.306527611448591	1.4492554398490829e-08	3.0520052861808965e-07
f4658	4658	0.00013406822106584772	0.3064421467600567	1.4511232249467228e-08	3.053975968853835e-07
f23274	23274	-0.0026056334633280387	-0.3063279104277369	1.4613897231954809e-08	3.0736083728927804e-07
f23380	23380	-0.0009332924832207417	-0.30614393267419476	1.4636673114469122e-08	3.0764240193388336e-07
f20409	20409	0.001471563729324511	0.3059265904258127	1.4748609306376078e-08	3.097964293277765e-07
f23409	23409	1.8613260420222234e-05	0.3060850234514521	1.51323032768485e-08	3.175147321861667e-07
f15892	15892	-0.0020274073422686862	-0.30597240195531544	1.513543736800514e-08	3.175147321861667e-07
f5472	5472	0.0003871699083590231	0.30583338312721353	1.5187447636778928e-08	3.184019732322277e-07
f3479	3479	-0.0006162293330934127	-0.30580533460675163	1.541056059424366e-08	3.228729217085526e-07
f1118	1118	1.2172835735587537e-05	0.3055588623219537	1.5456100091077295e-08	3.2362011999004524e-07
f6666	6666	-1.8647672389176607e-05	-0.30569206062074256	1.5500215036563043e-08	3.243365557586831e-07
f11502	11502	7.861844543835364e-05	0.3058637255873086	1.559732177391742e-08	3.260952240867074e-07
f3451	3451	0.0001260609279714637	0.3055929377974923	1.5604165996336584e-08	3.260952240867074e-07
f4559	4559	0.0004994752715512212	0.30529358939793827	1.5833339413984272e-08	3.3067359204425534e-07
f2523	2523	-1.1309829719071526e-05	-0.305502269990393	1.5877316039061823e-08	3.3138082290954e-07
f1347	1347	9.591760024704854e-05	0.30555431311431924	1.5888716996114825e-08	3.314076884332849e-07
f3627	3627	-2.039011829505658e-05	-0.3054027317233905	1.608680076132473e-08	3.3532588253631603e-07
f9389	9389	-1.649484947327957e-05	-0.3049528805900952	1.616052680962543e-08	3.366485330564565e-07
f15073	15073	4.778274672909382e-05	0.3050532442398446	1.649637189400024e-08	3.43426374982592e-07
f4172	4172	2.5893479747277783e-05	0.3051315911013461	1.6628052939912137e-08	3.4594796110161326e-07
f21485	21485	-1.4840007803026571e-05	-0.30481516394702735	1.6696846634565662e-08	3.471588010922891e-07
f23682	23682	7.031663834433338e-06	0.3050263143041809	1.6851837609666395e-08	3.499372717322867e-07
f18325	18325	3.0699680480341028e-06	0.30502008888524035	1.6841390372259612e-08	3.499372717322867e-07
f12026	12026	-5.454189007910568e-06	-0.3049534898679029	1.7004391558474508e-08	3.528815089221613e-07
f24331	24331	0.0026213050876478	0.3047773632367608	1.7084553214935034e-08	3.5432065806771596e-07
f22334	22334	-9.947786208483324e-05	-0.30484814113491304	1.7167007890014466e-08	3.5580551204300697e-07
f24817	24817	0.0009331483608184498	0.3048252626136329	1.7334673139320738e-08	3.590534572877762e-07
f29993	29993	-0.004742168208052005	-0.30457980243695393	1.770552991477494e-08	3.6650335075637727e-07
f28987	28987	2.774693054691722e-06	0.30429126098583953	1.774293774937609e-08	3.6704582334062857e-07
f3324	3324	3.6756426795493876e-06	0.3035785318900915	1.785421481292739e-08	3.69114770340697e-07
f19457	19457	6.156636439430129e-05	0.304165237534998	1.831110260579109e-08	3.7832169620842524e-07
f3631	3631	-0.00019295319525813932	-0.30416343045481364	1.845067100634803e-08	3.809650835135553e-07
f18502	18502	1.995413469038405e-06	0.30414902261612503	1.8490297152942222e-08	3.8154285712066164e-07
f3695	3695	3.284281067733121e-05	0.30403288333709233	1.8701509637065305e-08	3.856583183054474e-07
f1	1	-0.0009555171704648404	-0.3038408280801775	1.8743722883461266e-08	3.8628573046871624e-07
f29551	29551	1.9100506823243838e-05	0.30399901011615355	1.8822364812612842e-08	3.876626336767427e-07
f21851	21851	-5.733077822567014e-05	-0.30391516070016744	1.8853582138351113e-08	3.880616705461616e-07
f5136	5136	6.61167682080434e-05	0.30358422344205277	1.915895683216821e-08	3.940996217680401e-07
f10864	10864	-0.004270355901680886	-0.30231875034728545	1.9372666583257732e-08	3.982456327479231e-07
f18176	18176	-3.531997048932161e-05	-0.30344029970929415	1.9511501228409064e-08	4.0084819576959763e-07
f26748	26748	0.0018879247513333601	0.30344671837634696	1.9863681422988358e-08	4.0782776495518953e-07
f11172	11172	1.9517014136779058e-05	0.30340778060090173	2.0108452315138154e-08	4.1259471851123794e-07
f11590	11590	2.604258477991347e-05	0.3028371484063421	2.034388490144415e-08	4.1716421805414384e-07
f13157	13157	3.1620498443122154e-06	0.3019016164068213	2.0475200813520334e-08	4.19594359135356e-07
f13293	13293	-5.685191847857953e-06	-0.3018612663666699	2.0488450940223567e-08	4.196034752557787e-07
f12384	12384	2.752219903153933e-05	0.30308447262926036	2.0667288708785522e-08	4.230016966954928e-07
f32489	32489	-1.8219473414709293e-05	-0.3030337120638855	2.068973259964686e-08	4.231967277311038e-07
f6625	6625	0.0001063044355526342	0.30255809932497935	2.1181898396125206e-08	4.329934164967129e-07
f3416	3416	-7.210401206975802e-05	-0.301929127604822	2.1196380678141803e-08	4.330193279684231e-07
f30072	30072	-0.0013389285836767936	-0.30243806973629284	2.2023083815750834e-08	4.496276700775846e-07
f2157	2157	-2.1896210559394344e-05	-0.3021496946540804	2.2263296410653098e-08	4.5424887720067294e-07
f32552	32552	8.821167421046994e-05	0.3023021450489757	2.232590202268701e-08	4.5524278623485247e-07
f18807	18807	0.00022230206835566996	0.30235159799141126	2.2497143440667943e-08	4.584492514078403e-07
f25523	25523	5.938559635459179e-06	0.302125530412996	2.268478137228551e-08	4.619856532051284e-07
f17512	17512	5.611395815711668e-05	0.3022625464405654	2.271451939203269e-08	4.623039574149858e-07
f22220	22220	1.966556553920132e-05	0.302068194829875	2.2752162670652924e-08	4.6278266070264123e-07
f4194	4194	-9.192574730799867e-06	-0.3020740484191942	2.2906892827376247e-08	4.6564085866468043e-07
f9830	9830	0.00046994704237606904	0.3018867664421457	2.30122223850347e-08	4.674919424134018e-07
f15224	15224	6.549846414730253e-05	0.30192616453065096	2.3081397513035747e-08	4.6860671233404914e-07
f7383	7383	-1.4646885979995464e-05	-0.30201477636556223	2.3158571956401227e-08	4.6988240610981757e-07
f146	146	-6.099143481281187e-06	-0.3013671101682303	2.3317330315300913e-08	4.728108166904581e-07
f9295	9295	0.0007867716854629439	0.301827206507864	2.33916526853398e-08	4.7402453629759713e-07
f19306	19306	0.00012392690079390638	0.3017649826341496	2.3513372690706925e-08	4.759565252781821e-07
f22169	22169	-4.026825327985404e-05	-0.3018752401541085	2.3516040479290066e-08	4.759565252781821e-07
f5477	5477	-0.0014107277652614617	-0.30180268805485466	2.359383497544047e-08	4.772362867131071e-07
f10380	10380	-3.643948058067638e-05	-0.3015023026434532	2.3702788708642682e-08	4.791443432478737e-07
f14126	14126	0.00020971140659509858	0.3017049468260379	2.4064847683547434e-08	4.860066328374329e-07
f13873	13873	-3.0432899111474396e-05	-0.3015894258897173	2.4071922762913623e-08	4.860066328374329e-07
f32128	32128	8.611631297493919e-05	0.3015041624192844	2.412131134807064e-08	4.867038979393958e-07
f32567	32567	-2.11970872312252e-06	-0.30114463227196975	2.4188042349596237e-08	4.877500133609659e-07
f20738	20738	0.00012038323031967074	0.30134922529607244	2.430826904948462e-08	4.898729152604625e-07
f11381	11381	-1.983220048129754e-05	-0.3014752750343864	2.445792552843078e-08	4.925859272990902e-07
f24600	24600	6.644633140760041e-05	0.30140746228693677	2.448715311889579e-08	4.928716421375782e-07
f10382	10382	1.648461416542497e-05	0.3013869862452109	2.4610220289069254e-08	4.950446276440892e-07
f21974	21974	-1.3612118319932571e-05	-0.30095472002654233	2.4638161605009896e-08	4.953021912750056e-07
f32654	32654	-7.73166617636889e-05	-0.30118489909669743	2.4653255431199163e-08	4.953021912750056e-07
f29987	29987	7.209696110554173e-05	0.2999129109391457	2.5292658143105188e-08	5.078369007556806e-07
f9534	9534	2.735362060515659e-05	0.3009255762471455	2.5640135520902234e-08	5.143963395095427e-07
f30563	30563	1.5593170302443986e-05	0.30058414991518595	2.565074520137307e-08	5.143963395095427e-07
f21173	21173	1.1650540311945535e-05	0.3009698698606621	2.5897678378057143e-08	5.183965333489166e-07
f32483	32483	2.7105834638600104e-05	0.3009558428839477	2.5866289154148003e-08	5.183965333489166e-07
f25991	25991	-8.63377935898565e-05	-0.3009330408775174	2.58828001892779e-08	5.183965333489166e-07
f28313	28313	3.982812629666504e-05	0.300783714233197	2.604149036471817e-08	5.209569940604915e-07
f1771	1771	1.4493335004642306e-05	0.3004035394616519	2.6453857051714942e-08	5.288834581272698e-07
f23815	23815	-2.065701182410911e-05	-0.30036949493900006	2.654640198329714e-08	5.304100610906589e-07
f4361	4361	-4.3539041731232176e-05	-0.3005367123251304	2.7072793516973547e-08	5.40597987790487e-07
f15782	15782	2.8915631405003037e-05	0.30046803921574977	2.7154437692872047e-08	5.418980598782164e-07
f19274	19274	9.768868838883853e-05	0.30041940988805854	2.7246160218004548e-08	5.433975520533007e-07
f28537	28537	-2.9788934689349844e-05	-0.3000232841314149	2.7437006850073165e-08	5.468709491868598e-07
f24246	24246	1.069232149997593e-05	0.3004347297410584	2.750146509197383e-08	5.478224973457741e-07
f9647	9647	-3.836219882162238e-05	-0.30033428031695	2.7657686830455888e-08	5.505996853343733e-07
f9562	9562	2.7022012311915337e-06	0.2997612151859708	2.8058743789037353e-08	5.582446365993782e-07
f6127	6127	0.00010171578226748222	0.2999317804004843	2.8511328266293724e-08	5.669048571783451e-07
f31744	31744	2.2287001473679474e-05	0.29994668587101	2.861047279210374e-08	5.685312143430293e-07
f1969	1969	2.0715000615122595e-05	0.2998276770657247	2.8719613172812146e-08	5.703541117858839e-07
f22924	22924	-1.0034704880256739e-05	-0.3000038054554626	2.8756346385483176e-08	5.707377094848654e-07
f1044	1044	3.5869033035851315e-05	0.2999403609453173	2.8813622967508552e-08	5.715283277235595e-07
f31978	31978	-6.279112931224517e-06	-0.2987705225989031	2.908470059928365e-08	5.76556242732805e-07
f16755	16755	-2.686354119110287e-05	-0.2997187357023724	2.917690690569778e-08	5.780343926758796e-07
f22246	22246	2.1688387849800556e-06	0.2995151158677887	2.9492864887753276e-08	5.839409043153471e-07
f19922	19922	0.0001099241433179746	0.2996121006260499	2.9553991572174228e-08	5.844448979100815e-07
f28878	28878	-5.318114165545142e-05	-0.29971324977636016	2.9538139456609135e-08	5.844448979100815e-07
f7398	7398	1.6849041910193463e-05	0.29967474397545496	2.9634699148054193e-08	5.856874678428467e-07
f23501	23501	-4.884860740795765e-05	-0.2995109380261155	3.0174694401102935e-08	5.960002327518632e-07
f14220	14220	-0.0013913330946109324	-0.29930817196354076	3.029378096550787e-08	5.979919365528687e-07
f5784	5784	-0.00031289689383161854	-0.2993612696420988	3.042228529918051e-08	6.00167034728204e-07
f29188	29188	9.302601447935948e-05	0.29917406120103435	3.0791993630876356e-08	6.070950946429341e-07
f11244	11244	-5.834161035766425e-06	-0.2991338905213657	3.133092603077545e-08	6.173492388312988e-07
f6207	6207	0.0003965548095363504	0.29900541794888585	3.1465849036816664e-08	6.196351810326974e-07
f14381	14381	3.971178827798992e-06	0.2984354630516314	3.19580024224819e-08	6.289488428708029e-07
f16077	16077	0.00034271710405196895	0.2986334286455639	3.2567861582537496e-08	6.405664395777843e-07
f6941	6941	-1.132300795039295e-05	-0.29836659988575975	3.2591608401098713e-08	6.406489646593897e-07
f7544	7544	0.0029167934749317025	0.29863742921272024	3.275259048473128e-08	6.434273890909319e-07
f15994	15994	6.291526554247996e-05	0.29848739231063975	3.312205951243283e-08	6.502957735790287e-07
f12956	12956	0.0005595556352493856	0.29848443074592057	3.318035049882458e-08	6.51050134817655e-07
f8893	8893	-4.339676002928173e-05	-0.29812406232987926	3.3728477190347645e-08	6.614091804747526e-07
f21422	21422	-4.695991331703096e-05	-0.29843087586272554	3.381004003325497e-08	6.626120764412075e-07
f3170	3170	1.1243728887555854e-05	0.2981149496051545	3.467148987300465e-08	6.790886910691072e-07
f15000	15000	-1.2162298081810669e-05	-0.29798009795663144	3.4926403608961054e-08	6.836728754231995e-07
f24766	24766	0.005267516420156295	0.29791284348107383	3.547201958918922e-08	6.935245452855325e-07
f21794	21794	-2.450833212476157e-05	-0.29791207314870244	3.545620013764105e-08	6.935245452855325e-07
f8308	8308	-3.537060222567691e-06	-0.29785872255988244	3.5534920934635266e-08	6.939262748427464e-07
f7483	7483	-0.00807940206490457	-0.2979181263802417	3.5532435101886867e-08	6.939262748427464e-07
f18916	18916	1.1055569115602079e-05	0.2974424697615104	3.57642566140438e-08	6.979887794693193e-07
f9374	9374	0.0002102630606870142	0.297668960115224	3.6033927336508525e-08	7.0283317319209e-07
f8793	8793	-0.0008994909240703107	-0.29736236397222743	3.612516941543204e-08	7.041936653211643e-07
f10237	10237	6.4839062685808e-06	0.29761494314517495	3.659157997441827e-08	7.11170161685491e-07
f21268	21268	1.0153248237786883e-05	0.2975991840382585	3.656973663182561e-08	7.11170161685491e-07
f9135	9135	4.462960583103787e-05	0.2975219098656586	3.65888732487789e-08	7.11170161685491e-07
f3251	3251	-4.812808264042749e-06	-0.2971223848243722	3.650621066293327e-08	7.11170161685491e-07
f17746	17746	-2.636731402942262e-05	-0.29747521791422554	3.6539105964415055e-08	7.11170161685491e-07
f24180	24180	-3.429176285862923e-06	-0.29752419830619314	3.7059318308617774e-08	7.198338721616996e-07
f1670	1670	0.0005591678704721354	0.2974020283555316	3.758550127955928e-08	7.296218637017764e-07
f22052	22052	-5.500222595271356e-05	-0.2972699546872765	3.791237081903494e-08	7.355314191818455e-07
f18509	18509	-3.0471464063209298e-05	-0.2970741178128201	3.832949968934064e-08	7.43184050781251e-07
f11734	11734	-0.00023613007893020819	-0.29673142725969753	3.898843729599434e-08	7.555133727469796e-07
f26775	26775	2.4153647396555504e-05	0.29658575700853745	3.908695664386385e-08	7.56974819920881e-07
f24955	24955	-9.837920134876705e-05	-0.2964338433994592	3.917609371977921e-08	7.582529468456735e-07
f22494	22494	3.8738437914227166e-05	0.29677232815448523	3.9486596438185686e-08	7.638115655764278e-07
f8466	8466	-6.84782447751786e-05	-0.296770064212359	3.967774422568602e-08	7.670562376326132e-07
f9670	9670	0.00014771477670105275	0.29648708803707213	3.9867307160324806e-08	7.702664628711812e-07
f32214	32214	-6.0719267281196415e-05	-0.2966865314946812	4.014411533700276e-08	7.751575553110822e-07
f6868	6868	0.0001449917899662978	0.2962149804695523	4.066097906443719e-08	7.846754781999281e-07
f2759	2759	-0.00014756053734994826	-0.2959446372496625	4.085680053267783e-08	7.87990370720887e-07
f3456	3456	6.785634394743414e-05	0.29603634647604693	4.2435007620273884e-08	8.179472527653733e-07
f14292	14292	1.1817909954905709e-05	0.29619285071008944	4.2498991952504526e-08	8.186989819515981e-07
