feature	feature_idx	spearman_af	p	q
f27169	27169	-0.11110082933812755	0.003247178968273612	0.054176965596939776
f14200	14200	0.11102737842778905	0.003267777534078541	0.05446517509495708
f12120	12120	-0.11103091884620478	0.0032667819411106988	0.05446517509495708
f32732	32732	-0.11100240572247613	0.00327480788949271	0.054554603417842976
f31534	31534	0.11095388195679771	0.003288507703359634	0.05475499005268724
f11021	11021	0.11093663054530013	0.003293390868516337	0.054808446916984936
f17792	17792	-0.11088939708620456	0.0033067944633284187	0.0550035740986526
f10564	10564	-0.11087871187527867	0.003309833509307199	0.05502619200049635
f23946	23946	-0.1108486642993856	0.003318393134289472	0.055140520397767456
f17969	17969	0.11082796890377516	0.0033243003071160857	0.05521068041742519
f22220	22220	0.110793313953218	0.003334213416912276	0.05534726709492475
f17020	17020	0.11074067746779223	0.003349321572210889	0.05556990849529438
f16354	16354	-0.11070915255033374	0.003358399871321342	0.05566416134722192
f31371	31371	-0.11071478394305816	0.003356776548422206	0.05566416134722192
f8127	8127	-0.11070243667817464	0.0033603367422400205	0.05566810635476289
f1155	1155	-0.11068167111727159	0.003366331994231414	0.05573924547093227
f32496	32496	-0.1106363249357082	0.003379457746792637	0.05592831891257633
f25927	25927	0.11063029579460197	0.0033812064194210373	0.055929011585859945
f32050	32050	-0.11060131981324363	0.0033896219945884335	0.05603992609418455
f25574	25574	0.11057192177444859	0.0033981795920685043	0.056114978216086527
f9152	9152	-0.11056808100907359	0.003399299064908806	0.056114978216086527
f30417	30417	-0.11057830686582241	0.003396319262451918	0.056114978216086527
f28656	28656	0.11053935095414764	0.003407683683324133	0.05622506492203685
f19723	19723	0.11052436234711685	0.003412065432336863	0.05626902873015316
f21998	21998	-0.11051220001156502	0.003415624713858563	0.05629939166182967
f22622	22622	-0.1104993471893127	0.003419389729937809	0.056333113459327365
f29632	29632	0.11048034861641244	0.0034249619444426177	0.05639655929421894
f26755	26755	0.11046561457117066	0.003429289065487608	0.05640145364875236
f15232	15232	0.11045052924931514	0.0034337244943219176	0.05640145364875236
f26485	26485	-0.11044420134607821	0.0034355865931063757	0.05640145364875236
f26024	26024	-0.11044880757551848	0.0034342310368502917	0.05640145364875236
f14488	14488	-0.11046044483215164	0.0034308085002405443	0.05640145364875236
f1341	1341	-0.11046939211737805	0.0034281791957774866	0.05640145364875236
f3014	3014	0.11042446701813657	0.0034413996643939846	0.05644033243386491
f11723	11723	-0.11042865530855492	0.00344016518818524	0.05644033243386491
f12400	12400	-0.1104087778501642	0.0034460275401474233	0.05648795919737407
f30343	30343	-0.11038955463955359	0.0034517055673179194	0.05655274401493679
f18773	18773	-0.11030143247304691	0.003477843433984389	0.05695251056711667
f18462	18462	-0.11026484536394611	0.0034887482226292213	0.05707403981982742
f21035	21035	-0.11026884275445556	0.0034875552912980567	0.05707403981982742
f14126	14126	0.11021499545730046	0.003503655960852385	0.05728932062136275
f16411	16411	0.1101572571876114	0.003520995014313545	0.0575441220094894
f11404	11404	-0.11013566904994812	0.0035274980109582035	0.05762166242426641
f18154	18154	0.11010847721169036	0.0035357045277402987	0.057726938697057355
f23723	23723	0.11009014093996392	0.0035412482089359084	0.057759891145053185
f12817	12817	-0.11009047879539238	0.0035411459923826855	0.057759891145053185
f12301	12301	-0.11008128501637286	0.003543928482006019	0.05777484999919066
f8385	8385	0.11000872816943295	0.003565957491089853	0.058105069650936
f17184	17184	-0.10999395198531284	0.003570458898953754	0.05814950159091283
f3821	3821	-0.10996712336558384	0.0035786451400837416	0.058253871808377565
f13903	13903	0.10993080575845839	0.0035897539053153845	0.05840568816751466
f29326	29326	0.10990355990799722	0.003598108355649758	0.05845454367770514
f32351	32351	-0.10990553380665999	0.0035975025026966263	0.05845454367770514
f11570	11570	-0.10991255793179633	0.0035953473237812297	0.05845454367770514
f10566	10566	-0.10989405901418678	0.0036010257811482684	0.058472949849686054
f26801	26801	0.10986301340448079	0.0036105738867359518	0.05859895251142331
f6142	6142	0.10985624983692378	0.0036126570737380274	0.058601293061681194
f9267	9267	0.10984513376091082	0.0036160832083349417	0.058601293061681194
f29234	29234	-0.10984876837032087	0.003614962645091731	0.058601293061681194
f19075	19075	0.1098171556070912	0.0036247195327562313	0.058712214359543345
f25531	25531	0.10980020733954804	0.0036299602403761515	0.058768051954864495
f2535	2535	0.10978955056494709	0.0036332590258626933	0.058792410745416655
f26692	26692	-0.10977844130962881	0.0036367007718399093	0.058819057695779935
f23935	23935	-0.10969887743981893	0.0036614369640701207	0.059189919308657975
f26874	26874	0.10967280321032122	0.00366957652265968	0.05923383423374995
f22178	22178	-0.10967285792465085	0.0036695594253827015	0.05923383423374995
f19735	19735	-0.10967737835034565	0.003668147120556643	0.05923383423374995
f24473	24473	-0.10965653812184976	0.003674662285558359	0.0592867226849711
f24201	24201	0.10964081155744088	0.003679585742943111	0.059336941744468436
f16843	16843	-0.10957989856078457	0.0036987120838281313	0.05958672446552616
f22997	22997	-0.10958252078773445	0.0036978868650525323	0.05958672446552616
f30481	30481	-0.10955293697752476	0.0037072066295197334	0.05969422448948532
f22473	22473	-0.10952827663603593	0.003714991635373002	0.059731523997989464
f12775	12775	-0.10952947240274333	0.003714613802780562	0.059731523997989464
f3939	3939	-0.10953955496517812	0.00371142934920966	0.059731523997989464
f32183	32183	0.10948086653812437	0.003730000170429107	0.05994342598559145
f31225	31225	0.10946384402131136	0.0037354023643782486	0.060000816017620806
f11308	11308	0.1094385410237792	0.003743445531787193	0.06010055031141732
f700	700	0.10940622969011934	0.003753739303443227	0.06023630239727114
f24260	24260	0.10939883729195082	0.003756097985476495	0.06024464943127449
f2615	2615	-0.10936715983968112	0.0037662204939492966	0.06037745261532806
f25353	25353	-0.10926554727769495	0.003798857901943459	0.06087089277793802
f30551	30551	0.10925431738669915	0.003802480575586212	0.060897479807290364
f3664	3664	0.10924888530963218	0.003804234044358013	0.060897479807290364
f12216	12216	-0.10922482551363101	0.0038120093400538556	0.06099214944086169
f31346	31346	0.10921332370815026	0.003815731414827646	0.061021906784320304
f2582	2582	0.10914537502826306	0.003837787456658841	0.061344692380388734
f29506	29506	0.10913459200116717	0.00384129821866669	0.061370872759273574
f5500	5500	0.10906428770147213	0.003864259515853932	0.06169298402279277
f25934	25934	-0.10906133951089526	0.0038652251037229477	0.06169298402279277
f12490	12490	-0.10903748133699773	0.0038730471547307977	0.061757668694023736
f32416	32416	-0.10904158688017243	0.0038717001055131235	0.061757668694023736
f23993	23993	0.10901510502628306	0.0038803964044530678	0.061844761372139165
f18944	18944	0.10899793382606146	0.0038860446631656794	0.06190467259242245
f7018	7018	-0.10899000818779184	0.003888654218815215	0.061916142586072385
f30656	30656	-0.10892426028057627	0.003910363359420636	0.06223156219596668
f22370	22370	0.10891822293723703	0.0039123623109915805	0.06223314961484083
f16644	16644	0.10888180243862379	0.003924440717921377	0.06236815905133202
f3840	3840	0.10888115272747058	0.003924656493037312	0.06236815905133202
f2627	2627	0.10881181561105574	0.003947745889035571	0.06268829062883702
f32238	32238	-0.10880917489424073	0.003948627681210925	0.06268829062883702
f24288	24288	0.10876949331440638	0.003961899723907298	0.06286853760435562
f16572	16572	0.10874578420786898	0.003969848833663975	0.06295623243599144
f30717	30717	-0.10874155385547474	0.003971268690344064	0.06295623243599144
f8871	8871	0.10873454560367277	0.0039736219214151405	0.0629630769443575
f1559	1559	-0.10868586587233188	0.003990002501393275	0.06319207441549292
f30165	30165	0.10867142858924284	0.003994872351821117	0.06323863634032578
f32222	32222	0.10864085861149402	0.00400520171018619	0.06331039538802753
f24278	24278	-0.10864249608409873	0.0040046478081738985	0.06331039538802753
f26871	26871	-0.10864819924660894	0.004002719161474401	0.06331039538802753
f4893	4893	-0.10863239951815606	0.004008064243041816	0.06332509600578314
f18245	18245	0.10859364542565988	0.004021202226752192	0.06350205039335703
f2132	2132	0.1085733026434754	0.004028114213944498	0.06358056192800256
f26737	26737	0.10855181301798181	0.004035427558730996	0.06366532992031645
f9654	9654	0.10851030365764984	0.004049588078367954	0.06376593087552193
f30194	30194	-0.10851214648624993	0.004048958461623605	0.06376593087552193
f2639	2639	-0.10851592241871756	0.004047668661841215	0.06376593087552193
f8022	8022	-0.10852186966273822	0.00404563793048227	0.06376593087552193
f14816	14816	-0.10839573698817298	0.004088905237943257	0.06435410510899359
f9518	9518	-0.10835645974251688	0.004102463828334354	0.06453650250929434
f10880	10880	0.10831618023932368	0.004116410672772466	0.06472482961871794
f13233	13233	0.10827146255234579	0.004131944524373288	0.06493791758976686
f17119	17119	0.10822143245154131	0.004149386674717282	0.06517934636211768
f7957	7957	0.10821030884459304	0.004153273779422049	0.06517934636211768
f21129	21129	-0.10821190547648497	0.004152715639546787	0.06517934636211768
f30158	30158	0.10818234978884611	0.00416305853276242	0.0653016285311436
f2459	2459	0.10817307065931529	0.004166310533534508	0.06532137012576973
f4346	4346	0.10806773645651398	0.004203387940876376	0.0658472018759074
f29038	29038	0.10806637819335305	0.004203867990856881	0.0658472018759074
f28710	28710	-0.1080394578598097	0.0042133926694253	0.06596485952782045
f21271	21271	-0.1080248895887929	0.004218555208170426	0.0660141437733183
f7848	7848	-0.10801698855293516	0.004221357481597152	0.06602646394127708
f22571	22571	-0.10800152963219217	0.004226845196123102	0.06604924338891836
f9402	9402	-0.10800470608859772	0.004225717068904847	0.06604924338891836
f23665	23665	0.10792002325450217	0.004255885803084952	0.0664713374621009
f17124	17124	0.10789652009889177	0.004264293419461277	0.06653743277501077
f32108	32108	-0.10789117020549037	0.0042662092974944344	0.06653743277501077
f13652	13652	-0.10790101330421124	0.004262684936027351	0.06653743277501077
f12013	12013	-0.10782561363854755	0.004289749434066392	0.06687274474571243
f20240	20240	0.10774359575021214	0.0043193659981000535	0.06730241798656326
f1196	1196	-0.10766824922390407	0.0043467364426297336	0.06769670140308513
f26277	26277	-0.10755836499033478	0.004386934385327899	0.06825786606762801
f19648	19648	-0.1075625752381678	0.004385388015387364	0.06825786606762801
f21900	21900	-0.10752370272774169	0.00439968414521537	0.06842375418624454
f12688	12688	-0.1074905492863122	0.004411910264833641	0.06858134514139884
f31572	31572	-0.1074666465250523	0.004420744029267498	0.06865352623271914
f7411	7411	-0.10746836932765623	0.004420106797109324	0.06865352623271914
f12165	12165	0.10745757052207629	0.004424102443342192	0.06867313541612362
f15831	15831	0.10745113866502178	0.004426483834801266	0.06867756737631055
f20754	20754	-0.10741045837570617	0.004441572559733489	0.06887905803944486
f16987	16987	-0.10739400978579836	0.004447686699072423	0.06894124775553698
f21103	21103	0.10737658177672556	0.004454173203256655	0.06900914776563313
f8528	8528	0.10736135083041813	0.004459848988965331	0.06905892036340112
f24757	24757	-0.10734535779538334	0.004465815803529265	0.06905892036340112
f4128	4128	-0.10734719840847405	0.004465128724923692	0.06905892036340112
f24292	24292	-0.10735406024120453	0.004462568128024233	0.06905892036340112
f30023	30023	-0.1072484867244185	0.00450211179180793	0.06958735811035954
f27775	27775	-0.10721555711296307	0.004514510576553403	0.06971323401154661
f23114	23114	-0.10722119680715891	0.004512384908903596	0.06971323401154661
f20406	20406	-0.10720569637596729	0.004518229380435256	0.06973779573156028
f23193	23193	-0.10719158286033323	0.004523556863435203	0.0697871522132979
f15230	15230	-0.10718132107811006	0.0045274339824363085	0.06981409728775198
f17693	17693	-0.10711985837878074	0.00455071883573514	0.07014014807590267
f14897	14897	0.10710793431439314	0.004555248728180037	0.07017695830982766
f7005	7005	-0.10703445894467337	0.004583251697750084	0.07057518403753513
f23409	23409	-0.10696393556916464	0.004610275831568965	0.07095797014976601
f25791	25791	-0.10695356022953487	0.004614263726500335	0.07098600647416102
f4842	4842	-0.10693984052847487	0.00461954185581412	0.07103385618550778
f2625	2625	-0.10690704071189638	0.004632182447339988	0.07116144136635572
f31624	31624	-0.10690839872355351	0.004631658469023117	0.07116144136635572
f31610	31610	-0.10687961243873673	0.004642776906919621	0.07129077492312191
f89	89	0.10684399928227892	0.004656565530740553	0.07130202771556375
f11796	11796	0.10684399928227892	0.004656565530740553	0.07130202771556375
f17903	17903	0.10684399928227892	0.004656565530740553	0.07130202771556375
f24715	24715	0.10684399928227892	0.004656565530740553	0.07130202771556375
f29880	29880	0.10684399928227892	0.004656565530740553	0.07130202771556375
f31150	31150	0.10684399928227892	0.004656565530740553	0.07130202771556375
f29823	29823	0.10682652632260727	0.004663344193142064	0.0713460038185516
f5999	5999	-0.10682537253698235	0.00466379211973076	0.0713460038185516
f3828	3828	0.10681338290583524	0.0046684490764163505	0.0713839194288432
f11435	11435	0.10679385115966038	0.004676044503305795	0.07146355563073846
f10098	10098	0.10678877838941887	0.004678019007200134	0.07146355563073846
f20886	20886	0.10676429453867695	0.004687559593954566	0.07154266404599069
f23814	23814	-0.10676428304202376	0.0046875640779645384	0.07154266404599069
f20333	20333	0.1067477464398938	0.004694017818871806	0.0716078100040928
f14067	14067	0.10672288723834468	0.0047037347245897166	0.07172265214302272
f3424	3424	0.10671624607802291	0.004706333679160321	0.07172890325522112
f24227	24227	0.10665071641824592	0.004732047716208259	0.07208728013236274
f19832	19832	-0.10658188866861035	0.004759192507928064	0.07246710971179685
f4661	4661	-0.10656532520423173	0.004765745885681435	0.0725331914454293
f29074	29074	0.10654287850399573	0.004774639986445028	0.07263482036946642
f12146	12146	-0.10650550377084246	0.004789482313807583	0.07282680114099623
f17454	17454	-0.10649010615688694	0.004795609152966716	0.07288614133785405
f24108	24108	0.10636481178920854	0.004845728531942176	0.07355561221985873
f11023	11023	0.10635458057909392	0.004849841960144119	0.07355561221985873
f20083	20083	0.10635199673190664	0.004850881286838218	0.07355561221985873
f6383	6383	-0.1063539460356383	0.0048500971802793134	0.07355561221985873
f28214	28214	-0.1063549686999745	0.004849685859768935	0.07355561221985873
f27255	27255	0.1063107829566899	0.004867486320898119	0.07371537825728607
f14695	14695	0.10630909755641368	0.0048681664596181345	0.07371537825728607
f23180	23180	-0.10631269247443279	0.0048667158438313	0.07371537825728607
f18530	18530	-0.10630238519467923	0.004870876066351758	0.07372234038901358
f2269	2269	0.10623630566859216	0.004897623423673335	0.07409294752859089
f12287	12287	-0.10622903597423179	0.004900574096357588	0.07410337424524478
f28846	28846	0.10621006975517157	0.00490827978901471	0.07418566057492344
f12498	12498	-0.10617924744448891	0.004920825765448109	0.074340995243063
f25925	25925	0.10613323621723807	0.004939608126358284	0.0745217964507075
f500	500	0.10607217832079768	0.004964632618771193	0.0745217964507075
f1288	1288	0.10607217832079768	0.004964632618771193	0.0745217964507075
f1884	1884	0.10607217832079768	0.004964632618771193	0.0745217964507075
f9922	9922	0.10607217832079768	0.004964632618771193	0.0745217964507075
f14217	14217	0.10607217832079768	0.004964632618771193	0.0745217964507075
f15701	15701	0.10607217832079768	0.004964632618771193	0.0745217964507075
f16912	16912	0.10607217832079768	0.004964632618771193	0.0745217964507075
f20951	20951	0.10607217832079768	0.004964632618771193	0.0745217964507075
f22674	22674	0.10607217832079768	0.004964632618771193	0.0745217964507075
f23276	23276	0.10607217832079768	0.004964632618771193	0.0745217964507075
f26575	26575	0.10607217832079768	0.004964632618771193	0.0745217964507075
f4167	4167	-0.10611129402964431	0.004948587966905455	0.0745217964507075
f3109	3109	-0.10611521305865433	0.004946983024370284	0.0745217964507075
f31691	31691	0.10605349614874869	0.004972312305667848	0.07456875498037714
f18307	18307	-0.106057258002003	0.004970765057956517	0.07456875498037714
f15624	15624	0.10603444416474829	0.004980155049888883	0.07462456270971897
f9027	9027	0.10602931568770953	0.004982268091997208	0.07462456270971897
f25323	25323	-0.10602786561769849	0.004982865698512729	0.07462456270971897
f11606	11606	-0.1059955028521581	0.004996219964548071	0.07472210670849438
f25219	25219	-0.10599692472298194	0.004995632562061301	0.07472210670849438
f23066	23066	-0.10599847775180687	0.004994991046854271	0.07472210670849438
f2085	2085	0.10597067757436827	0.005006485817296797	0.07483155057734917
f11594	11594	-0.10596676577318773	0.005008105176273398	0.07483155057734917
f9197	9197	0.10595404859034357	0.005013372944078547	0.07487611879287413
f3795	3795	0.10593021532937556	0.005023258728490522	0.07498958633948859
f30681	30681	-0.10589806375225598	0.005036622727753053	0.07512064339691035
f17750	17750	-0.10589989517226213	0.005035860626212929	0.07512064339691035
f7530	7530	-0.10586002439335064	0.0050524754374704365	0.07532280033440912
f24178	24178	0.10584729087463579	0.0050577921136977936	0.07536777261557494
f24246	24246	-0.10579777317426214	0.005078515441087052	0.07564217907888206
f27683	27683	-0.10578883682869676	0.005082263480099785	0.07566361186547467
f2709	2709	-0.10576391062516806	0.005092731097604686	0.07578501934891478
f21380	21380	0.10575141920117499	0.005097984110974902	0.07580723140752474
f20594	20594	0.10573287619235965	0.005105791006970431	0.07580723140752474
f12994	12994	-0.10573316513881512	0.005105669273349729	0.07580723140752474
f20557	20557	-0.10573316513881512	0.005105669273349729	0.07580723140752474
f30967	30967	-0.10573316513881512	0.005105669273349729	0.07580723140752474
f2759	2759	0.10571546658432011	0.005113130536032305	0.07588182128836349
f5561	5561	0.10570203972220601	0.0051187975198751035	0.07593153333239809
f3697	3697	-0.1055978277245533	0.005162974519886222	0.07655219414824964
f6309	6309	0.10557626476952764	0.005172158188734733	0.07665367685592933
f18981	18981	-0.10555988084229155	0.0051791459531191466	0.0766878692235916
f12544	12544	-0.10556283534587682	0.0051778852250707295	0.0766878692235916
f9786	9786	0.10553465495967324	0.005189921465811858	0.07681271300439158
f8141	8141	-0.10548558108728777	0.005210941838367885	0.07708900323234259
f6348	6348	-0.105456622669757	0.005223381909373935	0.07723816715088677
f19433	19433	-0.10544393647693148	0.005228840122775051	0.07728400231984342
f9105	9105	-0.10543034845310838	0.005234692050089495	0.07733561275803993
f2199	2199	0.10540825465887288	0.005244219746134856	0.07744145680096753
f23441	23441	-0.1053843850328049	0.005254530814596449	0.07755876834806145
f3168	3168	0.10535776584754658	0.005266051173183342	0.07769381577797016
f14008	14008	-0.1053319843060001	0.0052772307115442245	0.07782371555170169
f19798	19798	0.10531675112320779	0.005283846260276152	0.07788622323739494
f5731	5731	0.10528492632506217	0.005297691431679016	0.07802011363292494
f3656	3656	-0.1052865226011649	0.005296996204028411	0.07802011363292494
f7355	7355	-0.10527761286783854	0.0053008777203172874	0.07803196816682699
f51	51	0.10524565999696103	0.005314819046590399	0.07820206130160494
f27010	27010	-0.10523888192148169	0.005317780626981581	0.07821051866469139
f23734	23734	0.10523021751087572	0.0053215685794322605	0.07823111673882294
f10930	10930	-0.10522123230070209	0.005325499348909371	0.07825379491706828
f8223	8223	-0.10519444128564201	0.005337235179623083	0.07832087880245821
f14914	14914	-0.10519568553627852	0.005336689618762467	0.07832087880245821
f10350	10350	-0.10519821234795301	0.005335581853905517	0.07832087880245821
f24915	24915	0.10517822518236872	0.005344349977188685	0.07839017907453842
f24611	24611	-0.10514915056247423	0.005357127836929701	0.07854244517248879
f220	220	0.10511651670406967	0.005371502713357333	0.07871797894064986
f24978	24978	0.10507021211228185	0.005391959051367824	0.07898243817399234
f26208	26208	0.10504811067883867	0.00540174769664478	0.07909046850922974
f17328	17328	0.10504009508552538	0.0054053017282726795	0.07910715812060704
f32631	32631	0.10496661038301101	0.0054379824072069045	0.07954991407114101
f463	463	-0.10494963993390205	0.005445554888353735	0.07962514171422365
f29368	29368	0.10490194188399032	0.005466889401910028	0.07990144153514174
f15783	15783	0.10485442493403509	0.005488217741179253	0.08017740478955049
f13037	13037	-0.10483753725664959	0.005495815933643265	0.08025262767986743
f18125	18125	0.10481944369612714	0.005503967195179015	0.08033585614771757
f14766	14766	-0.10480349639022106	0.005511160581298958	0.08040503558682291
f25229	25229	0.10477639084679458	0.005523406565478756	0.08054783548625183
f3023	3023	0.10474705709209231	0.005536686835094931	0.08063384631661809
f18912	18912	-0.10475198389042374	0.00553445431871759	0.08063384631661809
f18167	18167	-0.10475770958209948	0.0055318608124094795	0.08063384631661809
f200	200	0.10472989068126204	0.005544471913979351	0.08071135303299662
f24562	24562	-0.10467550479395936	0.0055692013930499305	0.08103534247222918
f22185	22185	-0.10465783994729697	0.005577255010103009	0.0811165078433446
f6324	6324	0.10464412034968172	0.005583517173419748	0.08114296516483344
f16578	16578	-0.10464300468244848	0.005584026685995465	0.08114296516483344
f11675	11675	0.10461596878346764	0.00559638647989832	0.08125050605817818
f20176	20176	-0.1046161050933654	0.005596324102423397	0.08125050605817818
f7370	7370	-0.1045741264985538	0.005615563756952159	0.08149282249238633
f23692	23692	0.1045620160796607	0.00562112526768018	0.08153742043884203
f13187	13187	0.10454601409948407	0.0056284815182865156	0.08160800105805864
f25021	25021	-0.10451113418525482	0.0056445461614898695	0.08176856260817862
f1631	1631	-0.10451134390055504	0.005644449449702837	0.08176856260817862
f22293	22293	-0.10450130037229659	0.005649082773430526	0.08179811945195381
f30567	30567	-0.10445539476758169	0.005670303758845688	0.08206913143544856
f24114	24114	-0.10444192849922622	0.005676542466613549	0.08212315388344052
f23749	23749	-0.1044198875255492	0.005686767031208128	0.08223476702499026
f14333	14333	0.10440497911258062	0.005693692273813278	0.08228303681635268
f30121	30121	-0.1044018921351053	0.005695127181991207	0.08228303681635268
f27184	27184	-0.10435729386354388	0.0057158939768084255	0.08254667863907382
f9550	9550	0.1043091036327608	0.0057384099144671685	0.08283533747896925
f4328	4328	0.1042956187601165	0.00574472473144764	0.08288997798330086
f21886	21886	0.1042496714658951	0.005766288321132328	0.08315644121172339
f17715	17715	0.10424006640919264	0.005770805276961028	0.08315644121172339
f30607	30607	-0.10424240479420423	0.005769705315006555	0.08315644121172339
f29163	29163	-0.10422281603495194	0.0057789255788755585	0.08323684983234915
f9352	9352	0.10420948845999685	0.005785206332048967	0.08325412432524398
f12640	12640	-0.10421086697773174	0.005784556407109899	0.08325412432524398
f7997	7997	0.10413638768542015	0.005819765156842135	0.08368483238275529
f27463	27463	0.1041353789966978	0.005820243316659524	0.08368483238275529
f26212	26212	0.10405234155040217	0.005859727891298506	0.0842155980447673
f28174	28174	0.10396249875874224	0.005902719651132948	0.08476803949532491
f5976	5976	-0.10396120535125618	0.005903340641123396	0.08476803949532491
f16097	16097	-0.1039112044717222	0.005927392117105606	0.08507612128485173
f20494	20494	-0.10386280065692345	0.005950759277756506	0.08537411559261172
f4042	4042	-0.10376592021713404	0.00599777771622615	0.0859733946654849
f5569	5569	-0.10376717412915211	0.005997167034753886	0.0859733946654849
f3358	3358	-0.10372336705317767	0.006018535171130149	0.0862332140304297
f15922	15922	-0.10371456789399039	0.006022835454821729	0.08625711196835595
f30322	30322	-0.10365592595917712	0.006051565280826328	0.08663070822285589
f12253	12253	0.10364784428544253	0.006055534293752886	0.08664967150117667
f5079	5079	0.10357197743165171	0.006092907713584207	0.08712293167232872
f12117	12117	-0.10356991668226538	0.006093925762725141	0.08712293167232872
f32366	32366	-0.1035437680406122	0.006106856970056562	0.08723168665859347
f14162	14162	-0.10354772354974656	0.00610489928255198	0.08723168665859347
f9149	9149	0.1035357948713084	0.0061108048202156064	0.08725004459643791
f12597	12597	0.10345647870866458	0.006150202652915769	0.08769792886455349
f24215	24215	-0.1034581580436977	0.006149366135938595	0.08769792886455349
f7561	7561	-0.1034671145359274	0.006144906419292228	0.08769792886455349
f32084	32084	-0.10341657016904901	0.006170112164835199	0.0879435560753892
f6558	6558	-0.10337509296160022	0.006190865604520008	0.08812436321846726
f5419	5419	-0.10337638142241064	0.0061902199705245855	0.08812436321846726
f20021	20021	-0.10338576122909873	0.0061855216722025335	0.08812436321846726
f31075	31075	-0.10332158927025702	0.006217729212508892	0.08846832428809874
f14115	14115	0.10327984967306929	0.006238758865935308	0.08872901498219105
f3645	3645	-0.10324556133905072	0.006256082130882897	0.08893678926888103
f15992	15992	0.10321442321861714	0.006271851258220918	0.08908366797979325
f28140	28140	-0.10321704202572245	0.006270523654669556	0.08908366797979325
f664	664	0.10316391120811431	0.006297507756757179	0.08911450131913604
f7581	7581	0.1031306929721838	0.006314431591174159	0.08911450131913604
f29073	29073	0.10312632894698989	0.006316657982398775	0.08911450131913604
f1811	1811	0.10312489157097177	0.006317391441696919	0.08911450131913604
f3000	3000	0.10312489157097177	0.006317391441696919	0.08911450131913604
f8874	8874	0.10312489157097177	0.006317391441696919	0.08911450131913604
f15403	15403	0.10312489157097177	0.006317391441696919	0.08911450131913604
f18526	18526	0.10312489157097177	0.006317391441696919	0.08911450131913604
f29965	29965	0.10312489157097177	0.006317391441696919	0.08911450131913604
f31777	31777	0.10312489157097177	0.006317391441696919	0.08911450131913604
f31823	31823	0.10312185772311938	0.006318939794261245	0.08911450131913604
f10399	10399	0.10309737596269708	0.006331446766250209	0.08911450131913604
f30803	30803	0.10309550250644126	0.006332404772036563	0.08911450131913604
f31415	31415	0.10309550250644126	0.006332404772036563	0.08911450131913604
f17078	17078	0.10309073340952174	0.006334844072711021	0.08911450131913604
f3746	3746	0.10308505917757294	0.00633774743166925	0.08911450131913604
f714	714	0.10306611344191076	0.006347450136684067	0.08911450131913604
f3894	3894	0.10306611344191076	0.006347450136684067	0.08911450131913604
f6135	6135	0.10306611344191076	0.006347450136684067	0.08911450131913604
f10356	10356	0.10306611344191076	0.006347450136684067	0.08911450131913604
f12484	12484	0.10306611344191076	0.006347450136684067	0.08911450131913604
f20771	20771	0.10306611344191076	0.006347450136684067	0.08911450131913604
f28508	28508	0.10306611344191076	0.006347450136684067	0.08911450131913604
f7962	7962	-0.1030963867442997	0.006331952594212996	0.08911450131913604
f8354	8354	-0.1030963867442997	0.006331952594212996	0.08911450131913604
f12842	12842	-0.1030963867442997	0.006331952594212996	0.08911450131913604
f21167	21167	-0.10318908253483076	0.006284710758605564	0.08911450131913604
f14309	14309	-0.10304743383838175	0.006357029604546353	0.0892107691999036
f13606	13606	-0.1030267078267704	0.006367673724538561	0.0892836682095334
f22894	22894	-0.10303015617853438	0.006365901668372644	0.0892836682095334
f29972	29972	-0.10294435058636853	0.006410127703602133	0.08984048956015171
f22070	22070	0.10292178175969893	0.006421805887197118	0.08996568418626556
f31927	31927	0.10288259501939845	0.0064421283526702455	0.09021182130781992
f23313	23313	-0.10285715201503669	0.0064553541327117365	0.09035841273844433
f30416	30416	-0.10283371306678676	0.00646755972973229	0.09049060513401694
f25413	25413	0.10280242595431412	0.00648388446082745	0.09068029279231493
f7697	7697	0.10277897879091631	0.006496142763311753	0.09081297187209877
f24394	24394	0.10275521582824829	0.006508587387198042	0.09090980074343978
f8769	8769	0.10275515754461485	0.006508617936526786	0.09090980074343978
f12677	12677	0.10274354354485081	0.006514707975553759	0.09091735559750663
f11147	11147	-0.10274766871341205	0.00651254427336197	0.09091735559750663
f12185	12185	0.1027367865576332	0.0065182534933228755	0.09092811003371817
f4102	4102	0.10272825929797204	0.006522730378017951	0.09095184213910307
f10209	10209	0.10269197244836648	0.006541812160186526	0.091179115638023
f19116	19116	-0.10265107072964934	0.006563380762333364	0.09144084218543352
f1751	1751	-0.10261909871530206	0.006580284900153829	0.09163738869878481
f17229	17229	-0.10260706951744795	0.006586655045577221	0.09168713361659914
f20427	20427	0.10259497298510067	0.006593066427962977	0.09173741006857361
f12380	12380	-0.10255834213032246	0.006612515616153737	0.09196897780565605
f7788	7788	0.10251576785139244	0.006635185144499513	0.09224511956510821
f28536	28536	0.10249434630444884	0.006646617823697587	0.09236487398088318
f27971	27971	-0.10246626382360441	0.006661632212312357	0.092534279072934
f23482	23482	0.10240854333659945	0.006692588233430791	0.09285969896037845
f10945	10945	-0.10240673328463173	0.006693561063977475	0.09285969896037845
f23473	23473	-0.10241007963178414	0.006691762635715641	0.09285969896037845
f680	680	-0.10236401200311764	0.006716558902877394	0.09309991629842912
f12472	12472	-0.102365404746559	0.006715808041173427	0.09309991629842912
f640	640	0.1023331891507466	0.006733195533531877	0.09327286415642029
f23122	23122	0.10232783001926993	0.00673609189284132	0.09327286415642029
