feature	feature_idx	inv_coding_vs_other_mean_diff_raw	inv_coding_vs_other_cohen_d	p	q
f21014	21014	2.375305400458447e-05	0.23671642378493693	0.0021350904306624437	0.014794384274042494
f10015	10015	1.803793176757718e-05	0.22964459688920724	0.0021370970107097865	0.014802028080096868
f11361	11361	-9.713949911568598e-05	-0.23749134556949167	0.0021370500439131888	0.014802028080096868
f5823	5823	6.128528276661372e-05	0.255087942973262	0.0021401013919658666	0.014816573507698608
f4457	4457	-2.7335020284735448e-05	-0.2552580008642401	0.0021400732593954337	0.014816573507698608
f14766	14766	-8.395119614654871e-06	-0.22721030376628376	0.002141385226015974	0.014822330182951298
f19762	19762	1.77662830186464e-05	0.22955294573779575	0.0021445244398130008	0.014840924359829442
f17246	17246	-0.00027825884254675934	-0.22907985527534525	0.002154810163016479	0.014908956803573476
f23018	23018	-4.535719952483743e-06	-0.23211619737937622	0.002157734838253866	0.014922890498079926
f25098	25098	-1.1094816789995639e-05	-0.2587849661954479	0.00215748006569114	0.014922890498079926
f15039	15039	6.47259437262173e-05	0.2120485796013072	0.002162766232637099	0.014954531316955571
f932	932	6.131856317689304e-05	0.2299529456046338	0.002163911800356421	0.014959295754025149
f1442	1442	-1.2346440314200696e-05	-0.23440432874998332	0.0021674028791171954	0.01498026946697158
f26674	26674	6.375729840100892e-06	0.23986835011665888	0.002175522737921187	0.015033219965457919
f10199	10199	-1.927530361413876e-05	-0.22310140902729994	0.0021796801813352236	0.015055598689290179
f2515	2515	-0.000453139669248205	-0.24618357499186772	0.0021796484364395917	0.015055598689290179
f4730	4730	3.516213570952795e-06	0.26038870679271686	0.002182632286598218	0.015072812385089654
f28746	28746	0.00010703484582631856	0.23191893928162863	0.002186740939347182	0.015098004024552983
f32236	32236	-2.553110681064041e-06	-0.21137733285433055	0.0021876466392111325	0.015101075431571602
f2115	2115	-6.644059331073405e-05	-0.2366048386936697	0.002190126667975143	0.01511293186769127
f7702	7702	-7.705534693405364e-06	-0.26029835656220984	0.002190286665028865	0.01511293186769127
f5857	5857	0.00034873945458183174	0.24073939602492223	0.0021925036983491413	0.015125044460527298
f178	178	-3.846709944119102e-05	-0.2291732489338829	0.00219777694038689	0.015158230852998866
f15685	15685	-4.068443348654099e-05	-0.23416202181562223	0.0022151371353491428	0.015272150887955208
f66	66	-9.396627524332569e-05	-0.24162558150324243	0.0022152262320083954	0.015272150887955208
f9091	9091	-0.0003054523037576334	-0.2410317728830289	0.0022201061017306273	0.015302573988537904
f11682	11682	-4.015539670586162e-05	-0.23274988934560215	0.002227043501053324	0.01534716328969828
f16238	16238	7.28508061951341e-05	0.23426185793526852	0.002232614631045848	0.015382320485725472
f1872	1872	0.00013842997516118392	0.2558129101069778	0.002233608486516522	0.015385932917000925
f13176	13176	3.848031339087258e-05	0.24640111080806865	0.0022380982405964004	0.015413619829311234
f47	47	0.0008132461945866762	0.2340160971730313	0.002247678538892272	0.015476345947136367
f14798	14798	1.4289036373689717e-05	0.2246329234502643	0.0022556015411922554	0.015527636828106687
f21993	21993	0.0010259845934878545	0.23135071280913602	0.0022561861778982962	0.015528399218099427
f16843	16843	6.403115670346003e-05	0.2407274886227908	0.0022611424601487943	0.015559243203308629
f6927	6927	1.150193867140647e-05	0.21491408877383253	0.002261707760263314	0.015559865607455023
f30791	30791	4.767246049714137e-05	0.22687638161828144	0.0022660256948113886	0.015585796010291737
f15900	15900	0.00031315942658648866	0.21064045555792418	0.0022669038020340093	0.015585796010291737
f26118	26118	-1.3953214436008834e-05	-0.21923438293341593	0.002266724440518567	0.015585796010291737
f12415	12415	1.1058731703300917e-05	0.2300705864443114	0.0022712538568223336	0.015612428441442044
f20170	20170	0.00019673961432875066	0.2301717451510138	0.002273473305770271	0.015624407148380922
f1019	1019	1.1874628187132117e-05	0.2331627749190727	0.0022742108698956234	0.01562619873867473
f11183	11183	-0.00021644837962120787	-0.24462055341064304	0.002274815300588664	0.015627075004127744
f31545	31545	5.012048187491104e-05	0.23840336131800427	0.0022813954969835796	0.01566899342803562
f518	518	-1.977168592171829e-06	-0.244873556433439	0.002289709520770865	0.015722799995100522
f5994	5994	1.4572341061084006e-05	0.2581506866379437	0.0023096686053261355	0.015856530664011482
f15011	15011	3.056614894381716e-05	0.2341665766479921	0.0023106030221194274	0.01585962292182853
f31755	31755	-0.00011766879300080724	-0.25797764467633205	0.00231670608810108	0.015898183265946844
f3754	3754	-0.0007491933915750632	-0.233938172681105	0.002334944056987337	0.016019984685795866
f6200	6200	-0.0014982093660075638	-0.23231454198483079	0.0023411246706255577	0.016059027257077304
f28639	28639	-1.817474393523056e-05	-0.21242778103989934	0.0023608159158296136	0.01619071074296877
f31578	31578	-4.829272204716077e-05	-0.23892378163181807	0.0023687976318011923	0.016242050805369633
f11196	11196	2.9254642832763594e-05	0.2189642716256149	0.0023865257451163913	0.01636018318325814
f13882	13882	0.002551097776774253	0.21467765583816012	0.002387819785604639	0.0163656303565557
f11201	11201	-1.3594913621178003e-05	-0.2579566447500009	0.0023975066682067774	0.016428586052655725
f22929	22929	-1.111097862220304e-06	-0.25794134820380493	0.0023989176617689617	0.01643481788434985
f28974	28974	1.5881206774039354e-05	0.24826013555649537	0.0024029187924823584	0.016456454219342897
f16277	16277	-0.00016463712094237802	-0.2094327694876235	0.0024030802441270677	0.016456454219342897
f26481	26481	-6.93150365409383e-05	-0.24135698278259782	0.0024104696601006826	0.016503608404132713
f763	763	9.378825557650652e-06	0.22592497901209369	0.002412014611318472	0.01651073632414533
f25559	25559	9.734756369088092e-05	0.2314763119240591	0.0024166358543330478	0.01653546119749119
f2268	2268	-2.7781430587128645e-06	-0.24446784612234917	0.0024162425531073983	0.01653546119749119
f1945	1945	6.421184825182372e-05	0.21620328710730125	0.0024179409786544283	0.016540937367129083
f14743	14743	-0.0011554224442193368	-0.2365189322977542	0.002421800501006923	0.016563882032351252
f11839	11839	3.173658610503575e-05	0.2510564786342793	0.002424411224489388	0.016574818903415035
f32175	32175	0.00022191406134757275	0.2092244170717694	0.002424012661731936	0.016574818903415035
f11570	11570	6.65488592068126e-05	0.2349145884487778	0.002428197872549794	0.01659724403164615
f17353	17353	-3.777947323625783e-06	-0.2386684377461437	0.0024309935543481704	0.016612887755762428
f24757	24757	1.796041895067073e-05	0.2355818876646666	0.0024351720110451927	0.016637972572545637
f4383	4383	-3.0889673878425767e-05	-0.23510697912549489	0.0024395405676600336	0.016664345491157802
f17712	17712	0.0008393199644141931	0.2426243735042398	0.002442265790249391	0.016679484246538565
f17588	17588	-0.0003850518401280858	-0.22355660688914486	0.0024468258215760443	0.016707144930486313
f5365	5365	0.0003621879045963218	0.22050440622417705	0.0024500087524513573	0.016725393083401267
f237	237	1.3822800096633841e-05	0.2254236205825988	0.002453303455258233	0.016744396505290936
f17196	17196	-8.286743670443755e-05	-0.22364130265092336	0.0024559763091030863	0.01675914862488337
f18437	18437	-5.41583019232869e-05	-0.24656221212265084	0.002468193258221052	0.01683900826262491
f3434	3434	1.6871257824636157e-05	0.21413320510834588	0.0024782414233924417	0.016904041415845863
f22390	22390	6.682330278238611e-05	0.2289454188352456	0.0024803396610300426	0.01691483246881008
f15940	15940	-0.0005202616565282226	-0.23719826084868945	0.002489565016678848	0.01697421274792603
f16990	16990	-2.444409223377441e-05	-0.22517760434597345	0.0024911040542768665	0.016981172800196457
f16694	16694	-1.67074666666825e-05	-0.22194605406215284	0.002501079129551565	0.01704562415082065
f23140	23140	0.001793026062776715	0.23763684072395605	0.0025017089927893963	0.017046371444317518
f16228	16228	-0.00016446350341096797	-0.24926012593315394	0.002502850285172802	0.017050602524852885
f4387	4387	5.6236485014212076e-05	0.23746867080113737	0.0025089853239229627	0.017088844542570703
f10616	10616	-4.741369854825668e-05	-0.24267321065182582	0.002510428706754312	0.017095122166027703
f14938	14938	2.4456259500778678e-05	0.22491493404852153	0.002514013131255638	0.017115973880113183
f8219	8219	5.603399024826333e-05	0.24864017914153622	0.0025155192649903937	0.01712267039368617
f29539	29539	-7.826959798924241e-05	-0.24255807389691597	0.002533310429216237	0.017240190268859326
f10166	10166	-1.7817828308654748e-05	-0.22242460606889977	0.002536321990376825	0.017257101117248298
f26024	26024	-2.261142411575775e-06	-0.23600317791693592	0.0025534490881318718	0.01737002692960456
f32739	32739	0.00033242884299402865	0.2257208762005502	0.0025544463315036454	0.017373204107661157
f19598	19598	8.710621010836623e-06	0.2549219920235414	0.002564913769415065	0.017440774931768592
f10900	10900	6.943883846255147e-05	0.22928898976615456	0.0025687079455263082	0.017452481333268335
f1288	1288	-3.439650939819017e-06	-0.2561145326962142	0.0025730266516424357	0.017452481333268335
f14217	14217	-1.93121785203078e-06	-0.2561145326962149	0.002573026651642372	0.017452481333268335
f15701	15701	-2.847166837987959e-06	-0.25611453269621537	0.0025730266516423186	0.017452481333268335
f23276	23276	-1.327060565284222e-06	-0.25611453269621537	0.00257302665164233	0.017452481333268335
f9922	9922	-9.306356686042847e-07	-0.25611453269621576	0.002573026651642287	0.017452481333268335
f1884	1884	-6.465009965334729e-07	-0.2561145326962167	0.002573026651642196	0.017452481333268335
f22674	22674	-7.586815256542366e-07	-0.25611453269621826	0.002573026651642041	0.017452481333268335
f20951	20951	-1.1049322064693091e-06	-0.2561145326962185	0.002573026651642015	0.017452481333268335
f26575	26575	-2.7531131754991167e-06	-0.256114532696219	0.0025730266516419725	0.017452481333268335
f500	500	-2.239712013100766e-06	-0.25611453269621903	0.0025730266516419712	0.017452481333268335
f16912	16912	-3.008245695145077e-06	-0.25611453269621964	0.0025730266516419027	0.017452481333268335
f12116	12116	-4.50464366643068e-06	-0.23840987796416316	0.002578444056773014	0.017485607378381233
f31776	31776	-4.50236682915205e-06	-0.21391689337713618	0.00258452471035532	0.017523216575403087
f13979	13979	0.000200517556443515	0.23760369692509992	0.0025944241596204728	0.01754358744772711
f5304	5304	1.6042538214332564e-06	0.2077708605681518	0.002596630832564446	0.01754358744772711
f22567	22567	5.731997598889115e-06	0.20777086056815167	0.0025966308325644665	0.01754358744772711
f27996	27996	1.549623349266503e-06	0.2077708605681515	0.0025966308325644834	0.01754358744772711
f16870	16870	1.991209925400875e-06	0.20777086056815142	0.0025966308325644943	0.01754358744772711
f27919	27919	1.5966351586755926e-06	0.20777086056815136	0.0025966308325644995	0.01754358744772711
f6078	6078	2.596975808451676e-06	0.2077708605681513	0.0025966308325645108	0.01754358744772711
f544	544	2.4443589406657403e-06	0.2077708605681512	0.002596630832564526	0.01754358744772711
f355	355	1.6763412762780726e-06	0.20777086056815114	0.0025966308325645307	0.01754358744772711
f19536	19536	1.9163696138776953e-06	0.20777086056815108	0.002596630832564537	0.01754358744772711
f25037	25037	3.877967575545678e-05	0.20777086056815103	0.0025966308325645424	0.01754358744772711
f27719	27719	1.997145184151674e-06	0.2077708605681508	0.0025966308325645697	0.01754358744772711
f1718	1718	6.804184974870919e-06	0.2077708605681507	0.00259663083256458	0.01754358744772711
f1448	1448	2.1181689203448998e-06	0.20777086056815064	0.00259663083256459	0.01754358744772711
f17710	17710	1.7936977601870702e-06	0.2077708605681506	0.00259663083256459	0.01754358744772711
f6520	6520	-7.96077035419878e-05	-0.22755636796097445	0.002595266208880081	0.01754358744772711
f24602	24602	-2.1688842746617526e-05	-0.2334899272804706	0.0025884560234715483	0.01754358744772711
f3108	3108	7.2446190629472776e-06	0.24318210684745908	0.002598975921418424	0.01754996863919926
f21969	21969	-3.5667645991080165e-06	-0.207741319057068	0.002600253227029797	0.01754996863919926
f19972	19972	-1.90051564152975e-06	-0.20774225061039686	0.002600138928718567	0.01754996863919926
f25609	25609	-2.2431254812752723e-06	-0.20775687568274115	0.0025983450882806096	0.01754996863919926
f6573	6573	-1.3638362256961335e-05	-0.2405815588189188	0.0025992323200394176	0.01754996863919926
f25763	25763	-1.4543542222221204e-06	-0.20772558490264229	0.0026021844492235395	0.01755577105871051
f150	150	-1.8921972239158392e-06	-0.20772852223259236	0.0026018238191767647	0.01755577105871051
f5492	5492	-2.1919571774061094e-06	-0.20769978157131738	0.002605354419933502	0.017573539240918278
f24646	24646	-4.093446255332322e-05	-0.2557782452598143	0.0026063156477657235	0.017576404845850428
f28449	28449	-2.1587823544160843e-06	-0.20767213951924166	0.002608754211598904	0.017589230042319524
f12270	12270	-1.5350532629937319e-06	-0.20765455531877916	0.002610919071786924	0.017600204925800025
f2582	2582	-5.724364654330237e-05	-0.2431411635316293	0.002612201153784003	0.017605225711064217
f22489	22489	3.5031160142616555e-06	0.24820688562122245	0.002614223174215682	0.017613837428831776
f11278	11278	-1.0783913044560563e-05	-0.235901854381449	0.0026145539933422166	0.017613837428831776
f29094	29094	4.875727940065904e-06	0.23160473796557898	0.0026204828719540102	0.01765015061627729
f21998	21998	-1.9850650210527057e-06	-0.2075319115942299	0.0026260641370096428	0.017684108023331684
f27960	27960	1.5058409782428188e-06	0.23020533648980693	0.002629609736311259	0.017704345970710363
f7569	7569	-1.3415369179842927e-06	-0.20734896659230295	0.002648805578385879	0.017829922184171832
f22385	22385	3.715209063345209e-06	0.20732255920063175	0.0026521031003425097	0.017848452329435893
f12216	12216	8.640899424580538e-06	0.23821923760962482	0.0026587408808120302	0.017885777290586862
f26748	26748	0.0020378381346430555	0.23494626201835253	0.0026583790974289085	0.017885777290586862
f21255	21255	-6.43689158014633e-06	-0.20791724931062053	0.0026631141951855885	0.017911520104236734
f22749	22749	-1.8212516797245649e-06	-0.20718996340213133	0.002668717506057135	0.017945523340545905
f18595	18595	2.3723999717381615e-05	0.2540537671213838	0.0026730963254791387	0.017971280343311535
f9410	9410	0.0005249967714566928	0.2280160896803751	0.0026805843721803245	0.01801792588873946
f1864	1864	1.005526071383341e-05	0.23001870303391658	0.0026817307098412654	0.018021934351943925
f31528	31528	1.6203839284628375e-05	0.22072626504523737	0.0026864006513221596	0.018049615858627133
f27817	27817	-9.07850305913081e-06	-0.23055581315494478	0.0026917512054474425	0.01808185803610123
f30144	30144	8.0096090839757e-06	0.24185678958069082	0.002697162601229702	0.018111340802820487
f26437	26437	4.4661840073360564e-05	0.23763434369571784	0.0026972455785450435	0.018111340802820487
f6218	6218	-0.0022001954650988373	-0.21619525606026516	0.0027097782999276313	0.018191767123955874
f22179	22179	-8.479167718133337e-06	-0.22625071738772384	0.002717145764432553	0.018237491275896335
f6184	6184	0.0005282872833663497	0.2469930752696314	0.00271815355335363	0.018237723497663755
f28519	28519	-2.542282985475088e-05	-0.20679876233785238	0.0027182935047177057	0.018237723497663755
f10193	10193	-9.712329052714866e-06	-0.24120214776007848	0.0027227143948325466	0.018263644890455042
f9643	9643	-0.0001987278072704388	-0.20676790168407622	0.0027235451029673985	0.018265478087195194
f14223	14223	1.1740480677532453e-06	0.22225815736561785	0.0027256215485220946	0.01827566337261551
f14978	14978	-8.503757760740725e-05	-0.2284731443013085	0.0027389192124089258	0.018361068893661146
f28718	28718	3.866361957361063e-06	0.22149120096192887	0.002741819811649529	0.018376754262248267
f22759	22759	-2.185641980687905e-06	-0.2444543448337058	0.00274267984574717	0.018378759342626432
f1810	1810	-1.0521154367567614e-05	-0.2065688612197241	0.0027478210064144524	0.018409445663093188
f30958	30958	-4.3399352475531376e-05	-0.2317414059381786	0.002749041946325869	0.01841009738344698
f30954	30954	-3.589863275202137e-05	-0.24926690827582984	0.0027485301523432998	0.01841009738344698
f14655	14655	-0.00037804312624126934	-0.21911525239823273	0.0027575296522266497	0.01845939359431315
f30556	30556	-4.9204397656297415e-06	-0.25415274053090353	0.002757416709266402	0.01845939359431315
f30785	30785	6.328351093206929e-06	0.2518422441002918	0.0027591857272692985	0.01846670708969779
f25636	25636	2.0271267408382387e-06	0.23014887656641658	0.0027613296751157414	0.018473509757899676
f24141	24141	-0.0011229679164234218	-0.22476569385273912	0.0027612349255928354	0.018473509757899676
f12932	12932	-0.004888561163794399	-0.2146470478487335	0.0027671954381971323	0.0185089732841077
f23112	23112	-0.0005636878682614974	-0.21324857489155322	0.0027703825124056813	0.01852650901357334
f12140	12140	-8.052982822442622e-05	-0.23781241483207605	0.0027713987504291294	0.018528007922154553
f5313	5313	-6.268285471745804e-05	-0.2515954932667479	0.002771737513256885	0.018528007922154553
f30923	30923	2.2193883767443317e-05	0.23389301454097797	0.002777601189593545	0.018563417454742256
f476	476	7.146240987961481e-06	0.2529714464111509	0.0027854673518190507	0.018612192941355354
f5234	5234	7.2629414357921215e-06	0.25398156456468524	0.0027909687274142213	0.01864515051170422
f6117	6117	-2.0106154918840956e-05	-0.21993072816975665	0.002802006326404374	0.018715072014598152
f11719	11719	-5.152179860309063e-05	-0.23035330473167248	0.0028069633504283448	0.018744360111439984
f18827	18827	-4.629160793234381e-05	-0.2191422877049361	0.002813931191823186	0.01878706138827672
f19835	19835	8.450221526961607e-06	0.23454594940581683	0.00281457677409364	0.018787543640965652
f5938	5938	-4.406589196143086e-05	-0.2301627147680563	0.00282572083058901	0.01885808964903069
f31149	31149	1.5418640275118278e-05	0.24459420173571694	0.0028303077160065572	0.01888485506782791
f12754	12754	-0.00017246286837392124	-0.25100208274809355	0.0028414850649483	0.018955574635225143
f1968	1968	1.3825340760013096e-05	0.24568262713182046	0.00284520908278402	0.018976554289571904
f3456	3456	7.03462348631279e-05	0.2214052244151184	0.002850415968995436	0.019007413608474247
f32753	32753	4.8351966639729285e-06	0.21783295429738783	0.002851947033269686	0.01901375389342443
f28536	28536	-0.0004214533809691521	-0.22439022906926331	0.0028531407251646216	0.01901784281574335
f29303	29303	-2.9524394246500438e-06	-0.24881021504878975	0.002854023939665794	0.01901986098331681
f20631	20631	5.723062373398302e-05	0.24079259533108932	0.0028571583972612194	0.01903687807268313
f20299	20299	5.8162355239639764e-05	0.22172212122221385	0.0028591449554855736	0.01904624149244791
f7803	7803	5.544921917824733e-06	0.21180331472371164	0.0028615738054526534	0.019058546840868405
f22048	22048	0.00029262626011182714	0.24290608824428436	0.002867989547201915	0.019097395139750527
f32626	32626	0.004219172290002256	0.2220963498250067	0.00287210196195864	0.019120893354217943
f3005	3005	-4.2649674000200714e-06	-0.22797127267101533	0.002881203624753624	0.019177590976219124
f25863	25863	2.1164574709683934e-06	0.23486429013933605	0.002888887995879232	0.019224833844226377
f19303	19303	-1.630986366721683e-05	-0.2493164256223085	0.002893042239333657	0.019248570172281272
f18553	18553	-2.7545270761245757e-06	-0.20546291661428365	0.0028940175376372433	0.01925115035998725
f25477	25477	1.4499469175478214e-05	0.23461221182272146	0.0028970972889000328	0.019267725586092202
f31774	31774	-3.538640893040942e-06	-0.23515814738662932	0.0029052289306361356	0.01931788587643768
f17615	17615	0.00010904386150347933	0.22809297432664272	0.0029064339790824713	0.019321977810220006
f7877	7877	-6.510555324684488e-05	-0.2192335840773026	0.002907067250088967	0.01932226767767044
f24030	24030	-9.529776851884105e-05	-0.22446153661033258	0.0029079000728241024	0.01932388350969381
f25381	25381	-4.360956050141175e-06	-0.2528930637020838	0.0029086022099892236	0.019324630417057356
f10466	10466	-0.001647273623517352	-0.21691690050880566	0.0029122970468399238	0.01934525636141306
f5213	5213	-6.864799975482575e-06	-0.2510582569894637	0.0029129658381081315	0.01934577717533994
f23994	23994	-0.001222150683541203	-0.22625997159388073	0.002915072719496432	0.019355846580032237
f19443	19443	-4.6698804021990966e-05	-0.23283277154150586	0.002930320335311944	0.019445268681146575
f26083	26083	-0.0003599226503298143	-0.2347768060688779	0.0029302025396668574	0.019445268681146575
f24638	24638	-0.0003174055179827089	-0.24109691015056697	0.0029302354577044514	0.019445268681146575
f31505	31505	-8.223579130101512e-06	-0.21831184567612727	0.002932143321837416	0.019453426274543117
f12956	12956	-0.0005880057598261506	-0.22530199740937176	0.0029525326701018545	0.019584734925890197
f15926	15926	1.5212592073419285e-05	0.22289234592237442	0.002967195305394292	0.019674029900275225
f22762	22762	-2.0654978742971303e-06	-0.25236982974746125	0.0029667508116325947	0.019674029900275225
f21295	21295	2.43521378336932e-05	0.22730392151543238	0.0029682078628493606	0.019676762138346723
f26037	26037	-0.00023965055962609503	-0.20489174229236656	0.0029722817629022707	0.019699783334705016
f6245	6245	3.7229631142387646e-05	0.24947085379252118	0.002980514286194567	0.019750352301319225
f19569	19569	-1.349957253896849e-05	-0.24675889826086056	0.002983117774713876	0.019763607610558894
f13475	13475	6.88137744364109e-05	0.23013858012970195	0.0029887451921893024	0.019796887499021438
f31370	31370	-0.0020047509212384705	-0.20967900124070957	0.002994328071300864	0.019829858981484785
f20047	20047	-0.00036013990001053305	-0.2307764070131073	0.0029973489019777407	0.01984585346938909
f4233	4233	-6.347483356661333e-05	-0.2479268774017313	0.0030023272669651444	0.019874799976548254
f9824	9824	-0.00013467564358662714	-0.2303631754725315	0.0030165388304701202	0.019964844354038558
f6232	6232	3.8364243956174944e-05	0.228205257084743	0.0030179317538292817	0.01997002982824675
f31020	31020	2.234797683028374e-06	0.2518462025439206	0.0030260083417596377	0.020019430919196408
f27177	27177	-0.00018807318652121045	-0.2325172620186213	0.003038813320083072	0.020100087782091665
f9785	9785	-1.8804327325877847e-05	-0.25079121012325395	0.0030407660545606506	0.020108944919443674
f23350	23350	3.306905583682657e-06	0.20769715157993257	0.0030431616188150083	0.020116667324052893
f1779	1779	-2.6960608322974604e-05	-0.21326516993353498	0.0030428892832714996	0.020116667324052893
f817	817	-3.1291017864409803e-06	-0.24985579724870277	0.003051888490411076	0.020170286820046415
f23779	23779	-4.233388017732501e-06	-0.249719384248328	0.003081200797295123	0.020359908797291104
f10519	10519	-0.000208258263399132	-0.22138407252663753	0.003095115604512744	0.02044773147755516
f10467	10467	8.843601504763461e-05	0.22381811979206837	0.0030991537811167627	0.02047028242282485
f2401	2401	-1.3529521754250375e-05	-0.20398858270063597	0.0030999998849468753	0.020471744504219912
f8213	8213	-2.055616018092084e-06	-0.24962375127189787	0.0031010447482328137	0.02047451829741947
f30225	30225	1.7252823535969597e-06	0.24904583861230123	0.0031052930033496607	0.02049843697295763
f15420	15420	5.016259923820735e-06	0.23606188982529142	0.0031104055516324985	0.020524541776896114
f32249	32249	-7.863146919944893e-06	-0.23328796474695968	0.003110500319337955	0.020524541776896114
f26800	26800	-1.0882830224999597e-05	-0.23381273455363366	0.0031154611931917707	0.020553137181096828
f5026	5026	0.0004883277494092008	0.2270658234177894	0.003120071821388368	0.020579410918529398
f28396	28396	3.797659060819398e-06	0.2474553305038439	0.0031226785809991445	0.02058831624591146
f9369	9369	-2.4939703261872537e-05	-0.20835688093301302	0.003122060588590079	0.02058831624591146
f11523	11523	6.489291002649406e-06	0.2216663226720645	0.003132177890828061	0.020646792421374755
f31291	31291	-0.0008608918670449629	-0.2217265559000402	0.0031344059129859796	0.020657323603524656
f30467	30467	-7.951592375828595e-06	-0.2474470450905866	0.0031366366407086814	0.020667868377788473
f25920	25920	8.751012430662736e-05	0.22249440190752912	0.003144342429871833	0.020712037639968692
f8888	8888	-0.0008078876424809356	-0.22601826776471828	0.003144604103358284	0.020712037639968692
f26223	26223	0.00012558957768672062	0.25069949871876945	0.003153606710235291	0.020767159300842046
f28893	28893	0.00011065632480090333	0.2214738423434389	0.003154758048104883	0.020770566952039545
f10394	10394	1.3141711368551773e-06	0.25069097946455177	0.0031605972457634172	0.020804831367853688
f19311	19311	-2.228553620315734e-05	-0.22833602903053285	0.003165637367246514	0.020833823107036305
f19032	19032	-2.834113861875042e-06	-0.22264249121128246	0.003166993205788481	0.020838560917123886
f23019	23019	0.0010074002426336958	0.23643379907943834	0.0031710356997684567	0.020860971252763056
f28504	28504	8.483165233603892e-06	0.2368926690758923	0.003171810811594123	0.020861882110460903
f27106	27106	-0.00012618861980681834	-0.24925282621096867	0.0031902527425924677	0.020978968868005213
f28758	28758	-2.1959237374961658e-05	-0.22954132849140899	0.003203604509984984	0.0210625426531276
f20321	20321	0.0035374318496792377	0.22536008496540752	0.003235887954168727	0.021270526877071382
f13534	13534	-2.5053955388025452e-05	-0.23659712229142246	0.0032369537742653787	0.021273265398140378
f7899	7899	3.872886503533325e-05	0.22350224426656992	0.0032435692605220826	0.021312467922355645
f20691	20691	-6.506653944037543e-05	-0.21466844425608933	0.0032480888807805194	0.021333609229387866
f29544	29544	-7.030230507706324e-06	-0.217257816641341	0.0032479229032233584	0.021333609229387866
f7743	7743	1.1273440106286477e-05	0.24131524584766495	0.0032540990092176656	0.021368800868545985
f7849	7849	4.679616329146317e-05	0.23613756277010112	0.0032553643741365674	0.02137282705103327
f18721	18721	6.735501591647487e-05	0.22668206954723838	0.0032611370121113834	0.021406437823090107
f21409	21409	-0.00012659038715179553	-0.21651219385621914	0.00327609785859572	0.021500335395646816
f23546	23546	1.4130179333238741e-05	0.24310516381676497	0.0032857664702336496	0.02155947050392796
f26530	26530	-0.0002623484414983714	-0.21113264855939917	0.0032906131111537403	0.021586949034291442
f17184	17184	4.00557426469382e-05	0.22793633870681126	0.00329648216371278	0.0216211224060329
f32151	32151	-4.796420771784587e-06	-0.21519377849700727	0.0033119246927809996	0.021718060502911307
f20550	20550	3.08927364994967e-05	0.21518206612436658	0.0033138046440579936	0.02172604053151107
f6127	6127	-0.00010612598628579811	-0.22511189143238794	0.0033152213645052343	0.021730980930607626
f3876	3876	-3.464420816503729e-06	-0.23569298631554716	0.003320564583726204	0.02176165205590805
f15279	15279	-1.2523213633985065e-05	-0.22673961232611486	0.0033392182727799125	0.021879524967496934
f17269	17269	-2.4952951009903193e-05	-0.2242717133736149	0.0033497035495760304	0.021943839646642815
f21250	21250	-3.903694969260931e-05	-0.21770982453623355	0.0033510980384275587	0.021948586952467368
f17758	17758	-0.0008600106165765598	-0.23185376774938096	0.0033658217728641895	0.022040617076981166
f6819	6819	5.985607755463271e-05	0.22494399261405576	0.0033780372713247673	0.022102940356783143
f29412	29412	-2.1825302235751578e-05	-0.20936642759503207	0.003376068694040207	0.022102940356783143
f23062	23062	-3.1927652913106533e-06	-0.2376125141135472	0.0033777898665771984	0.022102940356783143
f1687	1687	-8.372284077511282e-07	-0.24892338806142536	0.003377169728228183	0.022102940356783143
f13673	13673	4.827926821227107e-05	0.2246358902984934	0.0033845452872912083	0.022141102011171553
f1441	1441	-6.467071063551562e-05	-0.24173259049821677	0.0033891126390429415	0.02216655548027128
f7903	7903	8.013101086821104e-05	0.22496741433531048	0.0033902551570936987	0.022169603070773564
f32672	32672	-3.403476248221118e-05	-0.23177975986675747	0.0033933289895432517	0.022185276202983495
f8472	8472	9.444849098288808e-06	0.21856375658731653	0.003400493391025934	0.022227681515487294
f10759	10759	-6.27065337388557e-06	-0.24740924169191436	0.00340320057307685	0.02224094064191907
f32525	32525	-9.465675626859506e-06	-0.2199944112090432	0.003408084478876887	0.022268417189199967
f27970	27970	8.70031886128479e-06	0.23710302119087523	0.003415859609578964	0.022314770272464812
f7814	7814	1.0848893197124795e-05	0.21734387430175695	0.00342591560159795	0.022376002079561814
f23953	23953	8.67242833092968e-05	0.23240388634175443	0.0034388179901079933	0.02245579671180923
f27614	27614	5.23771717819819e-05	0.226521600880883	0.003443557908612972	0.022482268489625395
f24854	24854	3.6568204786296295e-06	0.24836957564963713	0.0034477680403668153	0.02250527154317526
f3344	3344	-1.0285772795409573e-05	-0.21559120189564787	0.0034732396843092646	0.022667022102259706
f8871	8871	2.0381550942803186e-05	0.20241759284591862	0.0034784329100221623	0.022696393786460815
f27175	27175	-3.526527862188359e-05	-0.22390571321508587	0.003480488705598198	0.022705286463277272
f12566	12566	2.3040249648420727e-05	0.2223442036643619	0.003481492585885188	0.022707314700295748
f20367	20367	-3.2411244836383115e-06	-0.23541393017381446	0.0034851566375904697	0.022726689094639704
f8910	8910	-0.001995554437127431	-0.23122570704920134	0.003497696270494767	0.022801946787230687
f1223	1223	-2.4506188306452432e-06	-0.23387292677869423	0.003498089187604024	0.022801946787230687
