feature	feature_idx	spearman_log_inv_len	p	q
f6807	6807	-0.012606626236217838	0.7391666566398523	1.0
f32642	32642	-0.012612508159636967	0.7390493833477972	1.0
f22646	22646	-0.012664736989027292	0.7380083152854572	1.0
f3774	3774	-0.012692788519300977	0.737449366782949	1.0
f18483	18483	-0.012699813333199193	0.7373094135935491	1.0
f1023	1023	-0.012724296321974868	0.736821714556561	1.0
f24848	24848	-0.012753645654461515	0.7362372177545385	1.0
f15794	15794	-0.01278975787248381	0.7355182459579129	1.0
f15197	15197	-0.012801125083081075	0.7352919796642782	1.0
f24664	24664	-0.012856574843639178	0.7341885714916733	1.0
f20062	20062	-0.012857283286324475	0.7341744775569801	1.0
f24232	24232	-0.012868327214571434	0.7339547784640257	1.0
f21361	21361	-0.012873892629224821	0.7338440727821679	1.0
f15399	15399	-0.012893091802005926	0.7334622105627912	1.0
f22167	22167	-0.012903621880039321	0.7332528003598319	1.0
f2581	2581	-0.012933204735201237	0.7326645962462262	1.0
f15357	15357	-0.012954485983906104	0.7322415521294746	1.0
f19917	19917	-0.012991433116935337	0.7315072830680642	1.0
f3201	3201	-0.01301032536966189	0.7311319225199377	1.0
f8225	8225	-0.013032787170131066	0.7306857240186487	1.0
f31085	31085	-0.013053400169567879	0.730276331522154	1.0
f22226	22226	-0.013066543959977488	0.7300153241841867	1.0
f18089	18089	-0.013075796587876502	0.7298316056561192	1.0
f31570	31570	-0.013171919120698946	0.7279239308678322	1.0
f11069	11069	-0.013185853985057333	0.727647514860574	1.0
f6883	6883	-0.013196124271256045	0.7274438131157932	1.0
f14383	14383	-0.013210243982148862	0.727163792922517	1.0
f31776	31776	-0.013269550525175334	0.7259880310538129	1.0
f19572	19572	-0.013300835544724708	0.7253680597269337	1.0
f9550	9550	-0.013323973037770219	0.7249096624003459	1.0
f4254	4254	-0.013360306889373022	0.724190018919974	1.0
f30794	30794	-0.013371092705390882	0.7239764373066446	1.0
f4434	4434	-0.013392030661188473	0.7235618834137364	1.0
f1069	1069	-0.013398585140467835	0.7234321268670685	1.0
f10547	10547	-0.013418527921208644	0.723037375979883	1.0
f420	420	-0.013422316607818749	0.7229623903634619	1.0
f13272	13272	-0.013460095839185471	0.7222148098149547	1.0
f12784	12784	-0.013528954772258829	0.7208529009998351	1.0
f24519	24519	-0.013582054151388237	0.71980329122693	1.0
f11816	11816	-0.013670287931518156	0.7180603493853959	1.0
f4972	4972	-0.013713629257498656	0.7172047339703579	1.0
f9004	9004	-0.013719570264864285	0.7170874781457536	1.0
f9069	9069	-0.013720622177197064	0.7170667175706336	1.0
f15589	15589	-0.01376902043458092	0.7161117538298131	1.0
f19010	19010	-0.01377789419533855	0.7159367104141852	1.0
f10179	10179	-0.01381188875074012	0.7152662732285691	1.0
f5364	5364	-0.013842052445475967	0.7146715713302514	1.0
f31440	31440	-0.013845209996661539	0.7146093276147056	1.0
f408	408	-0.013853252762556518	0.7144507919076631	1.0
f32615	32615	-0.01389008128103403	0.713725000392782	1.0
f701	701	-0.013938217790930577	0.7127767483408571	1.0
f1512	1512	-0.013939681848583288	0.7127479144680788	1.0
f11457	11457	-0.013945783371422146	0.7126277524824082	1.0
f19857	19857	-0.01396416635096026	0.7122657653536032	1.0
f5486	5486	-0.013990258559252091	0.7117520835720095	1.0
f4292	4292	-0.01399338577847931	0.711690526225239	1.0
f10893	10893	-0.014041757122985143	0.7107386057334889	1.0
f21624	21624	-0.014045141473563928	0.7106720204707994	1.0
f30932	30932	-0.014095678438040474	0.7096779954417091	1.0
f18953	18953	-0.014118275760257721	0.709233682039687	1.0
f28884	28884	-0.014143120427258186	0.7087452947419752	1.0
f11598	11598	-0.01416952249281772	0.7082264235983445	1.0
f11846	11846	-0.014182977563812977	0.7079620474562165	1.0
f21038	21038	-0.014204694088697876	0.7075354176672792	1.0
f13529	13529	-0.014236800710295441	0.7069048381541874	1.0
f6767	6767	-0.014278738620986841	0.7060814726826009	1.0
f24987	24987	-0.01431980683627599	0.7052755144625048	1.0
f1500	1500	-0.014332156570767128	0.7050332170576329	1.0
f24398	24398	-0.014342576950359533	0.7048287961314493	1.0
f8867	8867	-0.01435886218558704	0.7045093644851327	1.0
f18195	18195	-0.014380508862270108	0.7040848497292104	1.0
f16660	16660	-0.01440021270235317	0.7036985160689464	1.0
f16016	16016	-0.01441065954370608	0.7034937155488911	1.0
f17373	17373	-0.014460933590275976	0.7025084404500898	1.0
f3811	3811	-0.014475429120331363	0.7022244483295199	1.0
f8173	8173	-0.014486604109893574	0.7020055395659288	1.0
f9655	9655	-0.014537836026660795	0.701002264910671	1.0
f28246	28246	-0.01459782717366563	0.6998281193852289	1.0
f4360	4360	-0.01460164264627166	0.6997534672088894	1.0
f9646	9646	-0.014607670505953557	0.699635534156427	1.0
f26598	26598	-0.014622203223146236	0.6993512361479712	1.0
f18401	18401	-0.014642513036588872	0.698953993467296	1.0
f7219	7219	-0.01464374157622193	0.6989299669132889	1.0
f17861	17861	-0.014673822233052606	0.6983417733345039	1.0
f23686	23686	-0.014734873375796428	0.6971485424765784	1.0
f28078	28078	-0.014742038222563335	0.6970085560855348	1.0
f16699	16699	-0.0147530085584161	0.6967942381998101	1.0
f3279	3279	-0.014809114623583097	0.6956985207812187	1.0
f20538	20538	-0.014826037493070498	0.6953681516883454	1.0
f9797	9797	-0.014848010177247887	0.6949392859657859	1.0
f2669	2669	-0.014861544662634523	0.6946751665745773	1.0
f10573	10573	-0.014876298771723088	0.6943872889067007	1.0
f7917	7917	-0.014886477563470436	0.6941887090694063	1.0
f21974	21974	-0.014920018259815227	0.6935345060227814	1.0
f17958	17958	-0.015001554695168671	0.6919451090109496	1.0
f16572	16572	-0.015029723039878014	0.6913963350484313	1.0
f19938	19938	-0.015098397471033422	0.690059102242541	1.0
f26372	26372	-0.015138748933779011	0.6892738258490173	1.0
f29134	29134	-0.015141303374376929	0.6892241253264226	1.0
f24178	24178	-0.015147045741081049	0.6891124037439887	1.0
f3544	3544	-0.015155218350319511	0.6889534118341503	1.0
f1926	1926	-0.015161124603198598	0.6888385187000807	1.0
f8346	8346	-0.015182337083344528	0.6884259357144938	1.0
f26187	26187	-0.015184679378440038	0.6883803837160146	1.0
f9483	9483	-0.015189620280260394	0.6882842987742486	1.0
f20287	20287	-0.015287420908084765	0.6863834202128852	1.0
f7000	7000	-0.015304887398861131	0.6860441447475458	1.0
f24465	24465	-0.0153254563733873	0.685644686465155	1.0
f9825	9825	-0.015357994753256885	0.6850129562522081	1.0
f14902	14902	-0.01539053486757128	0.6843814121172005	1.0
f25242	25242	-0.015419791919697414	0.6838137741572795	1.0
f15390	15390	-0.015427810189359884	0.6836582368156742	1.0
f4417	4417	-0.015438075982992884	0.6834591218519561	1.0
f4092	4092	-0.015442258770996267	0.6833779989444907	1.0
f13999	13999	-0.015528673891014894	0.6817028418606336	1.0
f21900	21900	-0.015572503467187405	0.6808538029529575	1.0
f9189	9189	-0.015593925164747816	0.6804389820174183	1.0
f3351	3351	-0.015594556114839467	0.6804267654322462	1.0
f24259	24259	-0.015594700822259751	0.6804239635892715	1.0
f21281	21281	-0.015599611064508143	0.6803288934803468	1.0
f12628	12628	-0.015616246516311294	0.6800068423323157	1.0
f1947	1947	-0.015616863370939734	0.6799949015614594	1.0
f32038	32038	-0.01562519112482887	0.679833704805106	1.0
f30954	30954	-0.015631404773779736	0.679713439381967	1.0
f30391	30391	-0.01566419262057329	0.6790789640292861	1.0
f15309	15309	-0.015671886971607523	0.6789301040196964	1.0
f766	766	-0.015691657652957974	0.6785476646457606	1.0
f15715	15715	-0.015695281602545828	0.6784775727780331	1.0
f30661	30661	-0.015718987956613868	0.6780191297430352	1.0
f23921	23921	-0.015786673299707753	0.6767108582387269	1.0
f31889	31889	-0.01579425526243431	0.6765643690800178	1.0
f10035	10035	-0.015804938085974496	0.6763579897102818	1.0
f30465	30465	-0.015838394478149213	0.6757118092453109	1.0
f2887	2887	-0.01584992674938346	0.6754891288947154	1.0
f5561	5561	-0.015896886821183835	0.6745826544841763	1.0
f3261	3261	-0.015920911088241757	0.6741190939720694	1.0
f23517	23517	-0.01593937214754184	0.6737629622483657	1.0
f25250	25250	-0.015978600966696066	0.6730064425991558	1.0
f32520	32520	-0.01602083113159678	0.6721924115399547	1.0
f21865	21865	-0.016024258650258787	0.6721263593026561	1.0
f17886	17886	-0.01603800564048136	0.6718614643304011	1.0
f32346	32346	-0.01604774915474988	0.671673738182572	1.0
f3992	3992	-0.016146610515176633	0.6697701553265915	1.0
f32580	32580	-0.016154909999641677	0.6696104441856877	1.0
f2071	2071	-0.016165493360547324	0.6694068048909372	1.0
f6158	6158	-0.016180216792806467	0.6691235449301711	1.0
f29531	29531	-0.016207305739893922	0.6686025110623931	1.0
f28998	28998	-0.01622903151155766	0.6681847485655455	1.0
f32671	32671	-0.016263152606280282	0.6675288447655349	1.0
f7899	7899	-0.016263910994428896	0.6675142692800107	1.0
f15941	15941	-0.0162864669463944	0.6670808229733246	1.0
f11343	11343	-0.016295567782793143	0.6669059681843638	1.0
f1836	1836	-0.016304136997185255	0.6667413439746035	1.0
f16904	16904	-0.016304136997185255	0.6667413439746035	1.0
f24814	24814	-0.016304136997185255	0.6667413439746035	1.0
f24161	24161	-0.016345895174264127	0.6659393518558449	1.0
f31949	31949	-0.01635409323052609	0.6657819477351292	1.0
f12472	12472	-0.016405904127196093	0.6647875094773199	1.0
f9325	9325	-0.016414883829459315	0.6646152163289417	1.0
f3368	3368	-0.016446730614254654	0.6640043160740403	1.0
f9466	9466	-0.016452622945278404	0.6638913109685771	1.0
f30890	30890	-0.016505093295278096	0.662885353551748	1.0
f30415	30415	-0.016518677659475327	0.6626250139368356	1.0
f27807	27807	-0.016534970955164957	0.6623128122353119	1.0
f20763	20763	-0.01656103431911809	0.6618135245013054	1.0
f14205	14205	-0.016563778600000363	0.6617609618943336	1.0
f12592	12592	-0.01658204737014804	0.6614110932556482	1.0
f22667	22667	-0.016671985055889616	0.6596897567205425	1.0
f4781	4781	-0.01668502425423864	0.6594403456042768	1.0
f8155	8155	-0.016685535381977687	0.6594305696267567	1.0
f8687	8687	-0.016727529986376128	0.6586275670588455	1.0
f481	481	-0.016745537098498894	0.6582833631132804	1.0
f14360	14360	-0.01674674014565926	0.6582603695746924	1.0
f13712	13712	-0.01674708345620151	0.658253808025567	1.0
f22075	22075	-0.016763853972939453	0.6579333122219339	1.0
f22580	22580	-0.016770479443668017	0.6578067123222855	1.0
f11603	11603	-0.01684220735338847	0.6564367585833232	1.0
f7052	7052	-0.016845703536111808	0.6563700133027599	1.0
f28820	28820	-0.01686653025546685	0.6559724691753729	1.0
f9201	9201	-0.016919308746179938	0.6549654594843737	1.0
f7941	7941	-0.0169562939928282	0.6542601565823447	1.0
f29795	29795	-0.016968540615329115	0.6540266832193379	1.0
f5326	5326	-0.01698305195384627	0.6537500783398619	1.0
f32047	32047	-0.01699040119662371	0.6536100103683482	1.0
f30322	30322	-0.017066822659407052	0.6521542290474679	1.0
f29917	29917	-0.017078512035925652	0.651931670089601	1.0
f12116	12116	-0.017153737211528228	0.6505001670573992	1.0
f8488	8488	-0.017205833921885138	0.6495095419707935	1.0
f2460	2460	-0.01735205503707625	0.6467324365676266	1.0
f29584	29584	-0.01740369918152397	0.6457527544141699	1.0
f22106	22106	-0.017419881856933776	0.645445897376045	1.0
f18978	18978	-0.01745788738793404	0.6447254706647095	1.0
f15656	15656	-0.01751127208990931	0.6437140809052667	1.0
f9847	9847	-0.017610772975090973	0.6418307631845502	1.0
f31770	31770	-0.01770564655914987	0.6400371677392828	1.0
f15279	15279	-0.017786866489953587	0.6385033613140758	1.0
f14742	14742	-0.017811069641807092	0.6380465922728246	1.0
f3642	3642	-0.017828163494690682	0.6377240746057011	1.0
f20269	20269	-0.01784923517028239	0.637326599673191	1.0
f9864	9864	-0.017923771007974224	0.6359214662321107	1.0
f4149	4149	-0.017955672841646238	0.6353204587566645	1.0
f5104	5104	-0.018025828835248003	0.6339996140025224	1.0
f32060	32060	-0.018080571430073564	0.6329697684636759	1.0
f18759	18759	-0.018081540689490045	0.6329515406493422	1.0
f15787	15787	-0.01808336359903285	0.6329172597621573	1.0
f8160	8160	-0.018101880261788248	0.6325690876128308	1.0
f16877	16877	-0.018119756519479394	0.6322330341907668	1.0
f6886	6886	-0.018140699172460216	0.6318394324003188	1.0
f4976	4976	-0.018167777516134603	0.6313306691316052	1.0
f13414	13414	-0.018203566825552485	0.6306585066496904	1.0
f9229	9229	-0.018319837694858843	0.6284769183136409	1.0
f31058	31058	-0.018335526208921493	0.6281828021863257	1.0
f22924	22924	-0.018386278651807097	0.6272317383030023	1.0
f13575	13575	-0.01839449812364397	0.6270777694612703	1.0
f4633	4633	-0.018398518436064975	0.6270024660416568	1.0
f19043	19043	-0.018430178500202496	0.6264095852365188	1.0
f29407	29407	-0.018430178500202496	0.6264095852365188	1.0
f14008	14008	-0.018511732984596567	0.6248834686265596	1.0
f30338	30338	-0.018532497306302586	0.6244951649031065	1.0
f23203	23203	-0.01855305349233473	0.6241108558885878	1.0
f26043	26043	-0.01855987064985118	0.6239834279676277	1.0
f18929	18929	-0.018637833149533392	0.6225269334775226	1.0
f1911	1911	-0.01865074693375636	0.6222858203672101	1.0
f21035	21035	-0.018753447411513028	0.6203697419956072	1.0
f26330	26330	-0.018826222411612154	0.6190135357361398	1.0
f28427	28427	-0.018827024749865813	0.6189985908759638	1.0
f12900	12900	-0.018842436889015816	0.6187115451304798	1.0
f463	463	-0.01885615214277704	0.6184561520856912	1.0
f12903	12903	-0.018879378989804855	0.6180237476445342	1.0
f10273	10273	-0.018931365878662915	0.6170564081353196	1.0
f23667	23667	-0.01893429031079794	0.6170020118046151	1.0
f15922	15922	-0.018946023791739555	0.6167837825528553	1.0
f9902	9902	-0.018952745547530674	0.6166587808405617	1.0
f9822	9822	-0.01902356138735561	0.615342522222929	1.0
f32269	32269	-0.019067537938529604	0.6145257481008215	1.0
f5224	5224	-0.01907286793972086	0.6144267866492217	1.0
f31498	31498	-0.019102352855350054	0.6138794705692906	1.0
f2159	2159	-0.019126094176140335	0.6134389263697255	1.0
f22698	22698	-0.019160295474159043	0.6128045315608645	1.0
f32517	32517	-0.019193257235921003	0.6121934025637463	1.0
f28212	28212	-0.019265136843813275	0.6108616493622762	1.0
f3638	3638	-0.019266849953171194	0.6108299252829469	1.0
f27494	27494	-0.019305612186355365	0.6101123049168004	1.0
f29163	29163	-0.019312639781879765	0.609982240308002	1.0
f16600	16600	-0.01935785063647601	0.6091457855171397	1.0
f5205	5205	-0.019464398003926114	0.6071765489778365	1.0
f32648	32648	-0.01946706718798335	0.6071272528496765	1.0
f5572	5572	-0.01952700416745981	0.6060207699520457	1.0
f351	351	-0.019533989771924984	0.6058918689083572	1.0
f27699	27699	-0.019542166677757367	0.6057410010737962	1.0
f11355	11355	-0.019556372685744925	0.6054789333264645	1.0
f29371	29371	-0.019557468418617503	0.6054587217132944	1.0
f32464	32464	-0.019577352800631262	0.6050919918053856	1.0
f32755	32755	-0.01960059168287829	0.6046635204263935	1.0
f3651	3651	-0.019604216041401154	0.6045967078606104	1.0
f20801	20801	-0.019628993281733925	0.6041400449704803	1.0
f22765	22765	-0.01964805307537869	0.6037888640637766	1.0
f1028	1028	-0.019668423433323888	0.6034136369381928	1.0
f22170	22170	-0.019706091727181633	0.6027200532393181	1.0
f26439	26439	-0.01975022077075322	0.6019079640884308	1.0
f13543	13543	-0.019778281343050683	0.6013918327768162	1.0
f4331	4331	-0.019802964873210305	0.6009379818373317	1.0
f24597	24597	-0.019812859519318604	0.60075609439021	1.0
f1493	1493	-0.019826800846852427	0.6004998613172853	1.0
f28622	28622	-0.019860063236292688	0.5998887181600835	1.0
f21268	21268	-0.019875816131100954	0.5995993819800962	1.0
f3289	3289	-0.019964080371665416	0.5979793849354182	1.0
f15149	15149	-0.019966550470404302	0.5979340774212868	1.0
f31110	31110	-0.01997952662541577	0.5976960892848918	1.0
f9031	9031	-0.01998394507650717	0.5976150628376805	1.0
f3176	3176	-0.019998736043643706	0.597343859352213	1.0
f19302	19302	-0.020007595092174573	0.5971814487894386	1.0
f14126	14126	-0.020091865524619765	0.5956375445407336	1.0
f25534	25534	-0.020118597006117213	0.5951481813868505	1.0
f9534	9534	-0.02013537757538093	0.5948410794249208	1.0
f15852	15852	-0.02016304887615872	0.5943348234930109	1.0
f14048	14048	-0.0201999300437416	0.5936603756178327	1.0
f24826	24826	-0.020239765783900767	0.5929322902478892	1.0
f142	142	-0.020276525054444577	0.5922607965907496	1.0
f20952	20952	-0.020288120667879807	0.5920490479787293	1.0
f7316	7316	-0.020302107436064656	0.5917936804088162	1.0
f9123	9123	-0.020304081802316697	0.5917576368968874	1.0
f28974	28974	-0.020323310118023737	0.5914066624341984	1.0
f32142	32142	-0.020337593989145236	0.5911460007316871	1.0
f524	524	-0.020392637067402755	0.5901420307988924	1.0
f9441	9441	-0.020439626540851775	0.5892855768587476	1.0
f17606	17606	-0.02052125056395151	0.587799217741668	1.0
f12129	12129	-0.020522373056544384	0.5877787894144207	1.0
f4142	4142	-0.02057657264164116	0.5867927971996183	1.0
f20606	20606	-0.020584869980409395	0.5866419205460436	1.0
f11509	11509	-0.020613376682257545	0.5861236988270652	1.0
f20190	20190	-0.020661423102231142	0.5852507455371949	1.0
f8834	8834	-0.020682615069361882	0.5848659012610533	1.0
f30072	30072	-0.020699073988603094	0.5845670897381645	1.0
f32088	32088	-0.02073649348253328	0.5838880029813653	1.0
f26629	26629	-0.020813107611497964	0.5824987591523627	1.0
f19484	19484	-0.02089347880354956	0.5810430454607504	1.0
f7728	7728	-0.020932690074641946	0.580333453095834	1.0
f15371	15371	-0.02097717135845449	0.5795289820537919	1.0
f11611	11611	-0.021018118762257745	0.5787888852515951	1.0
f392	392	-0.02102534577056231	0.5786583079501212	1.0
f19761	19761	-0.02102537014642313	0.5786578675514022	1.0
f22010	22010	-0.021026477323227096	0.5786378643519009	1.0
f14014	14014	-0.02103453647535455	0.5784922706137358	1.0
f10598	10598	-0.021071470754518182	0.5778252491476231	1.0
f4237	4237	-0.021073218689774513	0.5777936909387893	1.0
f32380	32380	-0.021093942252624634	0.57741959774641	1.0
f10300	10300	-0.02116598038531067	0.5761200813904097	1.0
f31744	31744	-0.021199934644893	0.5755080488073694	1.0
f9767	9767	-0.021202649615293535	0.5754591241391931	1.0
f12636	12636	-0.021206455553146136	0.5753905431766195	1.0
f2165	2165	-0.02121669431863074	0.5752060652360712	1.0
f21301	21301	-0.021222261121189873	0.5751057765450224	1.0
f21684	21684	-0.02128149686839585	0.5740391266085204	1.0
f15889	15889	-0.021289369640916506	0.573897433097945	1.0
f22457	22457	-0.021289516582400844	0.5738947886144099	1.0
f29343	29343	-0.021304713214466194	0.5736213282481487	1.0
f15927	15927	-0.021328120639944912	0.5732002368980065	1.0
f21568	21568	-0.021365816527797808	0.572522408817813	1.0
f12384	12384	-0.02137851678937224	0.5722941248067475	1.0
f15258	15258	-0.021390926325444454	0.5720711081980387	1.0
f23138	23138	-0.02142310160718801	0.5714930656926528	1.0
f14246	14246	-0.02144307326163015	0.5711344060003289	1.0
f3168	3168	-0.02146433947578736	0.5707526155999801	1.0
f1265	1265	-0.02149849277375027	0.5701397184929682	1.0
f2709	2709	-0.021513382738126616	0.569872609073375	1.0
f0	0	-0.021518366428932234	0.5697832205018714	1.0
f20278	20278	-0.021518366428932234	0.5697832205018714	1.0
f17184	17184	-0.021539464977590708	0.5694048662613221	1.0
f3706	3706	-0.021554550220625787	0.5691344203003518	1.0
f18559	18559	-0.02156331388310197	0.5689773347959117	1.0
f25345	25345	-0.02158726482383198	0.568548128231059	1.0
f10710	10710	-0.02167410509829079	0.5669932262720018	1.0
f1880	1880	-0.021675730635767925	0.5669641399213565	1.0
f5730	5730	-0.021710155336221906	0.5663483335052246	1.0
f24180	24180	-0.021831871772898366	0.5641735798283726	1.0
f21043	21043	-0.02185346896324383	0.5637881141910673	1.0
f20887	20887	-0.02188528295052353	0.5632205303809504	1.0
f29639	29639	-0.02190497501675623	0.5628693479599038	1.0
f17785	17785	-0.021961844167001546	0.5618557528582917	1.0
f253	253	-0.022025107472646795	0.5607292282719589	1.0
f14174	14174	-0.022029103015518244	0.5606581166186352	1.0
f17459	17459	-0.02203828302938169	0.5604947495834293	1.0
f13286	13286	-0.022172846939549115	0.5581027018051927	1.0
f3430	3430	-0.02218060603902099	0.5579649249607852	1.0
f7263	7263	-0.022189277877625743	0.5578109603203905	1.0
f9845	9845	-0.022189277877625743	0.5578109603203905	1.0
f17146	17146	-0.022189277877625743	0.5578109603203905	1.0
f20312	20312	-0.022189277877625743	0.5578109603203905	1.0
f22611	22611	-0.022189277877625743	0.5578109603203905	1.0
f24173	24173	-0.022189277877625743	0.5578109603203905	1.0
f24905	24905	-0.022189277877625743	0.5578109603203905	1.0
f25087	25087	-0.022189277877625743	0.5578109603203905	1.0
f8945	8945	-0.02219100863689151	0.5577802339280828	1.0
f24705	24705	-0.022202800929465496	0.5575709057135846	1.0
f25955	25955	-0.022208258904210104	0.5574740326272475	1.0
f3884	3884	-0.022239487363390605	0.5569199188718572	1.0
f28296	28296	-0.02226764138761283	0.5564205871343708	1.0
f11461	11461	-0.02228881844795853	0.5560451404449691	1.0
f24032	24032	-0.02229380358024636	0.555956777305423	1.0
f25301	25301	-0.022349010848970147	0.5549786673886156	1.0
f982	982	-0.0223624312191925	0.5547410248903237	1.0
f29177	29177	-0.02237723437127208	0.5544789542462611	1.0
f23989	23989	-0.022433570691805464	0.5534821455788522	1.0
f12068	12068	-0.02244770994321959	0.553232104816745	1.0
f26120	26120	-0.022457314432002263	0.5530622890299993	1.0
f6531	6531	-0.02245911552950708	0.5530304468857393	1.0
f14253	14253	-0.022509956649576373	0.5521319816121718	1.0
f15545	15545	-0.02252905906739326	0.551794588231819	1.0
f32506	32506	-0.022531847926589837	0.5517453389109175	1.0
f30414	30414	-0.022542394987341095	0.5515591046136332	1.0
f23724	23724	-0.022545773522460184	0.5514994547862033	1.0
f7640	7640	-0.022558887837023776	0.5512679445937299	1.0
f22312	22312	-0.022560815323469804	0.5512339222247726	1.0
f15778	15778	-0.02258433349980366	0.5508188821548988	1.0
f7090	7090	-0.022601353280993684	0.550518619077006	1.0
f27867	27867	-0.022603370060193664	0.5504830443752954	1.0
f19199	19199	-0.0226241368681371	0.5501167967912157	1.0
f30403	30403	-0.022627378305037884	0.5500596409685368	1.0
f27778	27778	-0.02264585876774893	0.5497338332176572	1.0
f2691	2691	-0.022654810643647834	0.549576047133354	1.0
f22923	22923	-0.022667719418070918	0.5493485558472966	1.0
f4078	4078	-0.02266882786445839	0.5493290238611235	1.0
f21006	21006	-0.0227325104530826	0.548207444142559	1.0
f9765	9765	-0.02275258728713126	0.5478540845239466	1.0
f14076	14076	-0.02275290958225996	0.5478484129282353	1.0
f11607	11607	-0.022759129268722592	0.5477389675298185	1.0
f29792	29792	-0.022785549392342702	0.5472741831753775	1.0
f8590	8590	-0.022853107876119147	0.5460865766609323	1.0
f8524	8524	-0.02285623625509857	0.5460316139718415	1.0
f15412	15412	-0.022877660508399494	0.5456552834615176	1.0
f13879	13879	-0.022890230222046084	0.5454345482923801	1.0
f3986	3986	-0.022917957209610595	0.5449477945160005	1.0
f7446	7446	-0.02293976326753757	0.5445651353158494	1.0
f5090	5090	-0.022944055699305903	0.5444898261411071	1.0
f19775	19775	-0.02296000601115328	0.5442100289023528	1.0
f11434	11434	-0.022973724568695234	0.543969437728361	1.0
f15654	15654	-0.022983074216828606	0.5438054971829269	1.0
f22697	22697	-0.023000104934374516	0.5435069366727279	1.0
f32350	32350	-0.023074423566246866	0.5422050320289421	1.0
f9307	9307	-0.02310546019867619	0.5416617958744844	1.0
f23662	23662	-0.023118497977081702	0.5414336756902928	1.0
f2748	2748	-0.023136104164109293	0.5411256986823096	1.0
f30068	30068	-0.02318312853282731	0.5403035511468888	1.0
f16886	16886	-0.023188744773485506	0.5402054016552893	1.0
f24670	24670	-0.023189923498458956	0.5401848033730352	1.0
f20008	20008	-0.023200873332627516	0.5399934731730263	1.0
f32639	32639	-0.02324461233730141	0.5392295442898624	1.0
f1943	1943	-0.02328506308336843	0.538523528101001	1.0
f26907	26907	-0.023288089004266058	0.5384707331144688	1.0
f28512	28512	-0.023316575520316657	0.5379738394708236	1.0
f9206	9206	-0.023349760773631288	0.5373952749715448	1.0
f21250	21250	-0.02335681111715658	0.5372723967536761	1.0
f27072	27072	-0.023362423938310867	0.537174582734346	1.0
f9277	9277	-0.023403890979153078	0.5364522179848492	1.0
f5160	5160	-0.023482237193186394	0.5350887426517196	1.0
f11699	11699	-0.023482695688920835	0.5350807684903465	1.0
f11308	11308	-0.023589348081445787	0.5332274952574108	1.0
f5440	5440	-0.02360780331089658	0.5329071321293049	1.0
f14431	14431	-0.023670685270393493	0.5318162982715691	1.0
f25110	25110	-0.023722223882869133	0.5309230837807307	1.0
f28605	28605	-0.023729709507067077	0.5307934138015696	1.0
f28851	28851	-0.02381300514884222	0.5293516051509295	1.0
f1886	1886	-0.023818779282234914	0.5292517313141744	1.0
f28927	28927	-0.023854671243472937	0.5286311310186578	1.0
f25374	25374	-0.023870170983267838	0.528363242650359	1.0
f26879	26879	-0.023968577237979398	0.5266640580582941	1.0
f27189	27189	-0.02401748439361347	0.5258206132897126	1.0
f13067	13067	-0.024023795710099792	0.5257118195871546	1.0
f15004	15004	-0.024032435284167885	0.5255629102900085	1.0
f18275	18275	-0.024043092430190042	0.5253792563425563	1.0
f31471	31471	-0.024046619477686406	0.525318482164738	1.0
f21605	21605	-0.024069421890446783	0.524925662862253	1.0
f29170	29170	-0.02413414907037706	0.5238114197863253	1.0
f9911	9911	-0.02416374353089204	0.5233023707763571	1.0
f6032	6032	-0.024177245385857138	0.5230702119706189	1.0
f27707	27707	-0.024184432077206382	0.522946661307328	1.0
f28007	28007	-0.024225692234256992	0.5222376229861062	1.0
f27132	27132	-0.024262527987208644	0.5216050330255607	1.0
f6499	6499	-0.024297513874195556	0.5210045757376374	1.0
f18952	18952	-0.0243499360263162	0.520105527818744	1.0
f8619	8619	-0.024360759688642535	0.5199199998209645	1.0
f29533	29533	-0.024404926314878207	0.5191632945046545	1.0
f23159	23159	-0.024431080877015347	0.5187154569175785	1.0
f25060	25060	-0.02446043108278757	0.5182131384295932	1.0
f28643	28643	-0.024468679327874204	0.5180720177927799	1.0
f4814	4814	-0.02447770740785138	0.5179175775625091	1.0
f10342	10342	-0.02457296532215321	0.5162894828153083	1.0
f21839	21839	-0.024596733349300227	0.5158836662059824	1.0
f30846	30846	-0.024601524396336807	0.5158018836062372	1.0
f31530	31530	-0.02461692857819732	0.5155389815573008	1.0
f29280	29280	-0.02464868549886425	0.514997207612206	1.0
f23285	23285	-0.02467075257556982	0.5146209165277355	1.0
f3723	3723	-0.024676222150818175	0.5145276705707534	1.0
f28919	28919	-0.024690684323407437	0.5142811599918814	1.0
f22936	22936	-0.02469384241223055	0.5142273378992931	1.0
f7066	7066	-0.02470588237101641	0.5140221723310259	1.0
f27426	27426	-0.024738126411395965	0.5134729307107112	1.0
f26161	26161	-0.024762345490471595	0.5130605860301881	1.0
f16145	16145	-0.024773006615407087	0.5128791284112133	1.0
f14858	14858	-0.024855355336093163	0.5114786375364153	1.0
f24391	24391	-0.024859260359406502	0.5114122749734954	1.0
f18680	18680	-0.02487602521381189	0.5111274214560232	1.0
f6839	6839	-0.02487714857365945	0.5111083372799291	1.0
f23708	23708	-0.02488284774464514	0.5110115227509926	1.0
f3707	3707	-0.024903237409079022	0.5106652321221283	1.0
f26543	26543	-0.02492612890490755	0.5102765971955123	1.0
f4932	4932	-0.024933249716844894	0.5101557367862328	1.0
