feature,stat_spearman_rho,effect_spearman_rho,p_value,p_adj_bh,direction
f1,-0.8096209017351155,-0.8096209017351155,2.5110770166853965e-49,3.2141785813573076e-47,down
f0,-0.7570520550049356,-0.7570520550049356,9.340911008850179e-40,5.978183045664114e-38,down
f80,-0.5821516035818839,-0.5821516035818839,3.5796997591144734e-20,1.527338563888842e-18,down
f3,-0.49430260587020247,-0.49430260587020247,3.7499537785072536e-14,1.1999852091223211e-12,down
f98,-0.47444931192697565,-0.47444931192697565,5.128064416900829e-13,1.3127844907266122e-11,down
f87,-0.4684792414730344,-0.4684792414730344,1.090057240421762e-12,2.325455446233092e-11,down
f104,0.4473070886905834,0.4473070886905834,1.4092143716786942e-11,2.576849136783898e-10,up
f63,0.41823667758247146,0.41823667758247146,3.593039244857532e-10,5.748862791772051e-09,up
f64,-0.39946934338160367,-0.39946934338160367,2.4815661661369655e-09,3.529338547394795e-08,down
f89,-0.3926692313789515,-0.3926692313789515,4.854886424952398e-09,6.21425462393907e-08,down
f95,0.3729256166615739,0.3729256166615739,3.131768292743848e-08,3.644239467920114e-07,up
f62,0.3688390499503027,0.3688390499503027,4.53670408893991e-08,4.83915102820257e-07,up
f99,0.3623368321413151,0.3623368321413151,8.095955998405679e-08,7.971402829199437e-07,up
f81,0.3577573859459807,0.3577573859459807,1.2080754666526235e-07,1.0308910648769054e-06,up
f100,0.3580227825912455,0.3580227825912455,1.1805774353741617e-07,1.0308910648769054e-06,up
f84,-0.35376289562184215,-0.35376289562184215,1.704124978624794e-07,1.322613109976004e-06,down
f106,-0.35340813071847804,-0.35340813071847804,1.7565955366868804e-07,1.322613109976004e-06,down
f113,-0.3431903598757832,-0.3431903598757832,4.1413439494011067e-07,2.944955697351898e-06,down
f60,-0.34070429742320074,-0.34070429742320074,5.079045285109764e-07,3.421672613126578e-06,down
f77,0.3300478096771091,0.3300478096771091,1.1942643567220855e-06,7.643291883021347e-06,up
f88,0.31951860399558335,0.31951860399558335,2.694437134315704e-06,1.6423235866305242e-05,up
f79,-0.3132086633479611,-0.3132086633479611,4.324411276027332e-06,2.5160211060522663e-05,down
f116,0.31216467960561844,0.31216467960561844,4.6716524633398226e-06,2.5998761535108578e-05,up
f93,-0.3033131598602308,-0.3033131598602308,8.887934652966882e-06,4.74023181491567e-05,down
f92,0.29480963469562393,0.29480963469562393,1.6170175295743483e-05,8.279129751420663e-05,up
f112,0.2930547670820363,0.2930547670820363,1.8253150993169956e-05,8.986166642791363e-05,up
f127,0.2840827355946662,0.2840827355946662,3.349855313057986e-05,0.00015880795558200823,up
f85,-0.27446210720381725,-0.27446210720381725,6.279993073362755e-05,0.0002870853976394402,down
f67,-0.2726138091385803,-0.2726138091385803,7.067193980623235e-05,0.00031193132052406003,down
f119,-0.2582349980361982,-0.2582349980361982,0.00017211617407188312,0.0007343623427067014,down
f103,0.25575705997071563,0.25575705997071563,0.0001996387126591779,0.0008243146845282184,up
f73,-0.2534226527439987,-0.2534226527439987,0.0002292729227098641,0.0009170916908394564,down
f40,0.25237460680810614,0.25237460680810614,0.00024386820483273427,0.0009459130369269693,up
f52,0.2484248006130173,0.2484248006130173,0.0003070079439528444,0.0011427151256587914,up
f86,0.24812013609676942,0.24812013609676942,0.0003124611671723258,0.0011427151256587914,up
f76,-0.24345132164333563,-0.24345132164333563,0.0004081202499608377,0.0014510942220829785,down
f48,0.23969920886767873,0.23969920886767873,0.0005039663679576123,0.0017434512188803885,up
f45,0.23429107518815015,0.23429107518815015,0.000679134073983889,0.002287609512366784,up
f107,-0.22816934950834328,-0.22816934950834328,0.0009442439208415875,0.0030990569709672617,down
f61,-0.22482887234575014,-0.22482887234575014,0.0011262222761154572,0.003603911283569463,down
f101,0.20785973582300293,0.20785973582300293,0.0026526166673269107,0.008281339839459624,up
f69,-0.2051231714348389,-0.2051231714348389,0.0030275215782308005,0.009226732428893868,down
f91,0.19896759414211554,0.19896759414211554,0.004051770738646506,0.012061084989459365,up
f55,-0.19729397039952734,-0.19729397039952734,0.004379647705845809,0.0127407933260969,down
f118,0.18913573168666808,0.18913573168666808,0.0063451613376407446,0.017656101113435116,up
