feature,stat_spearman_rho,effect_spearman_rho,p_value,p_adj_bh,direction
f81,0.28398123066937403,0.28398123066937403,3.372550080457072e-05,0.00015988385566611304,up
f64,0.27286646298858763,0.27286646298858763,6.954371098523993e-05,0.0003179141073610968,up
f15,0.2617340872186164,0.2617340872186164,0.00013923808565977249,0.0006145681022224441,up
f126,0.25118955073373683,0.25118955073373683,0.00026141163550170315,0.0011153563114739335,up
f16,0.24581231119038777,0.24581231119038777,0.00035678728725749146,0.0014271491490299658,up
f61,-0.24608862274374882,-0.24608862274374882,0.0003511883421778962,0.0014271491490299658,down
f57,0.244223519758562,0.244223519758562,0.0003906221240321569,0.0015151403598823057,up
f83,-0.2390006896126794,-0.2390006896126794,0.0005239622487663217,0.001972563760061446,down
f49,0.23776135102775134,0.23776135102775134,0.0005612560297443028,0.002052593480207736,up
f119,0.22725067625284245,0.22725067625284245,0.0009913867471587363,0.0035249306565643956,up
f67,0.22557248990669396,0.22557248990669396,0.0010831300912140078,0.0037470446398754865,up
f39,0.22502934807876376,0.22502934807876376,0.0011144525212058417,0.0037539453345880984,up
f36,-0.22415977936671586,-0.22415977936671586,0.0011663346988397027,0.0038279702936277423,down
f17,0.22280666543628624,0.22280666543628624,0.0012514874992173323,0.004004759997495463,up
f93,0.21920648843220014,0.21920648843220014,0.0015065430538540245,0.004703353924227199,up
f34,-0.21819470053827528,-0.21819470053827528,0.0015863308061159463,0.004834531980543837,down
f53,-0.2148302010355854,-0.2148302010355854,0.0018802203369554268,0.0055969349565184795,down
f79,-0.20782624494524335,-0.20782624494524335,0.0026569380411795877,0.007557512650466383,down
f118,0.20824883908567784,0.20824883908567784,0.002602875492769877,0.007557512650466383,up
f89,0.20713817499863849,0.20713817499863849,0.002747146089755088,0.007644232597579376,up
f10,0.20284857357954872,0.20284857357954872,0.00337495780718152,0.009191374453600736,up
f82,-0.1983287125326581,-0.1983287125326581,0.0041742289176829326,0.011131277113821154,down
f21,0.19750790468296806,0.19750790468296806,0.004336446033267538,0.011157895703685567,up
f96,0.19739819274266296,0.19739819274266296,0.004358553009252175,0.011157895703685567,up
f84,-0.19330092583620684,-0.19330092583620684,0.005260331388335577,0.013202400347195175,down
f106,0.19241239456657536,0.19241239456657536,0.0054766936809995245,0.013481092137844984,up
f65,0.19166743694721972,0.19166743694721972,0.0056642037328011935,0.013679586373557599,up
f105,-0.18826907573455906,-0.18826907573455906,0.00659454355005694,0.015631510637172004,down
f99,-0.18630645102465662,-0.18630645102465662,0.007191902462577427,0.01673751845836201,down
f90,0.17904650040693604,0.17904650040693604,0.00984220167049844,0.022496460961139293,up
f73,-0.17804825719699946,-0.17804825719699946,0.010267208519954201,0.023056187553581364,down
f68,-0.17584589158050434,-0.17584589158050434,0.011262670303641678,0.024434267777392115,down
