feature,stat_spearman_rho,effect_spearman_rho,p_value,p_adj_bh,direction
f1,0.7391862991913231,0.7391862991913231,2.5082581943289517e-45,3.210570488741058e-43,up
f81,0.5286336701256475,0.5286336701256475,9.26295830634707e-20,5.928293316062125e-18,up
f59,0.518641663847499,0.518641663847499,5.846996148553666e-19,2.4947183567162308e-17,up
f54,-0.46803579440134546,-0.46803579440134546,2.7549119572446067e-15,8.815718263182742e-14,down
f52,0.44808077569714294,0.44808077569714294,5.3653757494000725e-14,1.3735361918464186e-12,up
f110,-0.3985708738601706,-0.3985708738601706,3.861628179009679e-11,8.238140115220649e-10,down
f58,-0.3808005419113064,-0.3808005419113064,3.1831887430976585e-10,5.820687987378576e-09,down
f39,0.3783121445552756,0.3783121445552756,4.234615263929745e-10,6.775384422287592e-09,up
f79,-0.36248222615785175,-0.36248222615785175,2.4613768651277643e-09,3.278528129813179e-08,down
f122,-0.3621140042362486,-0.3621140042362486,2.561350101416546e-09,3.278528129813179e-08,down
f107,-0.340903551736344,-0.340903551736344,2.3336860734730534e-08,2.7155619764050074e-07,down
f44,-0.3378374518773256,-0.3378374518773256,3.169169322062832e-08,3.380447276867021e-07,down
f87,-0.33672698734209716,-0.33672698734209716,3.537729993175982e-08,3.4833033778963514e-07,down
f37,-0.32813103504231006,-0.32813103504231006,8.170598727770637e-08,7.470261693961725e-07,down
f50,-0.32115728876722355,-0.32115728876722355,1.5814363800268629e-07,1.349492377622923e-06,down
f89,-0.31832676395647486,-0.31832676395647486,2.0578274022002064e-07,1.6462619217601651e-06,down
f68,-0.3138704088895139,-0.3138704088895139,3.097982476375804e-07,2.332598570447664e-06,down
f62,-0.31160598904091497,-0.31160598904091497,3.8041213603964783e-07,2.7051529673930514e-06,down
f63,-0.31007946272812703,-0.31007946272812703,4.3646874481323595e-07,2.9404210176891686e-06,down
f20,0.30820283565129525,0.30820283565129525,5.162791571110534e-07,3.3041866055107415e-06,up
f67,0.30654221277256916,0.30654221277256916,5.984127497658704e-07,3.6463371198525126e-06,up
f126,-0.3060203234348639,-0.3060203234348639,6.267141924746506e-07,3.6463371198525126e-06,down
f103,0.2998381093219637,0.2998381093219637,1.0761128420359595e-06,5.98880190350447e-06,up
